PID,KICKER,KGRO,KNET,KTB,KR,KRY
56590,BG-1300,62,43,N,KR-0100,19
56599,MK-1100,68,41,N,MJ-0700,27
56622,MK-1100,70,48,N,MJ-0700,22
56664,JE-0200,68,51,N,KF-0200,17
56676,AV-0400,75,51,N,CC-3300,24
56687,AV-0400,70,50,Y,XX-0000,0
56697,JE-0200,65,46,N,KF-0200,19
56723,JE-0200,69,27,N,KF-0200,42
56733,AV-0400,70,40,N,CC-3300,30
56742,AV-0400,70,50,Y,XX-0000,0
56751,AV-0400,68,35,N,CC-3300,33
56754,JE-0200,63,43,N,KF-0200,20
56773,JE-0200,60,48,N,KF-0200,12
56816,JE-0200,66,41,N,KF-0200,25
56824,JH-0900,66,64,N,CK-0200,2
56827,NR-0100,69,39,N,DH-4200,30
56855,JH-0900,65,54,N,CK-0200,11
56871,NR-0100,68,42,N,DH-4200,26
56886,JH-0900,71,35,N,CK-0200,36
56892,NR-0100,70,-21,N,DH-4200,91
56897,JH-0900,62,38,N,CK-0200,24
56899,NR-0100,63,-2,N,DH-4200,65
56903,JH-0900,55,35,Y,XX-0000,0
56929,NR-0100,41,30,N,DR-0300,11
56939,JH-0900,66,53,N,CK-0200,13
56954,NR-0100,51,34,N,DH-4200,17
56988,SJ-0300,71,44,N,BM-3300,27
57023,SJ-0300,68,42,N,BM-3300,26
57062,SJ-0300,60,35,N,BM-3300,25
57069,DA-0300,69,40,N,DD-2900,29
57071,DA-0300,62,40,N,DD-2900,22
57091,SJ-0300,63,44,N,BM-3300,19
57107,SJ-0300,69,49,N,BM-3300,20
57138,DA-0300,12,12,N,XX-0000,0
57145,BM-3600,66,55,N,TF-0700,11
57159,WR-0500,60,41,N,NC-0200,19
57177,WR-0500,70,48,N,NC-0200,22
57185,WR-0500,59,41,N,NC-0200,18
57204,BM-3600,60,48,N,RJ-0700,12
57225,WR-0500,74,54,Y,XX-0000,0
57273,WR-0500,66,31,N,NC-0200,35
57276,BM-3600,64,34,N,RJ-0700,30
57299,BM-3600,68,-4,N,RJ-0700,72
57302,WR-0500,61,34,N,NC-0200,27
57310,RL-0900,66,19,N,CC-1300,47
57346,OM-0100,57,40,N,CR-1500,17
57367,OM-0100,68,41,N,CR-1500,27
57376,RL-0900,64,55,N,CC-1300,9
57388,RL-0900,63,50,N,CC-1300,13
57390,OM-0100,67,47,N,CR-1500,20
57406,RL-0900,58,37,N,CC-1300,21
57420,OM-0100,60,41,N,CR-1500,19
57434,RL-0900,56,37,N,CC-1300,19
57441,OM-0100,63,45,N,CR-1500,18
57463,TG-1500,63,44,N,DB-2800,19
57467,JW-3300,62,40,N,DM-0700,22
57475,JW-3300,64,41,N,DM-0700,23
57485,TG-1500,70,38,N,DB-2800,32
57509,JW-3300,70,32,N,DM-0700,38
57524,TG-1500,65,46,N,DB-2800,19
57546,JW-3300,63,32,N,DM-0700,31
57555,JW-3300,64,18,N,DM-0700,46
57559,TG-1500,64,42,N,DB-2800,22
57567,TG-1500,72,54,N,DB-2800,18
57574,TG-1500,63,42,N,TC-0300,21
57583,TG-1500,71,48,N,TC-0300,23
57592,TG-1500,63,42,N,TC-0300,21
57617,JW-3300,63,30,N,DM-0700,33
57635,TG-1500,28,28,N,AA-1500,0
57636,GA-0300,66,66,N,XX-0000,0
57665,MG-1200,67,50,N,DM-3700,17
57680,MG-1200,70,46,N,DM-3700,24
57692,MG-1200,60,41,N,NJ-0200,19
57710,MG-1200,65,54,N,NJ-0200,11
57712,MG-1200,70,52,N,NJ-0200,18
57722,MG-1200,70,50,Y,XX-0000,0
57729,MG-1200,73,53,N,NJ-0200,20
57739,GA-0300,48,26,N,TW-1000,22
57747,MG-1200,67,45,N,XX-0000,0
57776,GA-0300,64,51,N,DS-3100,13
57791,BC-2300,73,50,N,RD-1200,23
57798,BC-2300,70,50,Y,XX-0000,0
57818,BC-2300,69,47,N,RD-1200,22
57859,MA-0700,67,14,N,MB-1000,53
57870,MA-0700,72,45,N,MB-1000,27
57879,MA-0700,67,30,N,XX-0000,0
57885,BC-2300,70,47,N,RD-1200,23
57908,BC-2300,63,42,N,RD-1200,21
57923,MA-0700,58,48,N,MB-1000,10
57945,BC-2300,64,46,N,DW-1200,18
57964,JN-0600,65,48,N,HP-0100,17
57978,KB-2300,55,42,N,DM-0500,13
57998,JN-0600,67,53,N,HP-0100,14
58019,KB-2300,67,35,N,DM-0500,32
58038,KB-2300,55,47,N,MG-1600,8
58040,KB-2300,61,51,N,DM-0500,10
58051,KB-2300,57,38,N,DM-0500,19
58070,KB-2300,60,41,N,DM-0500,19
58076,KB-2300,62,42,N,DM-0500,20
58112,BG-1300,64,-30,N,BM-3300,94
58114,DA-0300,69,67,N,MJ-0700,2
58175,DA-0300,70,50,Y,XX-0000,0
58182,BG-1300,63,39,N,BM-3300,24
58187,DA-0300,70,41,N,MJ-0700,29
58193,DA-0300,73,51,N,MJ-0700,22
58277,JF-0900,60,49,N,CJ-0500,11
58312,JF-0900,64,45,N,CJ-0500,19
58330,AV-0400,67,40,N,DV-0200,27
58341,AV-0400,63,6,N,DV-0200,57
58359,AV-0400,56,29,N,DV-0200,27
58362,AV-0400,58,31,N,DV-0200,27
58402,AV-0400,47,33,N,AC-2700,14
58410,JF-0900,70,52,N,KF-0200,18
58441,BM-3600,72,50,N,TW-2100,22
58476,HS-0200,71,43,N,AB-1900,28
58488,BM-3600,59,33,N,TW-2100,26
58494,HS-0200,71,48,N,AB-1900,23
58513,HS-0200,71,42,N,AB-1900,29
58525,HS-0200,56,39,N,NC-0200,17
58544,HS-0200,52,35,N,NC-0200,17
58573,HS-0200,67,47,N,NC-0200,20
58592,BM-3600,19,19,N,XX-0000,0
58600,HS-0200,63,39,N,AB-1900,24
58607,PD-0200,69,32,N,AD-1000,37
58611,PD-0200,60,37,N,AD-1000,23
58687,PE-0100,66,44,N,JW-2500,22
58689,PE-0100,58,27,N,JW-2500,31
58699,PD-0200,41,38,N,LJ-1100,3
58716,PD-0200,41,41,N,XX-0000,0
58768,PE-0100,23,23,N,XX-0000,0
58773,PD-0200,69,38,N,LJ-1100,31
58781,RL-1300,60,38,N,AS-3400,22
58794,RL-1300,55,40,N,RA-0100,15
58828,MG-1200,58,46,N,AR-1700,12
58849,MG-1200,65,45,Y,XX-0000,0
58861,MG-1200,64,51,N,AR-1700,13
58873,MG-1200,65,46,N,AR-1700,19
58888,RL-1300,59,44,N,RA-0100,15
58918,MG-1200,53,36,N,AR-1700,17
58929,RL-1300,68,47,N,AS-3400,21
58944,OM-0100,71,47,N,SS-2100,24
58970,OM-0100,70,50,Y,XX-0000,0
58979,TS-0500,69,45,N,CC-1300,24
58989,OM-0100,60,38,N,SS-2100,22
58999,TS-0500,50,40,N,CC-1300,10
59021,OM-0100,53,35,N,SS-2100,18
59027,JK-0200,67,21,N,CC-1300,46
59065,OM-0100,65,39,N,SS-2100,26
59085,OM-0100,73,50,N,SS-2100,23
59101,MA-0700,63,38,N,RS-3500,25
59123,MK-1100,57,55,N,DW-1200,2
59132,MK-1100,63,23,N,RD-1200,40
59137,MK-1100,72,51,N,RD-1200,21
59162,MA-0700,51,37,N,RS-3500,14
59174,MK-1100,69,47,N,RD-1200,22
59179,MK-1100,65,48,N,RD-1200,17
59201,MA-0700,55,21,N,RS-3500,34
59222,MA-0700,63,48,N,RS-3500,15
59230,MA-0700,70,48,N,RS-3500,22
59259,MA-0700,62,41,N,RS-3500,21
59274,KB-2300,75,55,Y,XX-0000,0
59304,KB-2300,65,12,N,JL-1600,53
59310,DK-0500,61,43,N,HP-0100,18
59356,KB-2300,65,45,N,JL-1600,20
59358,DK-0500,63,47,N,HP-0100,16
59391,DK-0500,54,45,N,TE-0200,9
59420,DK-0500,60,32,N,TE-0200,28
59432,WR-0500,70,50,Y,XX-0000,0
59454,TP-1200,59,46,N,RJ-0700,13
59465,TP-1200,56,37,N,RJ-0700,19
59506,TP-1200,62,44,N,RJ-0700,18
59522,TP-1200,65,46,N,RJ-0700,19
59538,WR-0500,68,40,N,DH-0600,28
59558,WR-0500,74,54,Y,XX-0000,0
59568,WR-0500,63,48,N,DH-0600,15
59585,WR-0500,65,41,N,DH-0600,24
59597,TP-1200,62,38,N,RJ-0700,24
59606,JC-5000,62,40,N,DH-4200,22
59624,JH-0900,66,47,N,VS-0300,19
59666,JH-0900,66,44,N,VS-0300,22
59676,JB-0500,60,42,N,DH-4200,18
59680,JH-0900,59,36,N,VS-0300,23
59692,JC-5000,65,32,N,DH-4200,33
59703,JH-0900,43,41,N,VS-0300,2
59722,JC-5000,47,37,N,CS-0800,10
59760,JT-0500,71,52,N,DM-0500,19
59782,JN-0600,63,48,N,DG-0800,15
59804,JT-0500,67,18,N,DM-0500,49
59821,JT-0500,67,48,N,DM-0500,19
59844,JN-0600,69,44,N,DG-0800,25
59862,JN-0600,55,38,N,DG-0800,17
59880,JN-0600,68,44,N,DG-0800,24
59905,JT-0500,63,29,N,DM-0500,34
59918,JN-0600,70,50,Y,XX-0000,0
59923,RL-0900,62,41,N,MB-1000,21
59934,BC-2300,70,50,Y,XX-0000,0
59942,RL-0900,66,42,N,MB-1000,24
59955,BC-2300,60,41,N,JG-2700,19
59963,BC-2300,35,41,N,CF-0300,-6
59982,BC-2300,66,53,N,JW-4000,13
59996,BC-2300,68,37,N,JW-4000,31
60014,BC-2300,55,35,N,JG-2700,20
60029,RL-0900,65,34,N,MB-1000,31
60070,TG-1500,68,37,N,CY-0100,31
60078,JH-0500,70,50,N,DM-0700,20
60084,JH-0500,67,50,N,DM-0700,17
60130,JH-0500,65,34,N,DM-0700,31
60140,JH-0500,70,50,N,DM-0700,20
60157,TG-1500,12,12,N,XX-0000,0
60166,TT-1700,57,39,N,DM-0700,18
60201,JH-0500,70,45,N,DM-0700,25
60221,JE-0200,64,45,N,TK-0500,19
60234,SJ-0300,67,41,N,CC-3300,26
60245,JE-0200,58,49,N,TK-0500,9
60269,JE-0200,52,31,N,TK-0500,21
60279,SJ-0300,71,44,N,CC-3300,27
60293,SJ-0300,66,40,N,CC-3300,26
60303,SJ-0300,69,43,N,CC-3300,26
60317,JE-0200,49,28,N,TK-0500,21
60339,SJ-0300,73,50,N,CC-3300,23
60353,JE-0200,63,37,N,TK-0500,26
60363,SJ-0300,68,37,N,CC-3300,31
60367,SJ-0300,55,52,N,CC-3300,3
60388,JE-0200,12,12,N,XX-0000,0
60392,OP-0200,74,45,N,MJ-0700,29
60406,OP-0200,66,44,N,MJ-0700,22
60447,OP-0200,68,39,N,MJ-0700,29
60459,BG-1300,70,50,Y,XX-0000,0
60473,BG-1300,64,47,N,RD-1200,17
60487,BG-1300,63,48,N,RD-1200,15
60511,OP-0200,67,60,N,MJ-0700,7
60539,MK-1100,69,31,N,DV-0200,38
60559,MK-1100,66,43,N,DV-0200,23
60567,JF-0900,67,47,N,RS-3500,20
60582,MK-1100,68,48,N,DV-0200,20
60605,MK-1100,69,48,N,DV-0200,21
60608,JF-0900,13,13,N,XX-0000,0
60620,JF-0900,70,46,N,RS-3500,24
60660,JF-0900,65,41,N,RS-3500,24
60672,JF-0900,64,53,N,RS-3500,11
60679,RL-1300,63,44,N,LJ-1100,19
60694,PE-0100,64,42,N,AR-1700,22
60707,PE-0100,47,38,N,JF-2000,9
60723,RL-1300,50,32,N,LJ-1100,18
60746,RL-1300,58,30,N,AD-1000,28
60754,PE-0100,63,42,N,AR-1700,21
60778,RL-1300,60,30,N,AD-1000,30
60789,PE-0100,46,35,N,WH-0600,11
60812,RL-1300,59,49,N,AD-1000,10
60840,PD-0200,54,45,N,HP-0100,9
60856,JM-4700,55,29,N,DN-1400,26
60864,PD-0200,62,33,N,HP-0100,29
60875,KB-2300,66,46,N,BG-0300,20
60897,KB-2300,49,34,N,MS-0800,15
60914,KB-2300,30,30,N,XX-0000,0
60926,KB-2300,67,46,N,JW-2500,21
60942,PD-0200,53,52,N,HP-0100,1
60962,KB-2300,59,34,N,BG-0300,25
61002,PD-0200,63,42,N,TE-0200,21
61012,JE-0200,70,55,N,RJ-0700,15
61030,JE-0200,70,50,Y,XX-0000,0
61062,JE-0200,68,49,N,RJ-0700,19
61082,JE-0200,68,51,N,RJ-1900,17
61089,JE-0200,67,49,N,RJ-1900,18
61093,WR-0500,75,47,N,CC-3300,28
61102,JE-0200,58,-16,N,RJ-1900,74
61107,WR-0500,70,22,N,CC-3300,48
61117,JE-0200,70,53,N,RJ-1900,17
61134,WR-0500,70,50,Y,XX-0000,0
61143,WR-0500,70,50,Y,XX-0000,0
61175,MG-1200,52,42,N,DH-4200,10
61237,MG-1200,65,45,N,DH-4200,20
61246,MG-1200,68,49,N,DH-4200,19
61259,JH-0900,65,45,N,AS-3400,20
61289,JH-0900,68,54,N,AS-3400,14
61299,MG-1200,66,40,N,DH-4200,26
61317,JH-0900,71,52,N,AS-3400,19
61333,JH-0900,65,45,Y,XX-0000,0
61342,MG-1200,55,51,N,JM-6400,4
61343,OM-0100,62,42,N,TW-2100,20
61361,MV-0100,64,38,N,CC-1300,26
61368,OM-0100,65,41,N,TW-2100,24
61380,MV-0100,64,48,N,CC-1300,16
61385,OM-0100,61,11,N,TW-2100,50
61421,OM-0100,66,40,N,TW-2100,26
61423,MV-0100,65,26,N,CC-1300,39
61430,MV-0100,63,44,N,CC-1300,19
61445,MV-0100,63,36,N,CC-1300,27
61471,OM-0100,55,47,N,TW-2100,8
61485,OM-0100,67,38,N,TW-2100,29
61507,JT-0500,64,30,N,CK-0200,34
61527,JT-0500,65,52,N,BB-1700,13
61566,NR-0100,70,50,Y,XX-0000,0
61581,NR-0100,68,36,N,SM-0100,32
61597,NR-0100,66,35,N,SM-0100,31
61609,JT-0500,56,40,N,CK-0200,16
61624,JT-0500,64,43,N,CK-0200,21
61635,JT-0500,57,43,N,CK-0200,14
61665,NH-0700,24,24,N,XX-0000,0
61684,AV-0400,64,43,N,NC-0200,21
61709,AV-0400,67,45,N,NC-0200,22
61725,BM-3600,67,38,N,KF-0200,29
61759,BM-3600,50,32,N,PP-0300,18
61780,AV-0400,63,26,N,NC-0200,37
61827,JA-2100,15,15,N,XX-0000,0
61831,AV-0400,38,42,N,JR-2300,-4
61837,JH-0500,55,42,N,MB-1200,13
61881,JH-0500,56,37,N,DH-0600,19
61904,JH-0500,30,30,N,XX-0000,0
61909,TP-1200,52,33,N,CY-0100,19
61917,JH-0500,59,35,N,DH-0600,24
61930,JH-0500,73,59,N,DH-0600,14
61941,JH-0500,61,46,N,DH-0600,15
61964,TP-1200,67,39,N,CY-0100,28
61988,MB-2100,69,45,N,BM-3300,24
62006,DA-0300,54,28,N,NJ-0200,26
62028,DA-0300,65,24,N,NJ-0200,41
62043,MB-2100,59,22,N,BM-3300,37
62053,DA-0300,57,39,N,NJ-0200,18
62060,DA-0300,65,33,N,NJ-0200,32
62068,DA-0300,67,45,N,NJ-0200,22
62080,MB-2100,40,12,N,CB-4800,28
62081,DA-0300,65,47,N,NJ-0200,18
62089,DA-0300,70,50,N,NJ-0200,20
62124,DA-0300,61,38,N,NJ-0200,23
62132,DA-0300,64,27,N,NJ-0200,37
62142,MB-2100,64,45,N,BM-3300,19
62152,JC-5000,55,37,N,FM-0100,18
62164,TG-1500,50,34,N,PS-0500,16
62185,JC-5000,70,50,Y,XX-0000,0
62206,JC-5000,65,42,N,DM-0700,23
62211,TG-1500,57,46,N,VS-0300,11
62216,JC-5000,57,36,N,DM-0700,21
62238,TG-1500,64,42,N,VS-0300,22
62240,TG-1500,67,49,N,VS-0300,18
62255,TG-1500,64,30,N,XX-0000,0
62271,TG-1500,55,35,Y,XX-0000,0
62290,JC-5000,72,57,N,DM-0700,15
62301,TG-1500,65,43,N,VS-0300,22
62322,JK-0200,70,16,N,TC-0300,54
62327,JW-3300,73,55,N,SS-2100,18
62345,JW-3300,77,57,Y,XX-0000,0
62353,JW-3300,73,52,N,SS-2100,21
62370,JW-3300,67,24,N,SS-2100,43
62392,JW-3300,69,-30,N,SS-2100,99
62394,JK-0200,54,36,N,TC-0300,18
62397,JW-3300,66,54,N,SS-2100,12
62402,JW-3300,55,35,Y,XX-0000,0
62421,JW-3300,74,46,N,SS-2100,28
62432,JK-0200,60,44,N,TC-0300,16
62444,JW-3300,63,32,N,SS-2100,31
62469,SJ-0300,65,38,N,JW-4000,27
62478,RL-0900,62,38,N,TK-0500,24
62488,SJ-0300,65,51,N,JW-4000,14
62503,RL-0900,60,36,N,TK-0500,24
62530,SJ-0300,65,46,N,JW-4000,19
62541,RL-0900,49,34,N,TK-0500,15
62543,RL-0900,60,-30,N,TK-0500,90
62545,SJ-0300,51,31,N,HE-0300,20
62560,SJ-0300,61,31,N,JW-4000,30
62571,RL-0900,64,37,N,TK-0500,27
62582,RL-0900,57,34,N,TK-0500,23
62603,RL-0900,57,40,N,TK-0500,17
62616,SJ-0300,70,55,N,JW-4000,15
62630,DK-0500,69,55,N,DM-0500,14
62709,JN-0600,65,48,N,JL-1600,17
62724,JN-0600,62,-14,N,JL-1600,76
62732,DK-0500,59,41,N,DM-0500,18
62742,JN-0600,70,50,Y,XX-0000,0
62750,DK-0500,65,49,N,DM-0500,16
62758,DK-0500,54,45,N,DM-0500,9
62787,DK-0500,70,48,N,DM-0500,22
62805,BG-1300,60,42,N,DH-4200,18
62831,BG-1300,66,48,N,LF-0600,18
62851,JH-0900,69,29,N,MJ-0700,40
62863,JH-0900,75,47,N,MJ-0700,28
62884,BG-1300,69,50,N,LF-0600,19
62886,JH-0900,60,30,N,MJ-0700,30
62905,JH-0900,70,50,Y,XX-0000,0
62910,BG-1300,61,47,N,LF-0600,14
62914,JH-0900,67,46,N,MJ-0700,21
62927,JH-0900,59,30,N,XX-0000,0
62936,BG-1300,66,47,N,LF-0600,19
62948,BG-1300,66,50,N,LF-0600,16
62953,BG-1300,62,47,N,LF-0600,15
62962,BG-1300,68,32,N,LF-0600,36
62973,JH-0900,66,36,N,MJ-0700,30
62994,DK-0500,63,12,N,QM-0500,51
63006,PD-0200,63,46,N,JL-1600,17
63043,PD-0200,58,46,N,JL-1600,12
63049,PD-0200,50,30,N,XX-0000,0
63058,DK-0500,55,13,N,BG-0300,42
63066,PD-0200,58,22,N,JL-1600,36
63078,PD-0200,63,44,N,JL-1600,19
63099,DK-0500,65,29,N,QM-0500,36
63112,DK-0500,65,41,N,BG-0300,24
63147,PD-0200,45,31,N,CH-1800,14
63163,RL-0900,61,45,N,NC-0200,16
63198,RL-0900,66,38,N,NC-0200,28
63217,RL-0900,65,38,N,NC-0200,27
63222,BM-3600,61,58,N,CR-1500,3
63241,BM-3600,47,-2,N,HE-0300,49
63243,BM-3600,58,40,N,CR-1500,18
63253,RL-0900,63,48,N,NC-0200,15
63268,BM-3600,52,41,N,HE-0300,11
63298,RL-0900,65,41,N,SB-1900,24
63308,RL-0900,61,44,N,SB-1900,17
63317,JA-2100,11,11,N,XX-0000,0
63320,JK-0200,57,40,N,VS-0300,17
63337,TS-0500,64,52,N,VS-0300,12
63372,JC-5000,65,39,N,IB-0300,26
63383,TS-0500,70,47,N,VS-0300,23
63402,JC-5000,56,39,N,IB-0300,17
63419,TS-0500,68,49,N,VS-0300,19
63429,JC-5000,68,44,N,IB-0300,24
63454,TS-0500,68,45,N,VS-0300,23
63486,TS-0500,65,36,N,VS-0300,29
63500,JC-5000,33,25,N,BH-1500,8
63501,TS-0500,68,44,N,VS-0300,24
63511,NR-0100,71,-30,N,DM-0500,101
63513,JN-0600,61,20,N,CK-0200,41
63533,JN-0600,59,40,N,BB-1700,19
63544,NR-0100,70,46,N,DM-0500,24
63589,JN-0600,67,54,N,CK-0200,13
63616,JN-0600,57,44,N,TH-2700,13
63650,JN-0600,55,39,N,CK-0200,16
63670,DA-0300,66,41,N,RS-3500,25
63720,DA-0300,65,37,N,RS-3500,28
63738,DA-0300,63,30,N,RS-3500,33
63757,DA-0300,65,30,N,RS-3500,35
63761,MK-1100,71,10,N,BM-3300,61
63772,DA-0300,61,46,N,RS-3500,15
63793,DA-0300,65,41,N,RS-3500,24
63803,MK-1100,70,53,N,BM-3300,17
63818,DA-0300,73,46,N,RS-3500,27
63821,DA-0300,75,55,Y,XX-0000,0
63829,BC-2300,74,59,N,CC-3300,15
63882,JE-0200,70,50,Y,XX-0000,0
63901,JE-0200,63,40,N,MB-1000,23
63911,BC-2300,50,34,N,CC-3300,16
63913,JE-0200,61,48,N,MB-1000,13
63955,BC-2300,70,50,Y,XX-0000,0
63983,BC-2300,69,45,N,CC-3300,24
63996,JF-0900,58,35,N,AR-1700,23
64015,JF-0900,59,41,N,AR-1700,18
64021,JF-0900,70,50,Y,XX-0000,0
64029,RL-1300,63,44,N,DV-0200,19
64042,JF-0900,65,48,N,AR-1700,17
64063,JF-0900,45,46,N,WH-0600,-1
64072,RL-1300,68,48,N,DV-0200,20
64081,RL-1300,70,50,Y,XX-0000,0
64108,RL-1300,65,30,N,XX-0000,0
64131,JF-0900,61,45,N,AR-1700,16
64138,RL-1300,65,39,N,DV-0200,26
64161,JH-0500,68,46,N,CC-1300,22
64185,JH-0500,65,41,N,CC-1300,24
64224,JH-0500,70,50,Y,XX-0000,0
64234,OM-0100,65,45,N,CY-0100,20
64249,JH-0500,48,34,N,DD-3100,14
64292,JH-0500,65,54,N,CC-1300,11
64305,TG-1500,56,56,N,TW-2100,0
64308,MV-0100,69,48,N,DM-0700,21
64334,MV-0100,61,-2,N,DM-0700,63
64339,TG-1500,55,35,Y,XX-0000,0
64351,TG-1500,67,34,N,TW-2100,33
64378,TG-1500,55,39,N,TW-2100,16
64384,MV-0100,61,42,N,DM-0700,19
64392,TG-1500,61,39,N,TW-2100,22
64421,TG-1500,72,48,N,TW-2100,24
64430,MV-0100,57,36,N,DM-0700,21
64439,TG-1500,63,43,N,TW-2100,20
64455,WR-0500,65,52,N,TK-0500,13
64470,SJ-0300,61,37,N,RJ-0700,24
64473,WR-0500,74,54,Y,XX-0000,0
64493,SJ-0300,63,44,N,RJ-0700,19
64536,SJ-0300,62,-5,N,RJ-0700,67
64545,WR-0500,57,29,N,TK-0500,28
64561,SJ-0300,63,-30,N,RJ-0700,93
64563,WR-0500,64,31,N,TK-0500,33
64575,SJ-0300,52,33,N,DH-1500,19
64586,WR-0500,68,49,N,TK-0500,19
64604,SJ-0300,65,40,N,RJ-0700,25
64612,SJ-0300,62,40,N,RJ-0700,22
64618,KB-2300,66,43,N,EJ-1100,23
64650,KB-2300,70,50,Y,XX-0000,0
64697,KB-2300,37,29,N,RM-3800,8
64699,JT-0500,70,50,Y,XX-0000,0
64737,KB-2300,65,-30,N,EJ-1100,95
64740,JT-0500,63,47,N,TE-0200,16
64774,KB-2300,35,35,N,JB-4800,0
64782,MG-1200,70,49,N,AD-1000,21
64808,MG-1200,67,43,N,AD-1000,24
64819,MG-1200,67,43,N,LJ-1100,24
64836,PE-0100,68,33,N,FM-0800,35
64858,MG-1200,61,43,N,AD-1000,18
64860,PE-0100,70,50,Y,XX-0000,0
64870,PE-0100,43,43,N,XX-0000,0
64877,PE-0100,73,34,N,FM-0800,39
64889,PE-0100,62,38,N,FM-0800,24
64911,MG-1200,70,50,Y,XX-0000,0
64925,PE-0100,67,47,N,FM-0800,20
64939,MG-1200,70,50,Y,XX-0000,0
64952,AV-0400,66,55,N,TC-0300,11
64967,JW-3300,60,45,N,KF-0200,15
64984,AV-0400,62,33,N,TC-0300,29
64993,AV-0400,65,41,N,TC-0300,24
65029,JW-3300,69,52,N,KF-0200,17
65031,JW-3300,60,41,N,KF-0200,19
65063,JW-3300,56,41,N,KF-0200,15
65080,JW-3300,50,35,N,KF-0200,15
65087,AV-0400,65,42,N,TC-0300,23
65102,MA-0700,61,46,N,NJ-0200,15
65109,MB-2100,69,51,N,RD-1200,18
65122,MA-0700,65,46,N,NJ-0200,19
65141,MA-0700,65,31,N,NJ-0200,34
65171,MB-2100,60,49,N,RD-1200,11
65182,MA-0700,56,46,N,NJ-0200,10
65194,MB-2100,61,45,N,OS-1000,16
65203,MA-0700,66,37,N,NJ-0200,29
65240,MB-2100,70,50,N,DW-1200,20
65249,MB-2100,73,53,Y,XX-0000,0
65271,MK-1100,73,44,N,CC-3300,29
65292,JE-0200,66,46,N,RS-3500,20
65305,MK-1100,63,41,N,CC-3300,22
65319,JE-0200,65,44,N,RS-3500,21
65324,JE-0200,64,44,Y,XX-0000,0
65349,JE-0200,65,44,N,RS-3500,21
65363,JE-0200,64,42,N,RS-3500,22
65368,JE-0200,64,41,N,RS-3500,23
65393,JE-0200,58,41,N,RS-3500,17
65404,MK-1100,67,54,N,CC-3300,13
65410,MK-1100,55,35,Y,XX-0000,0
65434,MK-1100,9,5,N,DS-3000,4
65437,JH-0900,75,52,N,AR-1700,23
65452,RL-1300,64,44,N,TF-0100,20
65465,JH-0900,75,51,N,AR-1700,24
65479,JH-0900,71,48,N,AR-1700,23
65487,RL-1300,64,40,N,TF-0100,24
65501,JH-0900,70,51,N,AR-1700,19
65514,RL-1300,46,37,N,TF-0100,9
65517,RL-1300,62,36,N,TF-0100,26
65528,RL-1300,69,48,N,TF-0100,21
65563,JH-0900,73,49,N,AF-1300,24
65572,RL-1300,67,41,N,LF-0600,26
65595,JH-0900,33,33,N,XX-0000,0
65602,JH-0900,9,9,N,XX-0000,0
65604,BM-3600,54,54,N,XX-0000,0
65632,OM-0100,62,39,N,SB-1900,23
65635,BM-3600,55,41,N,CC-1300,14
65662,OM-0100,67,43,N,SB-1900,24
65689,BM-3600,45,29,N,JJ-2400,16
65690,OM-0100,67,65,N,SB-1900,2
65699,BM-3600,60,46,N,CC-1300,14
65731,OM-0100,64,41,N,NC-0200,23
65749,BM-3600,59,30,N,XX-0000,0
65759,OM-0100,59,50,N,NC-0200,9
65771,OM-0100,57,30,N,NC-0200,27
65776,OM-0100,59,43,N,NC-0200,16
65782,JF-0900,69,49,N,SS-2100,20
65823,JF-0900,62,40,N,SS-2100,22
65854,JF-0900,70,50,Y,XX-0000,0
65862,JK-0200,62,47,N,DV-0200,15
65916,TS-0500,70,41,N,DV-0200,29
65940,PD-0200,73,46,N,CK-0200,27
65951,PD-0200,70,50,Y,XX-0000,0
65986,PD-0200,57,31,N,CK-0200,26
66025,PD-0200,35,27,N,BG-2500,8
66028,NR-0100,70,46,N,QM-0500,24
66089,PD-0200,63,47,N,CK-0200,16
66095,PD-0200,70,50,Y,XX-0000,0
66101,JC-5000,63,45,N,TW-2100,18
66117,MV-0100,62,24,N,VS-0300,38
66127,JC-5000,70,50,Y,XX-0000,0
66139,JC-5000,67,39,N,TW-2100,28
66169,MV-0100,62,13,N,VS-0300,49
66174,JC-5000,71,43,N,TW-2100,28
66182,MV-0100,65,44,N,VS-0300,21
66193,MV-0100,56,30,N,VS-0300,26
66216,JC-5000,65,45,N,TW-2100,20
66226,JC-5000,68,53,N,TW-2100,15
66252,JC-5000,70,50,Y,XX-0000,0
66271,MH-3100,64,45,N,JL-1600,19
66290,DK-0500,62,41,N,EJ-1100,21
66309,DK-0500,67,37,N,EJ-1100,30
66349,DK-0500,70,50,Y,XX-0000,0
66361,DK-0500,72,51,N,EJ-1100,21
66387,MH-3100,51,34,N,JL-1600,17
66406,MH-3100,54,39,N,CH-1800,15
66430,MH-3100,58,44,N,CH-1800,14
66442,DK-0500,40,34,N,RM-3800,6
66444,RL-0900,56,34,N,DH-0600,22
66452,TP-1200,62,16,N,CR-1500,46
66481,TP-1200,55,38,N,JG-2700,17
66503,RL-0900,62,50,N,DH-0600,12
66521,TP-1200,60,33,N,CR-1500,27
66561,TP-1200,65,49,N,CR-1500,16
66575,TP-1200,53,36,N,CR-1500,17
66591,TG-1500,68,63,N,BK-0500,5
66599,AV-0400,59,22,N,DM-0700,37
66647,AV-0400,69,47,N,DM-0700,22
