PID,KICKER,KGRO,KNET,KTB,KR,KRY
10325,PE-0100,66,39,N,AR-1700,27
10346,PE-0100,62,37,N,AR-1700,25
10374,PE-0100,65,28,N,AR-1700,37
10383,RL-1300,79,59,Y,XX-0000,0
10398,RL-1300,77,57,Y,XX-0000,0
10418,PE-0100,53,41,N,DB-3300,12
10426,RL-1300,66,32,N,GM-1100,34
10450,RL-1300,71,40,N,GM-1100,31
10463,PE-0100,64,43,N,AR-1700,21
10472,RL-1300,11,11,N,XX-0000,0
10488,KB-2300,30,30,N,XX-0000,0
10504,SL-0600,62,39,N,TE-0200,23
10528,KB-2300,73,53,Y,XX-0000,0
10548,KB-2300,69,46,N,SS-2900,23
10558,KB-2300,59,38,N,SS-2900,21
10573,SL-0600,56,37,N,TE-0200,19
10575,SL-0600,65,34,N,HP-0100,31
10600,KB-2300,64,17,N,SS-2900,47
10651,SL-0600,16,16,N,XX-0000,0
10653,WR-0500,60,40,N,MJ-0700,20
10682,WR-0500,70,50,Y,XX-0000,0
10696,CB-1700,60,42,N,TJ-1100,18
10719,WR-0500,63,47,N,MJ-0700,16
10725,WR-0500,68,46,N,MJ-0700,22
10731,CB-1700,20,20,N,XX-0000,0
10735,CB-1700,59,40,N,KW-1100,19
10758,WR-0500,59,32,N,MJ-0700,27
10781,WR-0500,69,40,N,MJ-0700,29
10796,CB-1700,56,44,N,KW-1100,12
10811,CB-1700,31,31,N,XX-0000,0
10820,JC-0900,62,45,N,TH-2600,17
10827,JW-3300,74,54,Y,XX-0000,0
10842,JW-3300,67,40,N,RJ-0700,27
10846,JW-3300,66,38,N,RJ-0700,28
10857,JC-0900,62,44,N,TH-2600,18
10868,JW-3300,64,42,N,KB-2900,22
10881,JC-0900,70,53,N,TH-2600,17
10891,JW-3300,66,44,N,RJ-0700,22
10906,JW-3300,72,52,N,RJ-0700,20
10916,JC-0900,73,33,N,TH-2600,40
10920,JW-3300,69,48,N,RJ-0700,21
10930,JW-3300,66,46,N,RJ-0700,20
10940,JW-3300,73,53,Y,XX-0000,0
10954,JW-3300,71,47,N,RJ-0700,24
10965,JC-0900,75,55,Y,XX-0000,0
10974,JW-3300,66,41,N,RJ-0700,25
10979,JC-0900,67,51,N,TH-2600,16
10983,JH-5000,70,50,Y,XX-0000,0
10998,CH-2900,67,43,N,RD-1200,24
11032,CH-2900,60,22,N,RD-1200,38
11047,CH-2900,70,45,N,RD-1200,25
11063,CH-2900,70,50,N,RD-1200,20
11086,JH-5000,70,50,Y,XX-0000,0
11102,CH-2900,67,39,N,RD-1200,28
11121,JH-5000,75,48,N,DM-0500,27
11148,MG-1200,70,50,Y,XX-0000,0
11182,MG-1200,72,40,N,JT-2800,32
11222,MH-3900,72,52,N,AS-3400,20
11237,MH-3900,65,38,N,AS-3400,27
11252,MH-3900,67,44,N,AS-3400,23
11297,MH-3900,70,39,N,AS-3400,31
11306,MG-1200,8,8,N,XX-0000,0
11318,MG-1200,72,40,N,JT-2800,32
11331,MA-0700,69,23,N,BM-3300,46
11342,DA-0300,56,35,N,BK-1100,21
11409,DA-0300,70,50,Y,XX-0000,0
11411,DA-0300,65,38,N,TD-2500,27
11426,DA-0300,69,53,N,TD-2500,16
11442,MA-0700,50,9,N,DD-2400,41
11451,DA-0300,64,41,N,TD-2500,23
11466,DA-0300,59,26,N,TD-2500,33
11473,MA-0700,59,-30,N,BM-3300,89
11475,DA-0300,59,56,N,TD-2500,3
11493,DA-0300,54,36,N,DV-0200,18
11498,RL-0900,63,42,N,DH-0600,21
11532,RL-0900,65,30,N,DH-0600,35
11553,TS-0500,68,45,N,CR-1500,23
11568,RL-0900,68,48,N,MC-1600,20
11576,TS-0500,67,49,N,CR-1500,18
11597,RL-0900,68,43,N,DH-0600,25
11611,TS-0500,70,51,N,CR-1500,19
11627,TS-0500,70,50,Y,XX-0000,0
11647,TS-0500,62,40,N,CR-1500,22
11666,PD-0200,67,42,N,MJ-0700,25
11694,PD-0200,71,47,N,MJ-0700,24
11701,PD-0200,56,12,N,MJ-0700,44
11708,CB-1700,64,51,N,JW-2500,13
11716,CB-1700,52,44,N,TS-0100,8
11735,CB-1700,66,26,N,JW-2500,40
11744,CB-1700,53,37,N,DP-0500,16
11760,CB-1700,70,50,Y,XX-0000,0
11775,CB-1700,61,41,N,DP-0500,20
11785,PD-0200,70,50,Y,XX-0000,0
11808,CB-1700,66,38,N,DP-0500,28
11821,MA-0700,62,50,N,RD-1200,12
11836,JH-5000,64,29,N,TD-2500,35
11854,JH-5000,57,42,N,TD-2500,15
11878,MA-0700,72,57,N,RD-1200,15
11894,JH-5000,65,45,N,DV-0200,20
11907,MA-0700,70,53,N,RD-1200,17
11977,JN-0600,60,39,N,CR-1500,21
12004,JN-0600,64,49,N,CR-1500,15
12024,JN-0600,56,37,N,CR-1500,19
12047,JN-0600,63,32,N,CR-1500,31
12062,RL-0900,60,45,N,MB-1000,15
12088,JN-0600,63,37,N,CR-1500,26
12098,RL-0900,56,38,N,MB-1000,18
12112,JN-0600,60,43,N,CR-1500,17
12138,PE-0100,66,36,N,CM-3100,30
12151,PE-0100,72,44,N,CM-3100,28
12179,TG-1500,70,43,N,GM-1100,27
12196,TG-1500,68,30,N,GM-1100,38
12210,TG-1500,74,39,N,GM-1100,35
12221,TG-1500,63,27,N,GM-1100,36
12256,TG-1500,67,49,N,GM-1100,18
12266,PE-0100,61,48,N,CM-3100,13
12279,TG-1500,59,42,N,GM-1100,17
12308,NR-0100,73,40,N,DM-0500,33
12322,CH-2900,50,38,N,NL-0600,12
12349,NR-0100,65,44,N,DM-0500,21
12365,CH-2900,62,26,N,TM-0100,36
12377,NR-0100,64,41,N,DM-0500,23
12386,CH-2900,42,42,N,XX-0000,0
12401,CH-2900,52,42,N,CY-0100,10
12415,CH-2900,48,38,N,CY-0100,10
12455,CH-2900,55,36,N,CY-0100,19
12466,JH-0900,75,55,Y,XX-0000,0
12474,JH-0900,72,53,N,AR-1700,19
12482,JH-0900,70,47,N,HG-0100,23
12505,RL-1300,52,30,N,DH-4200,22
12519,JH-0900,69,50,N,HG-0100,19
12541,JH-0900,74,41,N,HG-0100,33
12548,RL-1300,45,38,N,DH-4200,7
12550,RL-1300,56,37,N,DH-4200,19
12567,RL-1300,63,40,N,DH-4200,23
12575,JH-0900,72,18,N,HG-0100,54
12584,RL-1300,68,36,N,DH-4200,32
12606,RL-1300,69,43,N,DH-4200,26
12628,SC-0700,52,30,N,XX-0000,0
12640,OM-0100,57,45,N,CW-0900,12
12656,SC-0700,56,33,N,AD-1000,23
12681,OM-0100,63,46,N,CW-0900,17
12694,OM-0100,55,43,N,CW-0900,12
12705,OM-0100,55,36,N,JF-2700,19
12718,CM-2600,56,33,N,LS-0700,23
12749,CM-2600,59,44,N,BM-0200,15
12759,CM-2600,61,41,N,BM-0200,20
12768,OM-0100,65,49,N,SB-1900,16
12786,DK-0500,46,46,N,KF-0200,0
12798,AV-0400,66,37,N,PW-1100,29
12838,DK-0500,65,41,N,KF-0200,24
12859,DK-0500,53,14,N,TS-1600,39
12862,AV-0400,73,53,Y,XX-0000,0
12886,DK-0500,67,47,N,KF-0200,20
12899,AV-0400,70,54,N,PW-1100,16
12920,AV-0400,66,49,N,JP-1300,17
12957,DK-0500,15,15,N,XX-0000,0
12959,JH-0500,62,41,N,TE-0200,21
12995,KB-2300,55,30,N,XX-0000,0
13025,KB-2300,62,36,N,KW-1300,26
13035,KB-2300,62,41,N,KW-1300,21
13077,KB-2300,71,30,N,DS-4600,41
13097,KB-2300,73,51,N,DS-4600,22
13106,MH-3900,72,44,N,BM-3300,28
13117,MH-3900,66,44,N,BM-3300,22
13179,DA-0300,59,43,N,JT-2800,16
13188,DA-0300,69,59,N,JT-2800,10
13226,DA-0300,57,40,N,JT-2800,17
13237,MH-3900,77,57,Y,XX-0000,0
13268,MH-3900,54,45,N,DD-2400,9
13269,JC-0900,66,37,N,DO-0200,29
13286,JE-0200,55,38,N,KB-2900,17
13350,JC-0900,62,41,N,DO-0200,21
13357,JE-0200,60,44,N,RJ-0700,16
13382,JE-0200,65,41,N,RJ-0700,24
13438,JE-0200,37,29,N,KJ-0200,8
13446,SJ-0300,66,45,N,TJ-1100,21
13454,SJ-0300,70,50,Y,XX-0000,0
13501,SJ-0300,62,51,N,TJ-1100,11
13514,WR-0500,58,34,N,CB-2600,24
13540,WR-0500,57,47,N,DD-2900,10
13542,WR-0500,73,53,Y,XX-0000,0
13556,SJ-0300,63,30,N,KW-1500,33
13567,SJ-0300,71,51,Y,XX-0000,0
13582,SJ-0300,69,51,N,KW-1500,18
13593,WR-0500,70,50,Y,XX-0000,0
13601,WR-0500,70,34,N,DD-2900,36
13625,WR-0500,71,51,N,DD-2900,20
13649,SL-0600,70,50,Y,XX-0000,0
13669,SL-0600,71,42,N,CH-1800,29
13687,MS-5200,36,36,N,XX-0000,0
13737,MS-5200,47,47,N,XX-0000,0
13739,MS-5200,62,44,N,SS-2900,18
13746,MS-5200,56,38,N,SM-0100,18
13784,MS-5200,60,28,N,SS-2900,32
13798,MS-5200,50,50,N,XX-0000,0
13812,SL-0600,62,29,N,CH-1800,33
13828,MB-2100,72,54,N,AS-3400,18
13833,MB-2100,72,49,N,AS-3400,23
13857,MG-1200,67,48,N,TC-1100,19
13869,MB-2100,69,43,N,AS-3400,26
13874,MB-2100,70,45,N,AS-3400,25
13896,MG-1200,60,39,N,TC-1100,21
13905,MG-1200,61,42,N,TC-1100,19
13914,MB-2100,64,39,N,AS-3400,25
13923,MG-1200,69,45,N,TC-1100,24
13939,MG-1200,69,40,N,TC-1100,29
13950,MG-1200,65,43,N,TC-1100,22
13958,MB-2100,71,52,N,AS-3400,19
13976,MB-2100,71,47,N,AS-3400,24
13985,DA-0300,68,44,N,MJ-0700,24
14007,DA-0300,64,41,N,MJ-0700,23
14028,DA-0300,68,52,N,MJ-0700,16
14055,DA-0300,70,47,N,MJ-0700,23
14059,CB-1700,60,28,N,BM-3300,32
14071,DA-0300,60,31,N,MJ-0700,29
14084,CB-1700,65,42,N,BM-3300,23
14107,CB-1700,63,42,N,BM-3300,21
14125,DA-0300,66,41,N,MJ-0700,25
14134,DA-0300,71,36,N,MJ-0700,35
14141,SC-0700,56,45,N,KB-2900,11
14174,JC-0900,54,38,N,CW-0900,16
14181,SC-0700,51,35,N,RJ-0700,16
14191,SC-0700,35,35,N,XX-0000,0
14196,JC-0900,65,43,N,CW-0900,22
14223,JC-0900,58,35,N,CW-0900,23
14235,JC-0900,73,51,N,CW-0900,22
14244,JC-0900,62,44,N,CW-0900,18
14270,SC-0700,60,43,N,KB-2900,17
14313,SC-0700,44,39,N,RJ-0700,5
14315,JC-0900,70,50,Y,XX-0000,0
14337,PD-0200,67,38,N,DO-0200,29
14344,SB-0500,63,41,N,DP-0500,22
14375,PD-0200,72,68,N,DO-0200,4
14397,SB-0500,74,52,N,DP-0500,22
14410,SB-0500,47,36,N,TS-0100,11
14428,SB-0500,61,47,N,JW-2500,14
14430,SB-0500,73,50,N,JW-2500,23
14440,PD-0200,65,3,N,DO-0200,62
14445,SB-0500,72,44,N,JW-2500,28
14456,SB-0500,66,43,N,JW-2500,23
14476,SB-0500,68,52,N,LJ-0300,16
14488,SB-0500,69,49,N,LJ-0300,20
14510,RL-1300,64,43,N,PS-0500,21
14545,RL-1300,60,41,N,PS-0500,19
14576,WR-0500,72,44,N,AR-1700,28
14590,RL-1300,65,38,N,PS-0500,27
14592,WR-0500,69,50,N,AR-1700,19
14605,RL-1300,64,47,N,KW-1500,17
14619,WR-0500,66,38,N,AR-1700,28
14638,WR-0500,67,45,N,AR-1700,22
14648,RL-1300,30,30,N,XX-0000,0
14656,WR-0500,63,31,N,AR-1700,32
14667,RL-1300,62,49,N,KW-1500,13
14673,SJ-0300,70,50,Y,XX-0000,0
14696,SJ-0300,64,40,N,MC-1600,24
14726,TS-0500,62,42,N,DD-2900,20
14737,TS-0500,67,32,N,DD-2900,35
14752,TS-0500,53,31,N,DD-2900,22
14755,TS-0500,63,27,N,DD-2900,36
14765,SJ-0300,70,34,N,DH-0600,36
14802,SJ-0300,69,39,N,DH-0600,30
14832,SJ-0300,66,48,N,DH-0600,18
14838,JH-0500,64,43,N,KF-0200,21
14852,JH-0500,70,40,N,KF-0200,30
14856,JH-0500,72,56,N,KF-0200,16
14868,AV-0400,58,38,N,KW-1300,20
14892,AV-0400,65,45,N,KW-1300,20
14910,JH-0500,65,41,N,TS-1600,24
14921,JH-0500,60,42,N,KF-0200,18
14922,AV-0400,64,38,N,KW-1300,26
14944,JH-0500,55,30,N,XX-0000,0
14976,LJ-1000,49,39,N,DS-4600,10
14990,JH-0500,64,44,N,KF-0200,20
15009,TG-1500,73,55,N,MB-1000,18
15050,TG-1500,68,48,N,MB-1000,20
15081,JN-0600,68,51,N,CM-3100,17
15095,TG-1500,23,22,N,RG-1700,1
15098,JN-0600,63,40,N,CM-3100,23
15157,TG-1500,67,50,N,MB-1000,17
15167,TG-1500,71,32,N,MB-1000,39
15175,BD-0100,68,34,N,JT-3900,34
15232,BD-0100,58,33,N,JT-3900,25
15255,MK-1100,70,50,Y,XX-0000,0
15265,BD-0100,62,-28,N,JT-3900,90
15270,MK-1100,58,35,N,RD-1200,23
15279,BD-0100,59,31,N,JT-3900,28
15289,MK-1100,61,43,N,RD-1200,18
15306,BD-0100,63,35,N,JT-3900,28
15342,NR-0100,71,49,N,TE-0200,22
15346,KB-2300,54,41,N,TM-0100,13
15424,KB-2300,28,21,N,SB-2200,7
15425,KB-2300,70,50,Y,XX-0000,0
15467,KB-2300,63,34,N,TM-0100,29
15497,DP-1700,57,44,N,TE-0200,13
15517,RL-0900,63,47,N,PW-1100,16
15526,DK-0500,54,17,N,CR-1500,37
15551,DK-0500,68,42,N,MS-5400,26
15560,RL-0900,54,27,N,JP-1300,27
15568,DK-0500,67,29,N,FB-0600,38
15582,RL-0900,62,41,N,PW-1100,21
15593,DK-0500,56,34,N,CR-1500,22
15597,DK-0500,72,-9,N,CR-1500,81
15611,DK-0500,65,44,N,CR-1500,21
15629,DK-0500,60,51,N,CR-1500,9
15642,DK-0500,64,36,N,CR-1500,28
15658,RL-0900,11,11,N,XX-0000,0
15674,JW-3300,66,-30,N,DV-0200,96
15676,MA-0700,73,-30,N,TH-2600,103
15678,JW-3300,41,34,N,BK-1100,7
15690,MA-0700,61,50,N,TH-2600,11
15716,JB-0600,35,35,N,BK-1100,0
15739,CT-1000,57,35,N,TD-2500,22
15745,MA-0700,64,45,N,TH-2600,19
15761,CT-1000,42,23,N,EW-1200,19
15762,MA-0700,60,42,N,TH-2600,18
15782,CT-1000,61,48,N,TD-2500,13
15830,MA-0700,61,49,N,TH-2600,12
15840,CT-1000,53,32,N,TD-2500,21
15844,KH-1500,70,50,Y,XX-0000,0
15900,KH-1500,72,31,N,CH-1800,41
15913,MS-5200,55,37,N,JT-2800,18
15924,MS-5200,70,28,N,JT-2800,42
15957,KH-1500,71,45,N,CH-1800,26
15989,PE-0100,58,42,N,MW-2900,16
16019,PE-0100,64,41,N,MW-2900,23
16046,PE-0100,59,42,N,MW-2900,17
16049,GA-0300,72,51,N,GM-1100,21
16059,GA-0300,66,58,N,GM-1100,8
16075,GA-0300,67,51,N,GM-1100,16
16088,GA-0300,69,46,N,GM-1100,23
16113,PE-0100,64,29,N,TW-0400,35
16124,GA-0300,60,36,N,GM-1100,24
16147,SL-0600,70,35,N,DM-0500,35
16167,SL-0600,70,4,N,DM-0500,66
16175,CH-2900,68,48,N,RB-1100,20
16191,CH-2900,68,46,N,SS-2900,22
16205,CH-2900,71,46,N,SS-2900,25
16225,CH-2900,50,27,N,RB-1100,23
16240,CH-2900,65,42,N,SS-2900,23
16265,SL-0600,66,39,N,CC-3500,27
16286,CH-2900,62,25,N,SS-2900,37
16298,MH-3100,16,16,N,XX-0000,0
16302,JH-0900,72,44,N,AS-3400,28
16315,MG-1200,70,48,N,DH-4200,22
16325,MG-1200,70,55,N,DH-4200,15
16345,JJ-2300,53,42,N,JG-3200,11
16358,JH-0900,68,36,N,AS-3400,32
16364,MG-1200,68,40,N,DH-4200,28
16379,JH-0900,73,52,N,AS-3400,21
16381,MG-1200,67,25,N,DH-4200,42
16392,JH-0900,70,50,Y,XX-0000,0
16427,MG-1200,70,50,Y,XX-0000,0
16448,JH-0900,65,54,N,AS-3400,11
16459,JH-0900,67,47,N,AS-3400,20
16468,TG-1500,71,36,N,DV-0200,35
16476,MA-0700,74,50,N,CM-3100,24
16491,TG-1500,55,51,N,MC-0600,4
16524,MA-0700,68,48,N,CM-3100,20
16536,MA-0700,70,53,N,CM-3100,17
16546,MA-0700,67,50,N,CM-3100,17
16567,TG-1500,72,48,N,WO-0200,24
16602,TG-1500,71,39,N,DV-0200,32
16608,MA-0700,70,50,Y,XX-0000,0
16615,CH-2900,65,43,N,CH-1800,22
16635,MS-5200,63,34,N,DM-0500,29
16658,MS-5200,60,46,N,DM-0500,14
16688,CH-2900,58,32,N,CH-1800,26
16694,MS-5200,60,46,N,DM-0500,14
16701,CH-2900,65,38,N,CH-1800,27
16771,WR-0500,70,50,Y,XX-0000,0
16791,JN-0600,54,43,N,PS-0500,11
16810,WR-0500,70,50,Y,XX-0000,0
16824,JN-0600,64,64,N,PS-0500,0
16828,JN-0600,70,50,Y,XX-0000,0
16836,WR-0500,65,45,Y,XX-0000,0
16850,JN-0600,70,42,N,PS-0500,28
16858,JN-0600,69,69,N,PS-0500,0
16869,JN-0600,62,48,N,PS-0500,14
16885,WR-0500,55,36,N,IB-0300,19
16915,JN-0600,70,50,Y,XX-0000,0
16940,NR-0100,70,50,Y,XX-0000,0
16954,JE-0200,59,36,N,TM-0100,23
16983,NR-0100,63,43,N,DO-0200,20
17003,JE-0200,61,47,N,CK-0200,14
17006,NR-0100,74,48,N,DO-0200,26
17023,JE-0200,64,35,N,TM-0100,29
17040,NR-0100,48,34,N,DS-3000,14
17087,NR-0100,70,38,N,DO-0200,32
17092,JE-0200,58,39,N,TM-0100,19
17101,NR-0100,57,33,N,DO-0200,24
17111,CB-1700,35,27,N,DL-0100,8
17139,MK-1100,72,52,Y,XX-0000,0
17145,MK-1100,65,38,N,MJ-0700,27
17158,MK-1100,66,39,N,MJ-0700,27
17182,MK-1100,73,53,Y,XX-0000,0
17192,MK-1100,65,42,N,MJ-0700,23
17208,MK-1100,71,48,N,MJ-0700,23
17217,MK-1100,75,33,N,MJ-0700,42
17233,MK-1100,65,43,N,MJ-0700,22
17251,CB-1700,4,4,N,XX-0000,0
17265,DK-0500,69,59,N,KF-0200,10
17285,AV-0400,65,36,N,PW-1100,29
17293,DK-0500,70,50,Y,XX-0000,0
17310,AV-0400,70,47,N,PW-1100,23
17336,AV-0400,43,32,N,JP-1300,11
17337,AV-0400,72,38,N,JP-1300,34
17353,AV-0400,70,48,N,JP-1300,22
17356,DK-0500,63,50,N,KF-0200,13
17367,AV-0400,74,47,N,JP-1300,27
17396,DK-0500,70,50,Y,XX-0000,0
17409,DK-0500,70,50,Y,XX-0000,0
17418,DK-0500,74,42,N,KF-0200,32
17421,KH-1500,70,43,N,RB-1100,27
17434,KH-1500,71,51,N,AW-1000,20
17451,SL-0600,51,43,N,AM-3100,8
17468,SL-0600,30,30,N,XX-0000,0
17477,KH-1500,57,50,N,SS-2900,7
17488,KH-1500,60,36,N,SS-2900,24
17497,SL-0600,67,41,N,AM-3100,26
17508,SL-0600,56,36,N,AM-3100,20
17513,SL-0600,70,50,Y,XX-0000,0
17527,KH-1500,64,35,N,SS-2900,29
17575,KH-1500,68,43,N,SS-2900,25
17588,TS-0500,74,54,N,TH-2600,20
17596,TS-0500,70,50,Y,XX-0000,0
17607,TS-0500,73,35,N,TH-2600,38
17618,TS-0500,70,53,N,TH-2600,17
17625,TS-0500,70,50,Y,XX-0000,0
17643,PS-0900,65,41,N,DH-0600,24
17652,TS-0500,56,22,N,TH-2600,34
17657,PS-0900,62,43,N,MC-1600,19
17679,PS-0900,52,35,N,MC-1600,17
17684,TS-0500,70,24,N,TH-2600,46
17696,PS-0900,50,39,N,MS-3600,11
17716,TS-0500,70,4,N,TH-2600,66
17721,PS-0900,62,38,N,MC-1600,24
17737,TS-0500,62,34,N,TH-2600,28
17748,TS-0500,62,21,N,TH-2600,41
17758,PS-0900,33,33,N,DH-0600,0
17769,MB-2100,71,50,N,CW-0900,21
17798,MB-2100,71,52,N,CW-0900,19
17814,SC-0700,53,41,N,TW-0400,12
17842,SC-0700,49,35,N,TW-0400,14
17849,SC-0700,55,39,N,MW-2900,16
17861,MB-2100,75,55,Y,XX-0000,0
17879,SC-0700,44,31,N,TW-0400,13
17887,SC-0700,56,39,N,HM-0500,17
17900,MB-2100,72,39,N,CW-0900,33
17908,SC-0700,62,28,N,MW-2900,34
17921,MB-2100,72,52,Y,XX-0000,0
17934,MB-2100,73,53,Y,XX-0000,0
17941,RL-0900,69,54,N,DD-2900,15
17953,RL-0900,70,50,Y,XX-0000,0
17975,SJ-0300,60,36,N,FB-0600,24
17993,SJ-0300,79,59,Y,XX-0000,0
18004,SJ-0300,65,45,N,CR-1500,20
18029,SJ-0300,68,40,N,CR-1500,28
18065,SJ-0300,78,58,Y,XX-0000,0
18078,SJ-0300,61,46,N,CR-1500,15
18097,DA-0300,71,43,N,GM-1100,28
18133,DA-0300,71,59,N,GM-1100,12
18171,DA-0300,64,41,N,GM-1100,23
18178,PE-0100,73,53,Y,XX-0000,0
18198,DA-0300,56,37,N,GM-1100,19
18222,PE-0100,62,59,N,BM-3300,3
18242,PE-0100,77,57,Y,XX-0000,0
18248,PE-0100,75,55,Y,XX-0000,0
18265,PD-0200,53,43,N,TE-0200,10
18299,KB-2300,65,37,N,JW-2500,28
18327,KB-2300,66,44,N,JW-2500,22
18340,KB-2300,63,50,N,LJ-0300,13
18349,KB-2300,63,44,N,LJ-0300,19
18370,KB-2300,67,35,N,JW-2500,32
18391,KB-2300,53,17,N,JW-2500,36
18411,KB-2300,55,41,N,LJ-0300,14
18418,JH-0500,62,42,N,BM-0200,20
18434,OM-0100,59,40,N,DS-4600,19
18442,OM-0100,65,43,N,KW-1300,22
18449,OM-0100,54,39,N,KW-1300,15
18468,OM-0100,64,54,N,KW-1300,10
18505,JH-0500,63,30,N,XX-0000,0
18511,OM-0100,36,36,N,XX-0000,0
18512,OM-0100,62,44,N,KW-1300,18
18548,OM-0100,56,45,N,KW-1300,11
18556,JH-0500,55,37,N,BM-0200,18
18572,JH-0500,61,35,N,BM-0200,26
18587,JH-0500,55,41,N,BM-0200,14
18597,JH-0500,63,16,N,BM-0200,47
18600,OM-0100,64,27,N,KW-1300,37
18612,JH-0500,58,21,N,BM-0200,37
18617,JH-0500,64,33,N,BM-0200,31
18633,CB-1700,58,31,N,CM-3100,27
18664,TG-1500,67,34,N,MJ-0700,33
18671,CB-1700,62,48,N,CM-3100,14
18692,CB-1700,60,44,N,CM-3100,16
18713,TG-1500,75,48,N,MJ-0700,27
18737,TG-1500,61,40,N,MJ-0700,21
18763,TG-1500,61,45,N,MJ-0700,16
18795,MA-0700,67,48,N,IB-0300,19
18815,JN-0600,68,49,N,DV-0200,19
18828,MA-0700,75,55,Y,XX-0000,0
18845,JN-0600,75,55,Y,XX-0000,0
18874,JN-0600,65,42,N,DV-0200,23
18903,JN-0600,67,42,N,DV-0200,25
18918,JN-0600,61,50,N,DV-0200,11
18934,MA-0700,77,57,Y,XX-0000,0
18941,MA-0700,67,51,N,MB-1000,16
18955,KB-2300,68,47,N,CH-1800,21
18995,MS-5200,68,44,N,HP-0100,24
19014,MS-5200,58,38,N,HP-0100,20
19024,MS-5200,59,40,N,HP-0100,19
19039,KB-2300,60,43,N,CH-1800,17
19047,KB-2300,55,38,N,CH-1800,17
19095,SC-0700,59,38,N,DS-4600,21
19119,SC-0700,65,38,N,DS-4600,27
19129,JH-0500,68,49,N,CW-0900,19
19152,SC-0700,55,30,N,KW-1300,25
19156,SC-0700,51,19,N,DS-4600,32
19168,JH-0500,71,42,N,CW-0900,29
19187,JH-0500,68,44,N,CW-0900,24
19202,JH-0500,64,44,N,CW-0900,20
19225,SC-0700,61,44,N,KW-1300,17
19236,JH-0500,58,43,N,SB-1900,15
19248,NR-0100,66,26,N,JW-2500,40
19294,NR-0100,67,40,N,JW-2500,27
19331,PD-0200,48,26,N,CK-0200,22
19343,NR-0100,45,33,N,TS-0100,12
19365,PD-0200,49,32,N,TM-0100,17
19389,PD-0200,61,32,N,CY-0100,29
19414,MK-1100,75,55,Y,XX-0000,0
19430,MK-1100,70,44,N,SS-2900,26
19463,SL-0600,55,25,N,JT-3900,30
19481,SL-0600,66,46,N,JT-3900,20
19491,SL-0600,54,34,Y,XX-0000,0
19493,SL-0600,58,40,N,JT-3900,18
19510,MK-1100,66,42,N,SS-2900,24
19556,MK-1100,75,55,Y,XX-0000,0
19564,MK-1100,60,36,N,SS-2900,24
19572,DK-0500,73,40,N,DH-4200,33
19602,DK-0500,72,52,N,DH-4200,20
19629,DK-0500,71,46,N,DH-4200,25
19639,JJ-2300,69,39,N,TW-2100,30
19650,DK-0500,72,41,N,DH-4200,31
19658,JJ-2300,65,45,N,JP-1300,20
19672,JJ-2300,69,54,N,TW-2100,15
19688,JH-0900,11,11,N,XX-0000,0
19726,JH-0900,70,50,Y,XX-0000,0
19736,DK-0500,72,45,N,DH-4200,27
19743,OM-0100,53,31,N,WH-0600,22
19754,RL-1300,71,54,N,BM-0200,17
19772,RL-1300,58,41,N,BM-0200,17
19783,RL-1300,55,35,Y,XX-0000,0
19814,OM-0100,65,45,N,AR-1700,20
19820,RL-1300,74,35,N,AD-1000,39
19830,OM-0100,66,45,N,AR-1700,21
19844,OM-0100,69,41,N,AR-1700,28
19852,OM-0100,72,47,N,AR-1700,25
19871,RL-1300,65,52,N,BM-0200,13
19900,DA-0300,62,40,N,RD-1200,22
19921,BD-0100,54,54,N,BM-3300,0
19979,BD-0100,57,32,N,BM-3300,25
19988,BD-0100,65,36,N,BM-3300,29
20033,BD-0100,54,32,N,BM-3300,22
20047,BD-0100,39,21,N,BW-1500,18
20052,DA-0300,11,8,N,JJ-5200,3
20068,PS-0900,58,-10,N,TJ-1100,68
20073,WR-0500,70,50,Y,XX-0000,0
20101,PS-0900,30,30,N,XX-0000,0
20119,WR-0500,70,47,N,TH-2600,23
20142,PS-0900,45,36,N,TJ-0400,9
20149,WR-0500,64,40,N,TH-2600,24
20164,WR-0500,63,38,N,TH-2600,25
20173,PS-0900,55,38,N,KW-1500,17
20186,WR-0500,56,38,N,TH-2600,18
20196,PS-0900,53,39,N,KW-1500,14
20221,PS-0900,50,28,N,KW-1500,22
20235,PS-0900,61,38,N,PS-0500,23
20250,TS-0500,66,42,N,CR-1500,24
20281,RL-0900,70,55,N,DH-0600,15
20287,TS-0500,55,35,Y,XX-0000,0
20307,RL-0900,62,46,N,DH-0600,16
20315,TS-0500,69,43,N,CR-1500,26
20324,TS-0500,69,49,N,CR-1500,20
20335,RL-0900,70,50,Y,XX-0000,0
20373,RL-0900,60,47,N,DH-0600,13
20399,RL-0900,59,42,N,DH-0600,17
20416,TS-0500,65,36,N,CR-1500,29
20423,MG-1200,75,51,N,TW-0400,24
20434,MG-1200,73,53,N,TW-0400,20
20443,MB-2100,69,44,N,AS-3400,25
20453,MG-1200,73,52,N,MW-2900,21
20468,MB-2100,70,50,Y,XX-0000,0
20474,MG-1200,71,46,N,TW-0400,25
20479,MG-1200,59,42,N,TW-0400,17
20491,MG-1200,69,45,N,TW-0400,24
20507,GA-0300,59,42,N,AS-3400,17
20509,MB-2100,72,47,N,AS-3400,25
20527,MG-1200,67,49,N,TW-0400,18
20560,MG-1200,70,50,Y,XX-0000,0
20575,JC-0900,60,36,N,DD-2900,24
