PID,PUNTER,PGRO,PNET,PTB,PR,PRY,PFC
340853,DF-2000,38,38,N,PC-0900,0,N
340858,MM-1900,36,32,N,AR-0200,4,N
340874,DF-2000,44,41,N,PC-0900,3,N
340878,MM-1900,47,47,N,XX-0000,0,N
340882,DF-2000,35,35,N,PC-0900,0,Y
340906,NH-0700,36,36,N,XX-0000,0,N
340942,JR-3700,36,36,N,MF-1800,0,Y
340946,NH-0700,42,37,N,WB-0700,5,N
340952,JR-3700,39,39,N,XX-0000,0,N
340979,NH-0700,50,42,N,TW-2700,8,N
341008,NH-0700,55,35,Y,XX-0000,0,N
341012,JR-3700,72,72,N,XX-0000,0,N
341016,NH-0700,41,37,N,TW-2700,4,N
341034,NH-0700,40,35,N,TW-2700,5,N
341038,JR-3700,49,49,N,MF-1800,0,Y
341081,MT-2300,34,34,N,CO-1100,0,Y
341086,AP-1800,49,39,N,JJ-3900,10,N
341092,MT-2300,39,39,N,XX-0000,0,N
341103,AP-1800,54,42,N,JJ-3900,12,N
341145,AP-1800,53,38,N,JJ-3900,15,N
341181,AP-1800,43,30,N,JJ-3900,13,N
341210,BM-0700,49,49,N,LM-1500,0,N
341224,SW-0500,41,41,N,XX-0000,0,N
341241,SW-0500,50,50,N,XX-0000,0,N
341245,BM-0700,52,36,N,LM-1500,16,N
341257,BM-0700,34,34,N,XX-0000,0,N
341302,SW-0500,38,38,N,XX-0000,0,N
341312,SW-0500,48,-16,N,DH-2700,64,N
341329,BM-0700,50,50,N,XX-0000,0,N
341333,SW-0500,28,28,N,XX-0000,0,N
341365,BM-0700,45,45,N,XX-0000,0,N
341372,BM-0700,36,36,N,XX-0000,0,N
341421,DS-1500,25,25,N,XX-0000,0,N
341441,SK-0600,44,38,N,CW-3200,6,N
341445,DS-1500,48,51,N,YF-0100,-3,N
341449,SK-0600,49,49,N,CW-3200,0,N
341477,DS-1500,47,47,N,XX-0000,0,N
341499,DS-1500,29,29,N,ER-0100,0,Y
341509,SK-0600,39,39,N,CW-3200,0,Y
341532,SK-0600,56,56,N,XX-0000,0,N
341562,MK-1200,38,38,N,NB-0800,0,Y
341569,RP-1300,34,31,N,DH-0700,3,N
341575,MK-1200,48,48,N,NB-0800,0,N
341579,RP-1300,39,38,N,DH-0700,1,N
341638,MK-1200,49,40,N,NB-0800,9,N
341727,AL-0500,61,8,N,JC-5600,53,N
341740,AL-0500,23,23,N,JC-5600,0,Y
341747,DZ-0100,38,33,N,ML-1700,5,N
341751,AL-0500,45,-31,N,JC-5600,76,N
341770,AL-0500,36,36,N,JC-5600,0,Y
341775,DZ-0100,44,40,N,ML-1700,4,N
341820,AL-0500,51,37,N,JC-5600,14,N
341826,DZ-0100,40,41,N,NC-0200,-1,N
341830,AL-0500,41,35,N,JC-5600,6,N
341834,DZ-0100,49,47,N,NC-0200,2,N
341838,AL-0500,36,36,N,XX-0000,0,N
341855,AL-0500,33,33,N,JC-5600,0,Y
341860,DZ-0100,51,50,N,ML-1700,1,N
341864,AL-0500,30,30,N,XX-0000,0,N
341881,SP-0500,37,32,N,MM-4800,5,N
341895,SP-0500,49,46,N,MM-4800,3,N
341922,CK-0900,51,51,N,XX-0000,0,N
341927,SP-0500,40,40,N,XX-0000,0,N
341944,CK-0900,46,43,N,GM-0100,3,N
341951,CK-0900,41,41,N,XX-0000,0,N
341972,CK-0900,48,36,N,GM-0100,12,N
341980,SP-0500,44,44,N,XX-0000,0,N
342010,SP-0500,51,38,N,MM-4800,13,N
342066,MS-0600,53,53,N,JH-3700,0,Y
342074,SL-0400,39,39,N,CD-1000,0,N
342078,MS-0600,54,49,N,JH-3700,5,N
342084,SL-0400,53,53,N,XX-0000,0,N
342091,MS-0600,51,56,N,JH-3700,-5,N
342098,SL-0400,58,38,Y,XX-0000,0,N
342127,SL-0400,50,36,N,DS-3300,14,N
342134,MS-0600,26,26,N,JH-3700,0,Y
342151,MS-0600,46,-8,N,JH-3700,54,N
342173,MS-0600,31,31,N,JH-3700,0,Y
342189,MS-0600,44,44,N,XX-0000,0,N
342232,DJ-2800,51,51,N,XX-0000,0,N
342239,MB-2100,40,30,N,DS-3700,10,N
342266,DJ-2800,54,47,N,SB-1400,7,N
342316,DJ-2800,53,57,N,SB-1400,-4,N
342381,DC-3200,47,47,N,XX-0000,0,N
342387,BG-1100,56,48,N,ED-0900,8,N
342392,DC-3200,42,42,N,LW-0500,0,N
342398,BG-1100,45,45,N,XX-0000,0,N
342402,DC-3200,43,47,N,LW-0500,-4,N
342423,DC-3200,40,20,Y,XX-0000,0,N
342427,BG-1100,42,20,N,ED-0900,22,N
342458,DC-3200,36,36,N,LW-0500,0,Y
342462,BG-1100,50,15,N,ED-0900,35,N
342467,DC-3200,47,47,N,XX-0000,0,N
342480,DC-3200,44,24,Y,XX-0000,0,N
342485,BG-1100,54,34,Y,XX-0000,0,N
342492,DC-3200,51,51,N,XX-0000,0,N
342497,BG-1100,33,33,N,XX-0000,0,N
342503,DC-3200,32,32,N,LW-0500,0,Y
342508,BG-1100,37,35,N,ED-0900,2,N
342527,BG-1100,44,40,N,ED-0900,4,N
342534,DC-3200,60,60,N,XX-0000,0,N
342577,CH-2900,53,44,N,TR-1100,9,N
342605,HS-0200,60,41,N,CD-0850,19,N
342609,CH-2900,60,33,N,TR-1100,27,N
342613,HS-0200,59,51,N,CD-0850,8,N
342622,CH-2900,35,35,N,XX-0000,0,N
342628,HS-0200,43,43,N,CD-0850,0,Y
342665,HS-0200,57,47,N,CD-0850,10,N
342682,HS-0200,39,25,N,CD-0850,14,N
342704,DF-2000,49,42,N,NB-0800,7,N
342710,RP-1300,37,37,N,XX-0000,0,N
342718,DF-2000,41,21,N,NB-0800,20,N
342731,DF-2000,32,24,N,NB-0800,8,N
342736,RP-1300,50,50,N,XX-0000,0,N
342749,DF-2000,52,33,N,NB-0800,19,N
342760,DF-2000,53,41,N,NB-0800,12,N
342765,RP-1300,32,32,N,AR-0200,0,Y
342769,DF-2000,36,36,N,NB-0800,0,Y
342773,RP-1300,46,46,N,AR-0200,0,Y
342783,RP-1300,42,42,N,AR-0200,0,Y
342794,RP-1300,40,40,N,AR-0200,0,Y
342800,DF-2000,52,34,N,NB-0800,18,N
342844,DF-2000,33,33,N,XX-0000,0,N
342867,RP-1300,44,44,N,AR-0200,0,Y
342897,DS-1500,47,44,N,DN-1400,3,N
342908,AP-1800,54,34,Y,XX-0000,0,N
342913,DS-1500,48,36,N,DN-1400,12,N
342918,AP-1800,50,50,N,CW-3200,0,Y
342936,DS-1500,42,42,N,XX-0000,0,N
342992,AP-1800,43,43,N,CW-3200,0,Y
343026,AP-1800,53,45,N,CW-3200,8,N
343030,DS-1500,40,24,N,DN-1400,16,N
343047,JF-0800,44,44,N,IH-0100,0,Y
343058,JB-3500,42,42,N,XX-0000,0,N
343062,JF-0800,33,32,N,IH-0100,1,N
343079,JF-0800,49,49,N,IH-0100,0,Y
343083,JB-3500,36,22,N,RM-3400,14,N
343097,JB-3500,46,45,N,RM-3400,1,N
343116,JB-3500,27,27,N,RM-3400,0,Y
343143,JF-0800,52,52,N,XX-0000,0,N
343150,JB-3500,33,33,N,RM-3400,0,Y
343187,JF-0800,37,33,N,IH-0100,4,N
343193,JF-0800,52,52,N,XX-0000,0,N
343214,MS-0600,49,41,N,CD-0850,8,N
343218,CH-2900,41,41,N,DS-3300,0,Y
343223,MS-0600,54,47,N,CD-0850,7,N
343244,MS-0600,29,29,N,CD-0850,0,Y
343248,CH-2900,41,31,N,DS-3300,10,N
343253,CH-2900,33,33,N,XX-0000,0,N
343294,CH-2900,40,38,N,DS-3300,2,N
343331,CH-2900,43,43,N,DS-3300,0,Y
343339,MS-0600,31,31,N,XX-0000,0,N
343378,RP-1300,38,38,N,XX-0000,0,N
343432,RP-1300,40,38,N,TW-2700,2,N
343470,RP-1300,49,49,N,XX-0000,0,N
343475,JR-3700,29,29,N,XX-0000,0,N
343486,JR-3700,43,23,Y,XX-0000,0,N
343490,RP-1300,34,34,N,XX-0000,0,N
343494,JR-3700,33,33,N,XX-0000,0,N
343564,AP-1800,50,36,N,WW-0200,14,N
343635,CH-1100,30,30,N,XX-0000,0,N
343724,MS-0600,56,44,N,TR-1100,12,N
343748,HS-0200,49,29,Y,XX-0000,0,N
343752,MS-0600,55,33,N,TR-1100,22,N
343783,MS-0600,66,54,N,TR-1100,12,N
343804,MM-1900,47,47,N,RM-3400,0,Y
343813,JF-0800,40,40,N,XX-0000,0,N
343832,JF-0800,46,46,N,XX-0000,0,N
343887,JF-0800,40,20,Y,XX-0000,0,N
343892,MM-1900,45,20,N,RM-3400,25,N
343909,MM-1900,58,58,N,XX-0000,0,N
343913,JF-0800,46,46,N,PC-0900,0,N
343923,MM-1900,39,39,N,RM-3400,0,Y
343927,JF-0800,42,34,N,PC-0900,8,N
343942,MS-0600,40,40,N,WW-0200,0,Y
343946,CH-1100,48,48,N,XX-0000,0,N
343953,MS-0600,31,31,N,KF-0200,0,Y
343960,CH-1100,39,26,N,DS-3300,13,N
343965,MS-0600,49,29,Y,XX-0000,0,N
344001,CH-1100,36,36,N,XX-0000,0,N
344017,CH-1100,37,34,N,DS-3300,3,N
344054,MS-0600,47,47,N,XX-0000,0,N
344074,MS-0600,23,23,N,KF-0200,0,Y
344096,JR-3700,32,32,N,RM-3400,0,Y
344116,JR-3700,32,32,N,XX-0000,0,N
344120,JF-0800,21,21,N,XX-0000,0,N
344124,JR-3700,30,21,N,RM-3400,9,N
344143,JF-0800,34,33,N,TW-2700,1,N
344150,JR-3700,39,37,N,RM-3400,2,N
344155,JF-0800,37,37,N,TW-2700,0,Y
344235,JR-3700,29,23,N,RM-3400,6,N
344242,JF-0800,38,38,N,TW-2700,0,N
344247,JR-3700,31,21,N,RM-3400,10,N
344305,CH-1100,40,24,N,RM-3400,16,N
344309,JF-0800,55,40,N,WW-0200,15,N
344313,CH-1100,41,41,N,RM-3400,0,N
344322,JF-0800,28,28,N,KF-0200,0,Y
344358,JF-0800,31,31,N,XX-0000,0,N
344369,CH-1100,45,25,Y,XX-0000,0,N
344382,CH-1100,49,40,N,RM-3400,9,N
344386,JF-0800,42,42,N,WW-0200,0,Y
344439,DB-4300,34,30,N,RM-3400,4,N
344458,DB-4300,27,27,N,RM-3400,0,Y
344477,DB-4300,41,41,N,RM-3400,0,Y
344503,DB-4300,33,30,N,CW-1200,3,N
344510,JF-0800,47,47,N,XX-0000,0,N
344515,DB-4300,34,34,N,RM-3400,0,Y
344523,DB-4300,43,43,N,RM-3400,0,N
344535,JF-0800,35,37,N,AR-0200,-2,N
344543,DB-4300,53,39,N,RM-3400,14,N
344551,JF-0800,37,37,N,XX-0000,0,N
344566,JF-0800,26,26,N,XX-0000,0,N
344582,KL-0400,39,39,N,XX-0000,0,N
344587,SK-0600,39,39,N,XX-0000,0,N
344610,KL-0400,52,39,N,YF-0100,13,N
344615,SK-0600,43,44,N,AC-1300,-1,N
344619,KL-0400,43,39,N,YF-0100,4,N
344623,SK-0600,46,26,N,AC-1300,20,N
344627,KL-0400,56,56,N,XX-0000,0,N
344639,KL-0400,43,39,N,YF-0100,4,N
344643,SK-0600,56,57,N,AC-1300,-1,N
344668,KL-0400,40,40,N,XX-0000,0,N
344702,KL-0400,43,43,N,YF-0100,0,Y
344716,SK-0600,57,46,N,AC-1300,11,N
344739,BF-0300,50,37,N,LW-0500,13,N
344747,BG-1100,56,31,N,DB-1800,25,N
344751,BF-0300,45,25,N,LW-0500,20,N
344760,BF-0300,9,9,N,XX-0000,0,N
344797,BF-0300,41,33,N,LW-0500,8,N
344801,BG-1100,48,48,N,XX-0000,0,N
344805,BF-0300,54,40,N,LW-0500,14,N
344809,BG-1100,28,28,N,XX-0000,0,N
344827,BF-0300,51,42,N,LW-0500,9,N
344846,BF-0300,28,28,N,LW-0500,0,Y
344851,BG-1100,44,40,N,TG-0900,4,N
344864,BG-1100,45,45,N,XX-0000,0,N
344879,BG-1100,51,42,N,TG-0900,9,N
344902,DC-3200,30,30,N,XX-0000,0,N
344921,DC-3200,41,41,N,XX-0000,0,N
344938,DC-3200,50,50,N,DO-0200,0,N
344942,CH-1100,70,70,N,XX-0000,0,N
344946,DC-3200,42,42,N,DO-0200,0,Y
344950,CH-1100,37,30,N,BS-0300,7,N
344976,DC-3200,55,35,Y,XX-0000,0,N
345005,CH-1100,42,22,Y,XX-0000,0,N
345009,DC-3200,41,39,N,DO-0200,2,N
345013,CH-1100,53,33,Y,XX-0000,0,N
345062,MT-2300,33,33,N,MM-4800,0,Y
345098,MB-2100,45,45,N,JJ-3900,0,N
345104,MT-2300,52,32,Y,XX-0000,0,N
345125,MT-2300,56,59,N,MM-4800,-3,N
345143,MT-2300,32,32,N,MM-4800,0,Y
345147,MB-2100,45,40,N,JJ-3900,5,N
345163,MB-2100,39,39,N,XX-0000,0,N
345191,AP-1800,38,30,N,CC-0700,8,N
345205,AP-1800,50,43,N,CC-0700,7,N
345209,CH-2900,42,42,N,BW-2700,0,Y
345222,AP-1800,28,28,N,CC-0700,0,Y
345235,CH-2900,46,17,N,BW-2700,29,N
345240,AP-1800,27,27,N,XX-0000,0,N
345260,CH-2900,56,36,Y,XX-0000,0,N
345268,CH-2900,50,30,Y,XX-0000,0,N
345278,CH-2900,18,18,N,XX-0000,0,N
345288,CH-2900,45,29,N,BW-2700,16,N
345295,AP-1800,36,36,N,CC-0700,0,Y
345303,CH-2900,43,43,N,XX-0000,0,N
345310,AP-1800,43,23,Y,XX-0000,0,N
345349,NH-0700,52,42,N,AJ-0500,10,N
345359,NH-0700,44,42,N,AJ-0500,2,N
345375,NH-0700,31,31,N,AJ-0500,0,Y
345381,MK-1200,28,28,N,XX-0000,0,N
345402,MK-1200,36,36,N,MF-1800,0,Y
345408,NH-0700,43,47,N,AJ-0500,-4,N
345412,MK-1200,51,51,N,MF-1800,0,Y
345435,NH-0700,44,39,N,AJ-0500,5,N
345474,NH-0700,41,39,N,AJ-0500,2,N
345490,BM-3600,43,43,N,NB-0800,0,Y
345494,RP-1300,56,51,N,RP-0300,5,N
345498,BM-3600,58,37,N,NB-0800,21,N
345502,RP-1300,31,31,N,XX-0000,0,N
345506,BM-3600,45,45,N,XX-0000,0,N
345511,RP-1300,47,22,N,RP-0300,25,N
345515,BM-3600,35,35,N,NB-0800,0,Y
345519,RP-1300,47,38,N,RP-0300,9,N
345530,RP-1300,48,45,N,RP-0300,3,N
345534,BM-3600,56,40,N,NB-0800,16,N
345542,RP-1300,22,22,N,XX-0000,0,N
345549,BM-3600,36,36,N,NB-0800,0,Y
345553,RP-1300,46,-17,N,RP-0300,63,N
345576,RP-1300,22,22,N,XX-0000,0,N
345592,RP-1300,40,40,N,XX-0000,0,N
345597,BM-3600,51,34,N,NB-0800,17,N
345620,RP-1300,52,37,N,RP-0300,15,N
345631,RP-1300,39,39,N,XX-0000,0,N
345635,BM-3600,36,36,N,SW-0100,0,Y
345652,BM-3600,59,59,N,SW-0100,0,N
345671,JB-3500,60,60,N,XX-0000,0,N
345681,SW-0500,48,44,N,DJ-0400,4,N
345687,JB-3500,23,23,N,LM-1500,0,Y
345696,SW-0500,41,38,N,DJ-0400,3,N
345702,JB-3500,39,39,N,RB-4900,0,N
345706,SW-0500,43,35,N,DJ-0400,8,N
345714,JB-3500,45,45,N,XX-0000,0,N
345722,SW-0500,34,34,N,DJ-0400,0,N
345726,JB-3500,61,41,Y,XX-0000,0,N
345732,SW-0500,61,41,Y,XX-0000,0,N
345748,JB-3500,30,30,N,XX-0000,0,N
345755,SW-0500,43,32,N,IH-0100,11,N
345760,JB-3500,57,47,N,LM-1500,10,N
345810,JB-3500,38,38,N,LM-1500,0,Y
345814,SW-0500,40,26,N,DJ-0400,14,N
345839,DJ-2800,46,38,N,DJ-0200,8,N
345856,DJ-2800,51,40,N,DJ-0200,11,N
345860,SR-0800,59,39,Y,XX-0000,0,N
345870,DJ-2800,50,50,N,XX-0000,0,N
345875,SR-0800,38,38,N,XX-0000,0,N
345879,DJ-2800,49,46,N,DJ-0200,3,N
345884,SR-0800,41,41,N,XX-0000,0,N
345893,DJ-2800,45,50,N,DJ-0200,-5,N
345902,DJ-2800,57,51,N,DJ-0200,6,N
345911,DJ-2800,44,48,N,DJ-0200,-4,N
345915,SR-0800,48,50,N,DH-0600,-2,N
345919,DJ-2800,52,34,N,DJ-0200,18,N
345935,DJ-2800,47,-13,N,DJ-0200,60,N
345945,DJ-2800,44,44,N,JH-1000,0,N
345986,DZ-0100,46,26,Y,XX-0000,0,N
346033,DZ-0100,27,27,N,XX-0000,0,N
346037,MM-1900,52,38,N,SS-2800,14,N
346042,DZ-0100,55,47,N,AJ-1200,8,N
346062,MM-1900,45,36,N,SS-2800,9,N
346066,DZ-0100,29,29,N,AJ-1200,0,N
346084,DZ-0100,46,46,N,XX-0000,0,N
346129,JB-0500,48,48,N,DS-3300,0,Y
346137,MS-0600,38,38,N,MJ-2100,0,Y
346155,MS-0600,55,49,N,MJ-2100,6,N
346192,MS-0600,50,40,N,MJ-2100,10,N
346210,MS-0600,63,43,Y,XX-0000,0,N
346214,JB-0500,47,35,N,DS-3300,12,N
346234,JB-0500,49,49,N,DS-3300,0,Y
346244,MS-0600,32,32,N,NS-0100,0,N
346291,AL-0500,38,21,N,SB-1400,17,N
346316,DJ-1700,59,59,N,XX-0000,0,N
346326,DJ-1700,35,35,N,XX-0000,0,N
346330,AL-0500,49,49,N,SB-1400,0,Y
346346,DJ-1700,38,38,N,XX-0000,0,N
346361,DJ-1700,48,48,N,AR-1700,0,Y
346438,HS-0200,51,26,N,DH-2700,25,N
346443,BM-0700,45,45,N,XX-0000,0,N
346469,HS-0200,47,47,N,XX-0000,0,N
346478,BM-0700,31,31,N,KR-0300,0,Y
346521,BM-0700,55,47,N,KR-0300,8,N
346544,BM-0700,24,24,N,KR-0300,0,Y
346586,BM-0700,23,23,N,KR-0300,0,Y
346602,DF-2000,49,49,N,XX-0000,0,N
346613,CK-0900,47,47,N,XX-0000,0,N
346624,DF-2000,43,43,N,CG-1500,0,N
346649,CK-0900,32,32,N,WB-0700,0,N
346662,CK-0900,39,37,N,WB-0700,2,N
346687,DF-2000,50,47,N,AA-1100,3,N
346694,CK-0900,49,-27,N,WB-0700,76,N
346720,DF-2000,43,42,N,AA-1100,1,N
346725,CK-0900,50,50,N,XX-0000,0,N
346751,DF-2000,41,32,N,AA-1100,9,N
346787,BK-0700,42,22,N,JH-3700,20,N
346793,SL-0400,62,42,Y,XX-0000,0,N
346806,SL-0400,45,34,N,ER-0500,11,N
346822,SL-0400,60,40,Y,XX-0000,0,N
346829,BK-0700,38,37,N,JH-3700,1,N
346841,SL-0400,30,30,N,ER-0500,0,Y
346853,SL-0400,58,51,N,ER-0500,7,N
346921,DC-3200,17,17,N,XX-0000,0,N
346944,DC-3200,56,45,N,JH-3700,11,N
346954,SL-0400,42,22,Y,XX-0000,0,N
346958,DC-3200,66,47,N,JH-3700,19,N
346968,DC-3200,49,45,N,JH-3700,4,N
346972,SL-0400,67,54,N,BS-0300,13,N
346980,DC-3200,44,42,N,JH-3700,2,N
346989,SL-0400,34,18,N,BS-0300,16,N
346996,DC-3200,39,39,N,XX-0000,0,N
347011,DC-3200,51,42,N,JH-3700,9,N
347020,SL-0400,36,28,N,BS-0300,8,N
347024,DC-3200,73,72,N,JH-3700,1,N
347076,KL-0400,29,32,N,CD-0850,-3,N
347080,CH-2900,35,35,N,XX-0000,0,N
347091,KL-0400,18,18,N,XX-0000,0,N
347097,CH-2900,63,43,Y,XX-0000,0,N
347104,KL-0400,34,34,N,CC-0700,0,Y
347123,KL-0400,43,34,N,CD-0850,9,N
347127,CH-2900,25,25,N,XX-0000,0,N
347181,KL-0400,43,43,N,XX-0000,0,N
347186,CH-2900,70,70,N,XX-0000,0,N
347191,KL-0400,-1,-1,N,XX-0000,0,N
347197,KL-0400,49,49,N,XX-0000,0,N
347202,CH-2900,41,7,N,AC-1300,34,N
347210,CH-2900,54,46,N,AC-1300,8,N
347241,HS-0200,42,42,N,XX-0000,0,N
347246,CK-0900,33,33,N,JF-2800,0,Y
347250,HS-0200,55,49,N,CG-1500,6,N
347269,HS-0200,31,31,N,CG-1500,0,Y
347279,CK-0900,37,37,N,XX-0000,0,N
347287,HS-0200,47,38,N,CG-1500,9,N
347291,CK-0900,45,25,Y,XX-0000,0,N
347297,HS-0200,46,46,N,XX-0000,0,N
347316,HS-0200,47,20,N,AA-1100,27,N
347346,CK-0900,46,46,N,XX-0000,0,N
347366,CK-0900,43,38,N,JF-2800,5,N
347374,HS-0200,38,38,N,XX-0000,0,N
347378,CK-0900,56,31,N,JF-2800,25,N
347428,SW-0500,52,46,N,AR-0200,6,N
347451,SW-0500,49,39,N,AR-0200,10,N
347500,SW-0500,56,54,N,AR-0200,2,N
347504,DB-4300,38,-17,N,RB-4900,55,N
347510,DB-4300,28,28,N,XX-0000,0,N
347517,SW-0500,36,31,N,AR-0200,5,N
347531,SW-0500,30,30,N,XX-0000,0,N
347548,DF-2000,49,41,N,MF-1800,8,N
347554,NH-0700,36,36,N,XX-0000,0,N
347580,NH-0700,25,24,N,WB-0700,1,N
347591,NH-0700,40,40,N,XX-0000,0,N
347603,NH-0700,42,16,N,WB-0700,26,N
347607,DF-2000,43,43,N,MF-1800,0,N
347664,NH-0700,31,31,N,XX-0000,0,N
347668,DF-2000,48,28,Y,XX-0000,0,N
347686,NH-0700,34,34,N,WB-0700,0,Y
347690,DF-2000,52,32,N,MF-1800,20,N
347730,JB-0500,-14,-23,N,XX-0000,0,N
347741,JB-0500,50,47,N,DH-2700,3,N
347756,JB-0500,46,40,N,DH-2700,6,N
347782,JB-0500,36,36,N,XX-0000,0,N
347788,BM-0700,30,30,N,MJ-2100,0,Y
347794,JB-0500,45,45,N,XX-0000,0,N
347800,BM-0700,47,16,N,MJ-2100,31,N
347813,BM-0700,44,44,N,MJ-2100,0,Y
347843,BM-0700,37,37,N,MJ-2100,0,Y
347847,JB-0500,59,56,N,NV-0100,3,N
347855,BM-0700,43,38,N,MJ-2100,5,N
347861,JB-0500,52,52,N,NV-0100,0,N
347865,BM-0700,40,42,N,MJ-2100,-2,N
347876,BM-0700,40,40,N,XX-0000,0,N
347880,JB-0500,50,32,N,NV-0100,18,N
347894,JF-0800,54,54,N,XX-0000,0,N
347898,DJ-2800,58,46,N,DH-3200,12,N
347940,DJ-2800,63,55,N,DH-3200,8,N
347944,JF-0800,38,38,N,XX-0000,0,N
347968,DJ-2800,54,54,N,XX-0000,0,N
347987,DJ-2800,55,49,N,DH-3200,6,N
347994,JF-0800,49,42,N,DH-0600,7,N
348030,DJ-2800,58,8,N,DH-3200,50,N
348039,DJ-2800,46,46,N,DH-3200,0,Y
348061,AP-1800,52,24,N,RP-0300,28,N
348066,BM-3600,51,43,N,BW-2700,8,N
348098,AP-1800,52,32,Y,XX-0000,0,N
348102,BM-3600,51,36,N,MJ-2500,15,N
348154,BM-3600,41,41,N,DN-1400,0,Y
348159,AP-1800,49,44,N,RP-0300,5,N
348174,AP-1800,49,22,N,RP-0300,27,N
348206,MK-1200,26,26,N,IH-0100,0,Y
348214,JB-3500,56,50,N,AJ-0500,6,N
348219,MK-1200,35,35,N,XX-0000,0,N
348250,MK-1200,35,35,N,DJ-0400,0,N
348254,JB-3500,36,36,N,AJ-0500,0,Y
348261,MK-1200,30,30,N,IH-0100,0,Y
348265,JB-3500,43,6,N,AJ-0500,37,N
348282,JB-3500,54,54,N,XX-0000,0,N
348286,MK-1200,55,55,N,DJ-0400,0,N
348293,JB-3500,44,44,N,AJ-0500,0,N
348353,JR-3700,39,39,N,XX-0000,0,N
348358,AL-0500,48,28,Y,XX-0000,0,N
348364,JR-3700,-9,15,N,XX-0000,0,N
348398,JR-3700,40,20,Y,XX-0000,0,N
348416,AL-0500,41,36,N,MB-5000,5,N
348445,AL-0500,37,26,N,MB-5000,11,N
348487,AL-0500,59,29,N,MB-5000,30,N
348518,JR-3700,38,38,N,XX-0000,0,N
348538,BF-0300,41,25,N,SB-1400,16,N
348547,BF-0300,55,43,N,SB-1400,12,N
348566,BF-0300,31,31,N,SB-1400,0,Y
348588,BF-0300,36,36,N,XX-0000,0,N
348598,DJ-1700,48,48,N,XX-0000,0,N
348646,BF-0300,31,31,N,XX-0000,0,N
348656,DJ-1700,29,29,N,DB-1800,0,Y
348714,BG-1100,40,26,N,KF-0200,14,N
348741,CH-1100,49,29,Y,XX-0000,0,N
348745,BG-1100,29,29,N,XX-0000,0,N
348749,CH-1100,42,22,Y,XX-0000,0,N
348756,CH-1100,59,59,N,XX-0000,0,N
348775,BG-1100,38,14,N,KF-0200,24,N
348813,BG-1100,55,40,N,KF-0200,15,N
348830,BK-0700,41,21,Y,XX-0000,0,N
348871,MS-0600,52,46,N,ER-0500,6,N
348926,BK-0700,56,51,N,CD-1000,5,N
348937,BK-0700,64,54,N,CD-1000,10,N
348996,DZ-0100,59,59,N,XX-0000,0,N
349003,MB-2100,48,41,N,JC-5600,7,N
349007,DZ-0100,42,41,N,MM-4800,1,N
349011,MB-2100,52,52,N,XX-0000,0,N
349015,DZ-0100,55,55,N,XX-0000,0,N
349020,MB-2100,39,27,N,JC-5600,12,N
349029,DZ-0100,51,51,N,XX-0000,0,N
349036,MB-2100,36,28,N,JC-5600,8,N
349074,MB-2100,55,46,N,JC-5600,9,N
349078,DZ-0100,58,58,N,XX-0000,0,N
349110,MB-2100,43,35,N,JC-5600,8,N
349173,SR-0800,45,44,N,AJ-1200,1,N
349206,MM-1900,55,44,N,DJ-0200,11,N
349231,MM-1900,44,44,N,XX-0000,0,N
349235,SR-0800,61,55,N,AJ-1200,6,N
349287,SR-0800,49,45,N,AJ-1200,4,N
349291,MM-1900,41,40,N,DJ-0200,1,N
349305,MK-1200,51,41,N,BS-0300,10,N
349309,DC-3200,57,39,N,AJ-0500,18,N
349313,MK-1200,44,45,N,BS-0300,-1,N
349317,DC-3200,57,57,N,AJ-0500,0,N
349322,MK-1200,47,42,N,BS-0300,5,N
349326,DC-3200,52,36,N,AJ-0500,16,N
349338,DC-3200,48,38,N,AJ-0500,10,N
349347,DC-3200,50,41,N,AJ-0500,9,N
349351,MK-1200,44,44,N,BS-0300,0,Y
349433,MK-1200,37,37,N,BS-0300,0,Y
349438,DC-3200,43,43,N,XX-0000,0,N
349456,MK-1200,36,36,N,BS-0300,0,Y
349475,BM-3600,62,42,N,JH-3700,20,N
349479,SL-0400,42,42,N,RP-0300,0,Y
349487,BM-3600,60,40,Y,XX-0000,0,N
349492,SL-0400,49,49,N,RP-0300,0,Y
349496,BM-3600,47,32,N,JH-3700,15,N
349507,BM-3600,24,24,N,XX-0000,0,N
349524,SL-0400,57,37,Y,XX-0000,0,N
349557,SL-0400,56,40,N,RP-0300,16,N
349570,BM-3600,45,44,N,JH-3700,1,N
349576,SL-0400,44,44,N,XX-0000,0,N
349613,SL-0400,57,48,N,RP-0300,9,N
349625,MT-2300,57,47,N,CC-0700,10,N
349699,MT-2300,31,31,N,XX-0000,0,N
349706,CH-2900,43,42,N,JJ-3900,1,N
349718,CH-2900,40,40,N,JJ-3900,0,Y
349723,MT-2300,40,40,N,XX-0000,0,N
349739,CH-2900,43,36,N,JJ-3900,7,N
349743,MT-2300,42,37,N,CC-0700,5,N
349748,CH-2900,52,52,N,JJ-3900,0,Y
349767,CH-2900,47,43,N,JJ-3900,4,N
349775,CH-2900,43,10,N,JJ-3900,33,N
349791,JF-0800,54,34,Y,XX-0000,0,N
349796,KL-0400,55,25,N,DH-3200,30,N
349801,JF-0800,48,27,N,AC-1300,21,N
349871,KL-0400,39,35,N,DH-3200,4,N
349875,JF-0800,32,32,N,AC-1300,0,Y
349882,KL-0400,46,20,N,DH-3200,26,N
