PID,INT,YDS
195821,DD-0100,7
195921,DW-1400,0
195962,RG-0300,-1
196033,BM-0200,7
196115,AW-1800,3
196180,AW-1600,7
196259,CB-0100,0
196293,RH-1300,76
196372,JW-1600,18
196412,BS-2500,19
196708,ST-0100,10
196773,IR-0200,7
196830,AC-1800,0
196856,AF-1400,0
196924,PS-1000,0
196955,MB-3100,63
196995,TP-0400,26
197018,TP-0400,13
197091,TC-2800,55
197209,AG-0800,0
197265,DR-2600,0
197358,RH-1100,12
197498,RM-3400,45
197538,RM-3400,40
197569,TN-0400,11
197598,DN-0800,2
197764,WB-0100,0
197884,JV-0500,6
197914,DB-0900,14
197919,TB-3700,18
198003,AR-1700,14
198039,CG-1800,8
198087,DH-0700,2
198142,BK-0600,0
198178,JP-2000,46
198241,AH-2700,32
198273,AD-0300,30
198318,TJ-0800,13
198378,BG-0200,30
198403,DO-0200,31
198426,SM-1600,11
198548,MM-2400,24
198710,DE-0400,13
198768,DD-0100,16
198899,RG-0600,13
199111,QM-0200,0
199144,BD-0700,0
199344,DT-1900,15
199426,MA-0200,0
199558,KH-0300,24
199592,KL-1500,0
199619,KH-0300,33
199621,TM-1900,0
199799,PB-0800,37
199815,EJ-0700,32
199826,JL-3400,2
199950,AC-0600,0
200128,MW-2000,0
200131,ER-0100,24
200203,JA-3100,52
200249,BU-0200,42
200342,JA-3100,1
200375,RH-1100,0
200441,LS-0100,12
200509,TB-3300,0
200592,DM-0100,16
200605,DB-2800,0
200632,TL-0700,1
200638,DB-2800,22
200667,JH-0300,30
200729,JD-0400,1
200785,AD-1700,44
200823,LT-0300,9
200861,GB-0700,2
200881,NC-0200,5
200953,TS-2900,33
201006,RB-0400,26
201042,PW-0900,20
201045,TM-1900,21
201155,AH-2000,9
201204,WW-0800,23
201285,DR-2600,20
201287,DB-0900,0
201339,EC-0300,37
201420,CW-3700,25
201552,BD-0700,8
201574,SB-1700,0
201722,DF-1200,0
201740,KK-0400,21
201742,SF-0300,4
201802,SP-1100,0
201875,JW-5000,0
201950,TP-0400,0
202011,JB-8500,-1
202078,DS-3100,0
202145,CD-2000,33
202178,BK-0600,75
202186,RN-0100,2
202609,TB-1500,10
202635,KH-0300,12
202708,TP-0400,25
202928,RC-1700,39
203029,GB-0300,33
203096,ER-0100,6
203212,TV-0200,8
203215,LS-0100,24
203300,NC-0200,5
203354,RM-0500,30
203419,WW-0800,25
203429,CG-0200,0
203459,RM-0500,16
203480,DM-3500,9
203484,JB-8500,6
203489,DM-3500,11
203544,LF-0700,2
203557,MM-2700,5
203590,RW-3100,20
203670,FB-0700,0
203691,JW-4300,0
203761,AW-1600,10
203819,SK-0500,0
204013,JD-0400,1
204309,DD-0100,20
204327,NV-0100,38
204390,BW-2200,0
204428,BR-1500,41
204489,MB-3100,0
204557,AS-0100,34
204628,TB-3300,5
204684,TP-1600,22
204738,JF-0500,22
204740,DA-0100,0
204763,RT-1200,23
204806,CH-3800,41
204832,RB-0700,0
204840,DE-0400,4
204862,WA-0100,0
204891,QJ-0100,12
204956,DE-0400,30
205104,SS-2600,10
205139,BD-0700,0
205211,MW-0100,0
205419,CG-0200,2
205456,CG-0200,0
205510,AB-1000,30
205522,FW-0300,10
205594,BA-0300,2
205654,WW-0700,0
205691,ST-0100,30
205718,RW-0800,39
205740,AP-1200,78
205822,WH-0200,0
205854,DM-0100,0
206024,AG-0800,3
206062,DR-2600,40
206210,TS-2900,62
206241,CK-0300,3
206335,DE-0400,0
206558,CC-1500,0
206561,BM-0200,24
206586,BW-2200,14
206742,RM-1300,0
206769,RM-1300,0
206783,DG-2400,0
206843,DM-1000,23
206892,DM-1000,0
207032,EB-0400,7
207247,DW-0600,45
207249,KB-2400,0
207382,TN-0400,0
207404,RW-3100,33
207407,SB-1700,33
207452,LS-0800,7
207541,MM-2700,0
207687,MD-0800,32
207770,CJ-2500,71
207845,SK-0500,0
207861,SK-0500,32
207926,BA-1500,2
207935,AF-1400,14
208061,CC-1800,15
208101,TB-2600,24
208296,DW-2900,10
208375,KB-2400,25
208413,KH-1600,15
208517,FW-0300,10
208603,CP-2200,-2
208619,LS-0400,2
208651,TN-0400,-1
208703,SS-2600,38
208875,LB-0900,38
208944,DE-0400,2
209093,RM-4900,39
209167,DG-2400,4
209168,KW-2400,0
209171,DW-1400,0
209303,KB-2100,27
209332,AB-1000,0
209402,MM-2700,0
209415,MM-2700,0
209429,TB-3400,36
209536,EW-1400,24
209605,WD-0500,0
209611,JP-3600,3
209802,NC-0200,0
209823,LM-1300,9
209837,JS-5800,0
209906,KL-1500,0
209984,MT-1900,6
210006,DS-4000,0
210047,CB-2700,0
210174,KM-2800,17
210202,PS-1000,2
210286,AF-1400,1
210589,DS-3100,13
210593,DD-2000,20
210679,AW-1500,24
210749,JJ-2700,6
210779,ER-0100,41
210819,AW-0800,1
210888,LF-0500,1
210904,TS-2900,16
210956,NC-0200,30
211248,DS-1600,43
211577,DF-0100,4
211587,JS-3100,0
211690,DC-0600,31
211870,RM-1300,0
211876,DD-0100,0
211904,TJ-1700,8
211966,DD-0100,37
212066,TJ-0800,10
212096,DO-0200,0
212101,RG-0700,36
212187,MW-1700,0
212202,GW-0600,25
212234,TK-0300,31
212293,AD-1200,1
212329,DF-1200,9
212383,DH-0700,48
212418,MT-1900,31
212551,EC-0300,1
212601,JV-0500,38
212816,AD-1700,43
212877,KW-1400,7
213057,CB-5100,12
213095,DN-0800,-2
213229,RT-1200,22
213351,TF-0500,0
213353,KH-0300,0
213526,AW-1800,3
213570,BR-1500,14
213597,RB-3400,27
213614,BW-2200,0
213707,MD-0800,0
213712,KH-1600,0
213924,JW-1600,0
213994,TP-1600,14
214072,RT-1200,86
214109,DB-0900,24
214294,RH-1100,9
214394,IR-0200,3
214406,JT-3400,35
214558,BD-0700,19
214612,EW-1400,0
214671,RH-1100,87
214738,EW-1400,0
214791,RH-1100,-1
214900,TB-3400,0
214926,RH-1100,6
215141,TV-0200,0
215214,TV-0200,22
215260,LM-1300,0
215332,MM-2700,11
215344,JC-5500,5
215510,OT-0200,14
215540,KR-0300,16
215557,LB-0600,0
215712,KK-0400,0
215735,TH-2200,0
215789,DG-2400,29
215875,DS-2700,0
215949,PS-1000,53
215954,TL-0500,0
216114,CB-0100,11
216211,LS-0300,25
216224,TD-0200,4
216251,BK-0600,2
216263,DS-1600,88
216283,FS-0400,0
216385,BK-0600,14
216391,DB-4200,0
216442,KD-0100,18
216465,KD-0100,2
216484,GW-1500,17
216568,FW-0300,71
216624,TP-1600,6
216696,RC-1600,14
216750,AH-2700,1
216861,AG-0800,0
217030,MA-0200,0
217042,NV-0100,3
217146,LM-0400,7
217188,GB-0700,0
217325,GB-0700,31
217337,CJ-2500,30
217371,BD-0700,0
217375,DH-0700,38
217562,DD-2000,14
217565,DG-3000,0
217733,WW-0800,0
217782,MV-0400,24
217850,IS-0100,3
217915,NV-0100,0
217925,MB-4100,41
217969,NV-0100,24
217983,LB-0900,20
218043,WO-0100,0
218076,TJ-0800,5
218090,DO-0200,0
218105,KK-0100,6
218132,DO-0200,27
218145,DO-0200,0
218251,CB-0100,25
218269,BJ-2500,8
218359,DM-1500,14
218438,GB-0300,0
218652,MP-1000,14
218954,DB-0900,1
218979,DJ-2600,0
219015,LS-0800,34
219025,RH-2900,17
219551,BK-0100,21
219777,TN-0400,12
219981,CE-0500,6
220027,BA-0300,24
220081,SW-1500,0
220172,CK-0300,17
220215,DH-0700,3
220247,BS-2000,-1
220263,KR-0300,1
220288,TJ-0800,0
220305,MW-2000,2
220333,DO-0200,0
220455,BK-0600,3
220527,WA-0100,0
220531,AC-0600,38
220546,WA-0100,26
220593,DM-1500,0
220824,CG-0200,0
220860,LS-0300,37
220901,KN-0200,1
221026,AW-1800,1
221120,DC-3700,0
221206,RM-1300,5
221209,KR-0500,0
221259,WS-0100,3
221486,CH-3800,5
221632,TP-0400,34
221693,TP-0400,0
221710,AS-1200,0
221746,DN-0800,7
221923,JB-0300,17
221947,TW-2200,0
221966,AA-1500,85
221986,MH-2000,24
222469,DH-0700,37
222538,KB-2100,6
222695,EC-0300,0
223001,DF-1600,23
223017,NF-0200,30
223094,SB-1700,40
223137,DM-1000,0
223178,SB-1700,20
223346,BJ-2500,0
223357,DE-0400,1
223408,JC-5500,39
223654,AP-1200,24
223691,RT-1400,37
223700,SW-1500,34
223777,CW-3700,0
223917,TL-0700,17
223941,RM-3400,19
223981,TH-2200,51
224085,BS-0500,0
224307,KH-1600,2
224434,RT-0200,22
224560,KL-1500,32
224676,AW-0300,38
224693,RT-0200,25
224747,MM-2400,46
224818,MM-2400,0
224949,DW-3800,0
225064,TM-1900,0
225073,TV-0200,6
225111,NC-0200,0
225174,CT-1500,0
225204,MB-4100,72
225666,DB-2800,8
225699,TS-3500,0
225703,DB-2800,9
225725,CM-1200,0
225861,AH-1000,22
225867,AH-1000,0
225976,NB-0100,95
226112,AW-2000,3
226218,TL-0500,43
226293,RB-0700,0
226374,CJ-2500,24
226380,JD-0400,13
226391,DS-2900,13
226394,MD-0800,0
226412,BT-0800,0
226419,CJ-2500,15
226584,LT-0100,3
226874,JH-2100,25
227040,GB-0300,10
227083,RL-0600,0
227195,TL-0500,0
227216,AC-2500,1
227240,MB-4000,18
227282,TM-1900,71
227389,CT-1500,55
227431,CC-1500,0
227435,CH-1600,44
227497,CD-1300,20
227545,AH-2700,43
227834,BB-0300,34
227852,KK-0400,64
227886,KL-1500,27
227887,DB-2800,0
228164,JB-7500,51
228256,KB-2100,22
228306,BJ-2500,20
228462,TC-2700,-1
228485,MP-1000,14
228617,BM-1300,0
228630,RM-1300,41
228911,OT-0200,30
228949,KK-0100,3
229052,TE-0600,3
229178,CJ-2500,0
229252,CJ-2500,10
229274,NH-0300,21
229437,GW-0600,15
229480,RH-2300,22
229529,DM-0100,60
229873,TJ-0800,0
229876,CH-3800,55
229884,AS-1300,0
229992,DB-2800,5
230021,RM-3400,6
230066,AG-1200,-4
230140,NH-0300,20
230163,DR-2600,1
230542,CB-0100,0
230769,LS-0800,33
230771,DE-0400,14
230858,JF-2100,19
230873,JT-3400,2
230912,TN-0400,0
230982,MB-3100,31
231057,RW-3100,0
231076,JB-0300,25
231239,MF-1800,67
231339,ST-0100,32
231481,JV-0500,2
231508,DH-0700,0
231522,TL-0500,0
231535,DB-0900,4
231789,OT-0200,0
231815,DO-0200,0
231824,DO-0200,21
231829,TJ-0800,0
231837,OT-0200,10
231850,AC-0600,0
232003,AH-2700,58
232026,AG-0800,0
232091,JL-3400,1
232170,DF-1600,0
232371,CT-1500,22
232398,LB-0600,0
232551,DS-3100,28
232606,RH-3100,5
232717,RC-1300,0
232776,AP-1200,17
232975,GW-0600,51
233131,SS-2500,24
233140,BM-3400,12
233214,RM-1300,0
233251,RM-1300,20
233277,DG-2400,0
233308,MF-1800,37
233430,RH-2300,52
233610,AS-0100,0
233717,AT-0400,28
233749,IT-0100,0
233753,CH-3800,0
233860,MT-1900,7
233926,KH-1600,10
233980,JB-0300,14
234219,KB-2400,0
234308,BP-1000,1
234342,RT-0700,24
234431,TC-1100,3
234728,GW-0600,14
234920,KC-0300,1
234992,AW-1800,4
235092,DS-1600,30
235105,FT-0200,4
235147,HH-0300,0
235150,DS-3100,25
235254,NV-0100,5
235330,DB-0900,10
235486,BA-0300,2
235647,CG-0200,61
235724,CG-0200,40
235874,RC-1300,6
235932,MV-0400,-1
236092,DW-3800,6
236284,AC-2500,2
236304,RB-0400,18
236338,TM-1900,33
236409,TL-0500,7
236430,EC-0300,4
236461,KL-1500,0
236469,KL-1500,3
236487,CG-0200,4
236499,WW-0800,35
236606,MB-4100,3
236610,SS-2500,0
237074,TC-2700,3
237109,TC-2700,2
237129,MP-1000,26
237225,TT-1400,22
237267,EH-0800,6
237291,YB-0100,0
237331,DS-1600,0
237354,DS-1600,92
237438,BW-2200,26
237469,DS-1600,31
237519,CB-0100,18
237597,NF-0200,28
237638,DW-3300,80
237689,MF-1800,33
237723,MB-3100,4
237742,DC-2400,16
237839,JB-4100,28
237868,SR-0600,6
238053,JP-3600,9
238211,LS-0800,5
238294,RW-3100,46
238436,KB-2100,5
238491,DT-1900,26
238634,TS-3500,0
238677,NV-0100,46
238695,NV-0100,22
238780,RM-0500,10
238917,KR-0300,35
238969,MJ-0100,46
239016,MS-4800,0
239102,CC-5000,11
239117,TT-1400,16
239394,JL-3400,1
239403,CB-0100,0
239627,EW-1400,0
239704,GW-1500,25
239915,MW-1700,10
240310,KW-2600,0
240475,LM-0400,17
240721,EW-0300,57
240730,LS-0100,29
240829,NC-0700,0
240865,DE-0300,51
240928,BW-2200,2
240976,CB-0100,65
241005,NF-0200,1
241015,TN-0400,4
241136,DH-0700,34
241206,NW-0200,20
241221,JW-1600,19
241340,DG-2400,0
241600,CG-0200,0
241662,DO-0200,0
241699,IO-0100,15
241733,DS-0400,35
241859,MC-2100,6
241888,PT-0600,15
241975,GW-0600,3
241993,GW-0600,23
242097,GW-0600,0
242105,SK-0500,0
242145,AW-1800,0
242164,CC-5000,24
242233,DS-1600,18
242246,DS-1600,6
242301,SS-0700,33
242356,TT-1400,0
242438,LS-0300,16
242523,ML-1600,0
242619,RH-2900,0
242721,BA-0300,4
242735,MB-3100,40
242903,BK-0600,0
243057,KB-2400,16
243071,SS-2500,61
243121,RH-2300,14
243302,CR-1300,14
243335,SS-2600,2
243345,WH-0200,0
243531,TP-1600,36
243584,MD-0800,8
243639,JD-0400,0
243804,AT-0400,20
243888,BS-1500,15
243976,RM-0500,10
243988,MM-2400,27
243999,MR-1600,6
244074,CT-1500,95
244144,NV-0100,45
244226,BR-1500,0
244465,CC-1500,0
244640,PS-1000,0
244646,CB-0100,10
244697,KM-2100,0
244724,DW-3300,28
244888,SM-0200,11
244948,AS-0400,0
245123,EH-0800,0
245154,RB-0700,42
245180,RB-0700,2
245216,DJ-0300,21
245268,RB-0700,26
245327,AG-0800,0
245382,AG-0800,0
245395,JB-8400,0
245486,BS-2000,16
245549,DO-0200,37
245568,OT-0200,5
245676,MA-0200,0
245688,JD-0200,7
245729,KL-0700,2
245743,RG-2000,11
245756,EG-0800,13
245908,CR-1300,0
246044,CH-1900,70
246091,AD-1700,72
246114,LT-0100,38
246221,JW-4600,6
246236,ST-0100,2
246243,AR-1400,29
246257,DM-0100,19
246293,AW-1500,36
246402,AS-0100,0
246466,NC-0200,0
246480,LF-0300,20
246481,EH-0800,0
246532,JS-0300,39
246657,RB-0700,35
246733,AD-0300,14
246796,DO-0200,9
247085,NF-0200,0
247126,CB-0100,10
247400,BW-2200,0
247409,AW-1800,0
247445,BW-2200,31
247475,FS-0400,0
247502,DS-1600,0
247557,TL-0500,15
247665,DB-0900,0
247818,SB-1700,0
247832,ML-1600,13
247853,BD-0700,0
248054,ZT-0100,0
248225,LT-0100,14
248252,BT-0800,0
248639,DB-2800,28
248701,JC-5500,19
249247,DM-1000,0
249304,JB-8400,16
249339,JT-2700,0
249373,DO-0200,9
249381,AG-1200,21
249391,DB-2800,4
249393,TJ-0800,0
249540,GE-0100,2
249588,OH-0500,3
249606,CB-3200,5
249655,DF-1200,10
249747,GB-0700,19
249787,NH-0300,0
249807,QJ-0100,14
249959,KW-2600,4
250063,DB-0900,13
250213,JP-3600,0
250240,DT-1900,0
250361,MM-3400,47
250377,AW-0300,0
250388,CG-0200,52
250446,KL-1500,0
250450,TS-1800,0
250571,LB-0600,6
250602,RH-2200,0
250673,PT-0600,0
250731,DG-3000,0
250746,BD-0700,24
250768,MF-1800,6
250970,CG-2900,0
251038,MW-0800,41
251113,DP-0600,20
251211,KC-0300,0
251219,MG-1500,14
251239,NV-0100,0
251318,SR-1100,0
251342,DS-0400,24
251416,CW-2400,0
251496,KD-0100,11
251553,SB-1700,7
251652,KL-1500,8
251741,RW-3100,6
251800,TV-0200,42
251812,KK-0100,0
251937,TM-1900,46
252142,SS-0700,2
252173,NF-0200,0
252414,TC-2700,14
252532,PS-1000,0
252644,DS-3200,0
252655,SM-0200,0
252702,LT-0300,0
252785,FT-0200,0
253191,SS-2500,0
253222,BE-0400,3
253278,KB-2100,17
253298,DH-0700,65
253447,CB-1600,31
253482,LM-0400,27
253655,MR-1600,12
253657,CT-1500,0
253691,LB-0900,10
253707,CH-1600,0
253747,CH-1600,0
253873,DS-1600,11
253929,AS-0100,0
253931,TL-0500,74
254388,CC-4700,48
254486,CG-0200,0
254643,BR-1500,37
254662,ER-0100,23
254731,BR-1500,13
254835,AH-1000,8
254879,JW-4600,0
254963,JD-0200,15
254965,GG-0200,16
255094,RM-1300,9
255301,SK-0500,12
255332,PS-1000,4
255554,LS-0300,0
255739,TL-0500,12
255763,MB-4000,33
255770,TL-0500,42
255877,TL-0500,2
255970,RH-2900,0
256018,LM-0400,4
256053,RC-1300,4
256137,BW-0200,22
256193,AG-1200,0
256256,GE-0100,0
256327,MA-0200,40
256390,MA-0200,-4
256402,WA-0100,0
256467,JB-4100,18
256709,OA-0200,42
256719,CI-0400,19
256834,AS-0100,73
256892,LA-0600,21
257006,BK-0600,3
257017,MW-0800,13
257141,JF-0500,22
257165,TP-1600,4
257259,KL-1500,14
257267,MM-2400,1
257285,MM-2400,-10
257359,AS-0100,0
257416,CB-0100,100
257455,JL-3400,5
257676,BU-0200,20
257784,KL-1500,1
257815,CJ-2500,5
258015,IT-0100,1
258062,LF-0500,14
258131,LT-0100,21
258142,MM-0800,32
258231,MB-3100,14
258324,MB-3100,0
258371,KH-1600,76
258403,IT-0100,24
258574,TP-1600,0
258582,JP-3600,42
258717,JW-1600,-5
258792,CM-1200,60
258824,HN-0300,60
258872,ER-0100,3
259031,DW-2600,10
259132,MW-2000,-1
259251,TH-1700,14
259330,CC-1500,17
259354,FB-0700,20
259385,SJ-0700,10
259406,SF-0800,19
259513,JB-7500,14
259580,AD-1700,0
259591,AD-1700,0
259604,KR-0500,25
259722,JS-3100,11
260015,NB-0100,0
260114,CT-1500,13
260123,DM-0200,15
260217,RW-3100,0
260223,RM-1300,16
260284,NG-0500,6
260305,MP-1000,15
260588,RM-3400,16
260624,NH-0300,4
261000,AC-2500,0
261196,KL-1500,13
261268,AD-0300,0
261331,BS-2000,5
261397,LJ-0800,2
261414,LB-0600,35
261767,AH-1000,0
261849,OS-1000,0
262059,JT-3400,17
262215,RL-0600,27
262250,AT-0400,7
262251,KM-3000,31
262287,RP-2000,54
262338,DH-0700,18
262376,JW-1600,3
262429,DH-0700,60
262492,MB-3100,1
262523,GH-0800,0
262598,AW-1500,0
262850,GW-0600,0
263045,DB-0900,0
263094,TB-3400,8
263198,SM-2600,10
263214,QJ-0100,11
263387,RW-3100,0
263454,CH-0100,0
263562,RM-1300,19
263581,RM-1300,21
263587,CG-0200,11
263801,DS-3100,30
263854,AW-1800,7
263924,DT-1900,0
263935,MW-2000,9
263988,IT-0100,34
264002,DO-0200,42
264066,KK-0100,22
264101,MM-0800,29
264265,JD-0400,16
264385,MD-0800,16
264506,DB-0900,0
264568,ZT-0100,-4
264702,TD-0200,-2
264852,KW-2600,0
265004,CM-1200,0
265021,CW-1200,0
265024,KH-0300,37
265049,KH-0300,26
265077,MB-3100,0
265152,FR-0100,1
265156,RM-3400,27
265422,OA-0200,0
265431,FB-0700,0
265462,DC-2400,0
265896,AW-1500,99
265942,DH-0700,37
265979,MB-2700,4
265995,CH-3800,0
266070,AG-0800,7
266123,BJ-0700,15
266249,RB-2300,0
266345,WA-0200,11
266579,AC-2500,0
266595,LF-0300,12
266816,BS-1300,24
266849,QJ-0100,11
266921,DE-0400,5
267011,SK-0500,27
267095,TL-0500,-5
267135,OA-0200,1
267270,JC-1300,3
267315,NA-0200,0
267321,SJ-0700,19
267423,NA-0200,0
267441,RM-3800,28
267547,PD-0100,0
267637,TJ-0800,3
267822,RM-0500,39
268052,LR-0100,-12
268065,ML-1600,21
268160,LB-0900,18
268185,RM-0500,7
268200,AB-3300,18
268292,RM-0800,30
268420,MM-3400,3
268465,NH-0400,2
268488,JF-2100,29
268583,EH-0400,45
268591,DS-1600,0
268639,AS-0100,26
268727,AS-0100,2
269171,MD-0800,31
269213,CH-3800,5
269531,TL-0500,0
269569,BW-2200,4
269611,TC-2700,16
269655,DG-2400,1
269746,SR-1300,6
269802,WH-0200,0
269822,CW-2400,43
269832,WH-0200,3
269856,WH-0200,2
269901,BD-0700,0
270021,LS-0800,0
270040,LS-0800,102
270051,RC-1300,-1
270138,DF-1200,3
270179,MM-2400,0
270224,SR-1100,-8
270265,CB-0100,0
270319,DW-3300,0
270334,DF-1600,45
270369,TH-2200,7
270477,KS-1100,0
270512,DL-0300,0
270515,CB-2700,0
270585,CM-1200,0
270592,RM-0800,28
270735,KK-0100,0
270937,GE-0200,-1
270945,AH-2700,4
271004,DW-3800,9
271008,SM-0200,24
271021,DH-0700,16
271195,LS-0800,29
271241,SF-0800,0
271282,DW-0400,6
271478,LT-0100,19
271660,LT-0300,11
271748,TP-1600,49
271808,RW-0500,30
271816,BM-1300,39
271840,AD-1700,-3
271850,VH-0300,9
272053,LC-0300,1
272204,CB-0100,0
272309,AF-1000,44
272323,GH-0800,24
272423,DD-2000,-1
272434,RG-2000,7
272607,KK-0100,0
272683,KR-0500,0
272690,TH-2200,0
272696,JV-0500,0
272811,BP-1100,21
272824,NB-0100,3
272865,CW-3700,23
273191,AS-0100,5
273298,JB-4100,27
273307,RB-0700,37
273366,RB-0700,66
273445,TP-1600,2
273505,JF-0500,1
273625,GW-0600,29
273797,GB-0300,10
273888,CB-0100,30
273891,AD-0300,19
273963,TS-0200,5
274016,AW-1500,12
274024,TP-1900,0
274063,RG-2000,0
274194,CG-2800,0
274259,EH-0400,3
274476,TN-0400,0
274495,SM-0200,4
274506,AP-1200,6
274556,FR-0100,11
274572,KD-1100,96
274748,CW-3700,0
274942,RL-0600,0
274970,RP-2000,12
275009,DL-0300,12
275047,DL-0300,16
275094,CH-3800,14
275171,AJ-1200,21
275499,PS-1000,0
275547,JA-0900,3
275583,BU-0200,0
275632,RM-0500,0
276213,SJ-0700,3
276238,ES-1100,0
276308,SJ-0700,4
276340,FW-0400,0
276349,NA-0200,24
276437,KM-3000,1
276449,CC-0700,100
276462,JP-3600,7
276516,CG-0200,2
276629,RW-3100,0
276668,DS-1600,0
276680,RH-1100,2
276695,CS-1100,0
276769,MV-0400,2
276802,EH-0800,70
276859,DB-2800,8
276920,JB-0200,6
276965,KK-0400,0
276977,SR-1100,24
277122,CM-1200,20
277325,LF-0300,17
277433,KS-1100,76
277522,GE-0100,2
277809,JT-0900,20
277824,AB-3300,4
277867,JA-1000,7
277878,NV-0100,1
277900,RH-2200,12
278120,RM-1300,0
278149,RM-1300,55
278192,SS-2700,55
278343,WH-0200,4
278346,AW-1800,0
278436,DE-0400,-2
278629,CB-0100,5
278664,CB-0100,0
278738,CC-4700,0
278751,AB-1500,38
278817,BS-0500,0
278872,CS-1100,32
278874,CJ-2500,3
278904,CJ-2500,3
279123,LT-0300,3
279193,LT-0300,0
279196,ER-0100,-6
279407,MK-0900,32
279418,CT-1500,11
279542,CH-1500,16
279608,SJ-0700,10
279677,BP-1000,0
279870,PD-0300,0
279912,MG-1700,0
279965,DF-0100,0
280000,AW-0800,21
280036,DR-2600,0
280437,AH-2000,0
280529,EC-0300,3
280881,KL-0700,24
281008,SB-1700,70
281058,NA-0200,9
281071,FW-0400,7
281154,FW-0400,-3
281306,AA-2000,2
281315,PW-0600,24
281445,KH-0300,0
281577,KL-1500,0
281580,RB-0700,0
281583,SW-1500,0
281822,NC-0200,0
281911,DR-2600,9
282014,BU-0200,36
282066,NV-0100,3
282177,MW-2000,25
282213,KK-0100,0
282239,MS-1700,0
282273,EK-0400,52
282325,NH-0300,-5
282344,RW-3100,6
282379,KB-2500,39
282569,AW-1800,26
282605,JT-0900,51
282928,JP-0100,0
282966,DH-3900,57
282971,WM-0500,0
282991,DH-3900,21
283100,JC-1300,36
283200,CM-3200,8
283221,TH-1700,6
283264,ST-1200,0
283491,SS-2600,4
283593,AF-1000,17
283742,KL-0700,0
283763,WH-0200,0
283863,WH-0200,5
283891,NF-0200,0
283961,DW-3300,31
284013,DF-1200,23
284092,DG-2400,24
284169,CI-0100,0
284265,RH-2200,21
284283,TH-2200,1
284394,RW-3100,27
284450,AA-2000,0
284501,TL-0500,0
284625,DW-3300,6
284745,DS-3100,4
284825,DS-3100,0
284832,VF-0100,-4
284957,RM-0800,1
284984,ST-0100,25
284995,AS-0100,0
285000,CT-1500,5
285105,AS-0100,27
285108,CT-1500,3
285149,AS-0100,-1
285229,KK-0100,2
285256,TJ-0800,14
285260,BR-1500,6
285263,TJ-0800,0
285300,KK-0100,0
285412,KR-0500,9
285492,DW-2000,2
285898,AJ-1200,26
285942,AJ-1200,0
285980,NH-0300,19
286062,LS-0800,25
286233,CI-0400,0
286250,BS-1300,7
286263,ML-0500,0
286310,TH-1700,0
286409,OA-0200,7
286526,NA-0200,10
286531,QJ-0100,35
286560,DF-1200,-2
286566,CW-3700,0
286579,AH-1000,5
286601,KH-1600,0
286604,CW-3700,3
286722,MT-1900,0
286729,KJ-0500,0
286969,AW-1500,35
287035,DM-0100,56
287075,GH-0800,0
287160,CD-0700,41
287223,CC-5000,28
287263,MK-0900,12
287279,WD-0500,1
287478,AS-0100,0
287503,DB-2800,5
287544,MV-0400,-3
287561,MV-0400,1
287586,PS-0400,13
287588,JD-0400,0
287639,KB-2400,0
287656,MJ-0100,24
287763,GS-0900,8
287779,RM-1300,7
287948,DH-3900,0
288004,KM-2100,23
288039,DM-0200,11
288042,NH-0400,11
288060,AW-1800,0
288117,BL-0500,0
288118,LB-0900,0
288132,RM-0500,54
288135,BU-0200,2
288258,AD-1700,0
288291,CW-3700,0
288304,PD-0300,7
288341,KR-0500,12
288362,QJ-0100,0
288508,CH-1900,22
288613,MM-2700,54
288641,MM-2700,0
288672,JB-7500,0
288683,DB-4200,9
288701,LF-0500,11
288782,BM-1300,0
288811,CK-1100,12
288879,DM-1000,19
288988,DR-3700,16
289051,DT-0100,25
289094,CB-0100,0
289129,JB-0300,20
289301,BD-0700,38
289317,LS-0800,0
289440,AS-2200,20
289533,PB-0800,0
289658,ER-0100,11
289685,ER-0100,0
289850,NC-0200,58
289912,LF-0300,1
289973,MG-0800,0
290000,GS-0900,-2
290131,DS-3100,47
290150,JF-2100,88
290210,CG-2800,4
290250,DS-1600,10
290447,OS-1000,10
290538,JC-5500,0
290677,GW-1500,25
290698,GW-1500,0
290719,KD-1100,4
290758,NA-0200,0
290799,BS-2000,0
290817,NA-0200,16
290891,FW-0400,0
290929,OG-0200,16
290948,ML-1600,84
291171,DF-0100,0
291328,NC-0700,5
291361,AH-1800,25
291399,JP-2500,-4
291885,CT-1500,0
291983,MR-1600,27
292039,SS-2500,0
292088,DW-1100,41
292098,MB-2700,40
292212,PW-0600,0
292233,DL-0300,37
292264,LB-0600,13
292321,CM-1200,10
292390,AH-1000,34
292416,JF-2100,5
292482,CW-3700,18
292485,PL-0200,0
292497,DB-2800,0
292545,RS-0900,0
292556,JS-0300,21
292641,EH-0800,9
292652,AS-0100,33
292695,AJ-1200,83
292783,CH-3800,61
292823,RH-2300,9
292901,NC-0200,22
292934,KE-0400,7
293120,NH-0400,7
293130,DB-0900,0
293202,BD-0700,0
293270,WD-0500,29
293289,TC-2000,19
293431,AS-2200,20
293461,IT-0100,0
293609,CH-1600,3
293795,CR-1300,0
293831,CB-0100,5
293900,RG-2000,23
293967,CB-0100,32
293998,DE-0400,8
294019,TH-0200,-9
294117,GW-0600,10
294154,FB-0700,-3
294270,RB-1400,16
294279,DC-2400,0
294563,CW-3700,14
294573,FS-0400,47
294576,DS-1600,0
294707,JP-0100,30
294754,JP-0100,0
294761,NA-0200,0
294848,DT-1900,6
294890,BM-1300,0
