PID,INT,YDS
399593,AH-1000,0
399613,DL-1200,5
399623,AB-1600,0
399655,RM-1300,17
399745,JL-0600,21
399770,LL-1000,36
400084,JG-3600,11
400189,TP-1600,3
400261,BP-1000,32
400297,RC-1300,0
400385,TD-0700,24
400417,BR-1600,2
400430,TJ-0200,26
400530,BF-0800,33
400632,AS-0100,-1
400686,QM-0200,16
400855,JB-0300,18
400917,AR-1400,29
400996,DB-6100,0
401067,PC-0300,2
401140,JB-8800,0
401194,GW-1400,0
401209,JB-8800,10
401228,RC-2400,0
401262,JW-2100,0
401273,DL-2300,0
401277,PP-0800,3
401304,TD-0900,5
401334,TD-0900,15
401373,ZB-0200,-2
401409,NV-0100,1
401673,LH-0300,22
401700,LH-0300,26
401716,CC-5000,20
401816,CW-3700,25
402054,EW-1400,16
402175,TD-1600,13
402181,PO-0100,34
402191,SG-1400,13
402384,KF-0400,82
402504,JL-0100,35
402517,KH-1000,6
402551,BM-2000,39
402560,BM-2000,31
402586,TJ-0200,0
402601,AT-0100,23
402629,DB-6100,0
402730,JB-8800,37
402821,JB-8800,30
402868,GW-1400,-4
402896,JL-1200,44
402907,DR-1100,0
403072,MJ-0900,0
403178,OS-0200,0
403204,TC-3100,23
403237,RT-1400,0
403278,DS-1600,42
403290,NJ-0300,0
403359,TP-2000,54
403390,DR-2800,0
403413,TT-1000,13
403484,AW-1500,4
403536,AR-1400,1
403574,WW-0800,9
403872,JB-8800,0
403895,JB-8800,9
403993,JR-1300,19
404011,BC-3100,0
404049,DM-0200,35
404138,BP-1000,1
404154,CT-1500,21
404377,JB-8400,0
404447,DW-2400,0
404706,BS-0500,29
405011,AC-2400,16
405037,CJ-1600,20
405198,RH-2900,17
405269,CF-0500,35
405355,JP-2000,13
405365,TD-0700,0
405373,SM-0700,0
405421,SM-0700,23
405462,RM-0800,6
405472,AS-0100,37
405536,QD-0100,12
405684,BG-2100,0
405699,JG-3600,48
405763,TP-2000,18
405798,DS-1600,0
405824,RM-2800,18
405830,TH-1700,62
406080,ZB-0200,39
406093,MW-0700,18
406187,LH-0300,-2
406199,JJ-5000,0
406304,JP-4100,1
406365,BP-0900,36
406412,BP-0900,0
406435,CS-1300,8
406615,VD-0200,15
406795,EM-0100,36
406849,NC-0700,13
406882,AT-0100,15
406945,TJ-0200,35
406995,CG-0200,41
407138,LD-0400,29
407179,DH-2000,5
407197,DG-2400,7
407249,DH-2000,1
407279,MT-1900,0
407296,JW-5300,61
407373,MJ-1700,0
407435,TT-1000,33
407493,RH-2900,43
407594,CH-3800,0
407603,CF-0500,39
407632,GS-0900,0
407718,SB-1700,54
407736,MJ-0900,-2
407813,TC-1100,48
407872,AG-1200,21
407894,TP-1600,-2
407921,TC-1100,5
407965,AF-1100,10
407975,ZB-0200,0
407980,TB-2800,51
408005,DG-1300,2
408038,MR-1600,27
408080,ML-1600,0
408150,SM-0700,12
408227,RM-0800,28
408311,JT-0900,0
408398,QB-0100,3
408590,RM-1300,29
408681,QG-0400,37
408824,FR-0200,26
408912,OA-0200,9
408918,UY-0100,24
408984,JB-8400,17
409125,JB-8800,0
409201,VF-0200,26
409215,RH-2900,31
409348,DH-0700,30
409386,CJ-1600,0
409522,MB-4100,3
409550,MB-4100,10
409731,AR-1400,13
409742,AW-1500,4
409888,CW-3700,3
410073,AC-2400,0
410177,AB-1500,19
410181,LB-0600,0
410221,JW-3100,17
410333,DL-0300,48
410341,CC-0700,11
410494,NJ-0300,0
410597,DL-0300,14
410623,ER-0100,42
410713,GB-0700,8
410842,LF-0300,2
410868,AS-3100,-3
410908,EW-1700,47
411034,BP-1000,0
411180,NC-0700,10
411218,SC-1300,25
411241,GW-1400,27
411362,AS-2200,4
411442,AS-3600,2
411470,AS-3600,94
411678,AA-1000,0
411699,BG-2100,9
411930,MJ-0600,14
411975,JV-0500,6
412022,CR-0700,33
412103,AW-1500,0
412252,AC-2400,1
412362,LB-0600,53
412396,LB-0600,7
412464,LB-0600,0
412476,BM-2000,4
412636,JJ-5000,2
412664,NA-0200,0
412723,ZB-0200,0
412836,SJ-0700,0
413029,NC-0700,0
413060,TW-2700,6
413081,CW-3700,0
413151,CW-3700,38
413408,TT-1000,24
413470,AG-1200,6
413666,CD-2000,0
413724,YB-0100,3
413793,DF-1200,7
413802,DW-2600,28
413811,CM-0100,0
414008,BC-3100,35
414046,BM-0800,0
414065,AB-1500,0
414107,CS-1300,27
414208,CG-2800,0
414218,JA-0900,-4
414311,DR-1100,67
414356,DR-1100,0
414363,KR-0500,11
414404,CG-0200,2
414440,KR-0500,6
414522,AS-0100,0
414534,AS-0100,17
414581,JT-3700,3
414697,JW-5300,65
414726,JB-0300,0
414970,QJ-0100,0
415421,PK-0300,26
415459,MM-2700,8
415561,DS-1600,38
415724,DR-1100,0
415844,SB-1700,83
415856,SJ-0700,37
415908,CG-1400,12
415936,GH-0700,20
415977,JB-2000,18
415995,JB-2000,18
416014,CH-1600,0
416044,CG-0200,12
416185,HH-0300,0
416231,WP-0200,3
416249,JF-0300,45
416342,TN-0300,2
416345,AH-2700,0
416430,JL-0100,10
416547,AS-2200,30
416628,JD-3300,27
416669,GA-0200,1
416702,MB-4100,0
416794,AG-1200,8
416805,RH-2200,0
416934,BM-2000,19
417010,VD-0200,0
417044,CC-5200,2
417115,HE-0200,0
417283,KM-2500,14
417364,JV-0500,8
417630,MJ-0900,0
417968,KD-0100,11
417984,MA-0100,17
418060,TZ-0100,-8
418065,NC-0700,25
418152,JJ-2700,8
418182,TW-2700,0
418187,AH-1800,13
418497,JV-0500,11
418589,CC-0700,13
418647,TZ-0100,21
418705,CW-3700,9
418788,NC-0700,31
418936,MT-1900,4
418938,BP-0900,70
419076,BD-0700,0
419101,BD-0700,0
419108,TJ-1000,13
419121,DM-0800,25
419299,DC-4000,6
419407,TM-1900,3
419411,BF-0800,0
419447,PP-0800,17
419470,JB-8800,18
419480,GW-1400,0
419509,LH-0300,1
419671,CG-0200,0
419807,DH-1400,10
419937,DR-1100,54
419953,KR-0500,0
420029,KB-2400,4
420045,CF-0500,-1
420071,KB-2400,18
420107,VF-0200,45
420124,CF-0500,41
420268,LL-0200,-1
420361,TN-0400,0
420556,JG-1900,5
420635,DD-2000,3
420667,DG-1300,3
420691,TB-2800,1
420736,AW-1500,7
420857,DS-2700,10
420939,JL-0100,8
421015,MJ-0900,0
421117,DF-1600,2
421135,JJ-2700,0
421255,DF-1600,0
421261,FW-0300,0
421266,ZB-0200,20
421296,PP-0800,0
421331,JW-3100,0
421457,DR-2800,6
421521,DR-2800,15
421522,LD-0400,100
421613,BC-0500,31
421694,BF-0800,0
421778,TD-0900,5
421831,BG-2100,-4
421923,BG-2100,1
421948,QM-0200,0
421983,AS-0100,18
422006,SS-2500,0
422008,TW-1700,5
422024,DB-2800,9
422359,DB-0700,3
422421,VD-0200,26
422498,NH-0300,4
422536,CH-3800,0
422588,MG-1800,3
422612,CB-0100,11
422810,JJ-5000,7
422865,QJ-0100,4
422890,KR-0900,0
422935,DG-2400,0
423002,GH-0700,1
423027,TJ-0200,6
423069,EM-0100,0
423091,EM-0100,0
423243,CH-1600,0
423348,TT-1000,14
423377,CB-1600,24
423439,BS-1900,5
423513,EW-0400,13
423609,CO-1200,0
423703,BG-2100,11
423744,JM-3200,27
423754,CN-0300,9
423867,LH-0300,0
423874,DB-3300,15
424001,BM-1100,39
424033,EW-1700,8
424057,AH-1800,29
424095,AB-1600,0
424136,JB-8100,3
424148,AB-1600,0
424253,BC-3100,6
424319,YB-0100,29
424417,BM-2000,56
424480,SS-2600,8
424547,DS-1600,21
424614,TP-2000,0
424743,RM-0800,0
424843,CH-1600,3
424930,CB-0100,4
424958,AS-0100,40
425035,JF-0500,18
425125,DF-1600,19
425205,GT-0300,0
425305,DR-2800,0
425332,AW-1500,41
425416,PW-1200,6
425465,DG-1300,34
425480,DB-2800,26
425655,DL-2300,7
425673,TN-0400,9
425730,RD-1500,13
425940,CG-2800,-2
426011,CH-1400,7
426074,CH-1400,0
426307,JP-2000,0
426361,DC-4000,0
426375,EW-1700,19
426499,JH-1000,6
426637,ZB-0200,24
426886,DB-6100,91
426936,BP-0900,15
427011,DT-1900,-1
427012,YB-0100,16
427092,RC-1300,0
427110,IT-0100,20
427180,CG-2400,0
427530,TJ-0200,19
427566,SP-1300,3
427567,CO-1200,13
427580,BG-2100,0
427656,CW-3700,45
427665,AB-1600,14
427717,TW-2700,21
427723,RB-3400,80
427764,AG-1200,0
427844,DJ-1600,45
427857,TL-0500,37
427876,DJ-1600,60
427903,BF-0800,0
428030,DE-0600,28
428178,RM-2800,9
428248,DG-2400,0
428383,GM-0900,1
428462,DL-2300,34
428587,DR-1100,20
428810,MJ-0900,3
428887,CC-0700,3
428897,ER-0100,25
428921,TB-0300,0
428957,DL-0300,42
429022,DR-2800,-6
429255,WS-0800,5
429450,ER-0100,38
429488,AB-1500,0
429499,JP-4100,0
429616,BL-0500,10
429765,QJ-0100,24
429769,DR-1100,6
429778,JL-1200,11
429975,KH-1000,3
430103,JV-0500,3
430149,TP-2000,26
430301,TP-2000,74
430377,JV-0500,5
430645,AB-1400,23
430738,CT-1500,7
430906,CH-3800,32
431014,GG-0700,59
431131,CG-1400,9
431134,DG-2400,0
431171,JA-1700,1
431267,TT-1000,0
431270,CG-1400,23
431272,KP-0600,0
431348,MP-1000,1
431441,TP-1600,1
431523,MA-0200,26
431527,RB-0700,64
431589,EB-1100,0
431757,AK-0100,8
431817,MB-4900,19
431929,NC-0200,7
431989,JB-0300,20
432001,MT-1900,32
432097,JH-1000,17
432219,NA-0100,11
432266,AW-1500,4
432413,KR-0500,65
432425,AW-1500,0
432644,AC-2400,66
432931,CO-1200,13
432990,WM-1000,31
433054,DF-1700,40
433102,AJ-1200,10
433163,LH-0300,22
433216,BJ-1500,12
433227,CN-0300,0
433290,BF-0800,33
433299,SB-1700,0
433318,AR-2000,1
433404,DM-2800,18
433463,DM-2800,20
433562,NA-0100,0
433673,EH-0800,0
433817,BC-1000,9
433844,MB-5100,0
433901,TP-1600,0
433926,LW-1600,8
433988,BM-1300,0
434083,VD-0200,0
434126,JA-1000,0
434158,JA-1000,17
434263,RB-0700,5
434325,AT-0100,21
434409,JB-8400,-3
434466,SR-1300,0
434483,JM-6900,19
434516,CB-0100,0
434559,BD-0700,-2
434655,PC-0800,15
434748,AC-2400,0
434773,BP-1000,0
434825,AC-1000,21
434846,DJ-2400,0
434849,AC-1000,2
434862,CG-2300,8
434864,BS-1900,0
434921,KB-2500,2
434983,CR-1300,5
435201,JP-4100,0
435334,RH-0700,6
435423,TP-2000,5
435491,CW-2900,27
435542,AS-1900,0
435615,BL-0500,19
435628,AW-1800,0
435748,PC-0300,26
435781,BM-2000,0
435810,BG-2100,36
435834,TD-0900,0
435968,SM-0500,-6
435983,JM-2800,0
436166,SS-2500,0
436169,BF-0800,0
436292,AT-0100,0
436394,BK-0300,79
436413,QB-0100,4
436433,CM-3400,2
436467,CG-1400,38
436468,LH-0300,0
436840,MJ-0900,-4
436896,DM-1400,0
437002,AS-0100,5
437080,KM-2500,5
437209,BF-0600,4
437302,PL-0200,10
437306,QG-0400,-4
437445,QJ-0100,0
437530,ET-0200,34
437574,ET-0200,21
437621,JL-0100,44
437918,DC-2900,0
437948,DM-0400,15
437995,LB-0900,1
438122,SS-2500,0
438137,CL-1300,2
438161,WM-1000,13
438214,NC-0200,39
438458,LH-0300,-3
438569,AH-1800,12
438632,CW-3700,48
438655,CH-4200,0
438685,AS-1900,0
438842,MG-1800,9
438949,BF-0600,28
438951,ET-0200,0
439307,IT-0100,0
439356,RL-0600,2
439445,AS-2200,47
439629,TN-0600,20
439676,TN-0600,14
439693,SG-1400,0
439747,SP-1100,31
439905,NA-0100,16
439984,DH-0700,0
440015,TT-1000,1
440097,DG-2400,0
440168,RN-1100,1
440195,RN-1100,0
440276,PC-0300,51
440285,JP-0100,0
440304,AD-0300,11
440492,CG-3000,11
440502,JJ-5000,11
440598,AT-0100,0
440611,SP-1300,31
440750,KB-1100,41
440762,SN-0500,0
440922,NS-0800,20
440930,AS-1900,42
441047,JM-3200,4
441275,TW-2700,64
441289,LL-0200,0
441321,JP-2000,0
441335,EJ-0500,5
441349,JP-4300,-2
441367,EB-1800,0
441407,CG-1400,24
441452,BU-0200,0
441465,CT-1500,17
441659,CW-1200,0
441727,SM-2300,1
441739,KJ-0100,23
441801,JG-3600,26
441861,PL-0200,2
441923,GT-0300,0
441950,DR-2800,28
442248,MG-1800,0
442272,AV-0300,12
442302,ST-1200,18
442350,DP-0600,0
442468,TL-1000,8
442645,DL-2300,26
442861,TW-2700,0
442929,JA-1000,0
443037,OA-0200,0
443261,CC-0700,12
443332,KH-0300,0
443533,AR-1400,36
443608,AS-0100,10
443616,WM-1000,34
443712,RC-1300,11
443721,JH-0100,62
443844,LT-0400,5
444098,CG-3000,13
444223,ML-0500,0
444330,TS-2900,6
444355,JH-6100,14
444412,ST-0600,18
444539,EH-0400,10
444632,EH-0400,0
444667,JP-4100,11
444833,AF-1000,-1
444881,MG-1800,13
444924,AV-0300,10
444975,VF-0200,0
445111,LH-0300,0
445195,DM-2800,54
445271,DH-0700,0
445274,DM-0200,0
445284,DH-0700,92
445301,DH-0700,0
445321,DH-0700,0
445346,QM-0200,0
445383,MG-1800,28
445432,AS-0100,0
445508,CF-0500,41
445614,DJ-1600,15
445656,EB-0800,35
445855,SF-0800,16
445890,DB-3300,30
445895,SB-1700,0
445954,DB-3300,64
446258,RM-2400,31
446297,RM-0800,0
446403,ER-0100,6
446436,ER-0100,40
446516,ET-0200,13
446732,DM-1300,0
446845,CJ-1600,30
447015,JA-0900,4
447077,MW-2000,0
447090,AH-1800,21
447099,DB-2200,32
447127,NC-0700,3
447157,TN-0400,30
447164,GS-0900,8
447307,KB-2100,41
447396,MT-1700,0
447492,SS-1700,18
447520,TK-0800,-3
447539,DC-4000,0
447587,DC-4000,14
447635,RM-1300,24
447680,DH-0700,0
447816,AS-1900,4
447992,EB-0800,13
448045,JL-0600,4
448158,JB-8400,16
448191,OA-0200,34
448263,TW-2700,0
448325,CW-3700,0
448516,SS-2500,0
448601,JM-2800,11
448715,GH-0700,41
448749,AT-0100,45
448830,BR-1600,1
448840,AT-0100,-14
448949,DM-1300,37
449143,TB-2400,15
449243,IT-0100,9
449324,LT-0700,21
449366,KH-1000,25
449586,JB-0200,0
449629,BG-2100,4
449786,TJ-1000,39
449814,CH-1600,5
449965,EW-1700,0
450083,AS-1900,2
450160,RM-0800,66
450279,JG-3600,24
450373,LW-0700,32
450469,ER-0100,18
450488,JW-5300,0
450602,KJ-0100,0
450636,PO-0100,15
450649,KR-0500,0
450739,RJ-0900,7
450853,TT-1000,28
450876,CW-1200,2
450968,AS-0100,33
451139,AS-0100,-2
451218,JM-3200,0
451225,JW-0800,0
451356,SS-1300,0
451456,CM-0900,62
451541,LT-0400,0
451611,RW-3100,0
451717,BG-2100,0
451844,DE-0500,8
452007,HA-0200,5
452065,DM-2900,3
452106,HA-0200,0
452123,LB-0900,0
452137,CH-1600,0
452328,JH-0100,0
452362,KH-1000,31
452456,TH-0100,35
452468,AF-1000,11
452570,CF-0500,0
452649,RJ-2000,0
453218,BM-0900,101
453306,DG-2400,0
453324,AB-0200,27
453416,DR-2800,26
453432,KJ-0500,0
453841,JS-0300,32
453896,KC-1800,7
453949,DP-0600,0
453997,DP-0600,40
454073,CT-1500,5
454106,BS-0700,0
454230,JJ-5000,6
454240,JJ-5000,21
454307,GW-1400,56
454350,DF-1200,2
454515,TN-0400,0
454684,KB-1000,18
454792,JH-2100,0
454821,TP-1600,38
455011,ER-0100,19
455014,RL-0600,24
455083,AE-0600,0
455124,TW-0600,16
455133,JH-0100,31
455150,TW-0600,23
455190,SC-1300,-2
455262,WW-0800,2
455332,PB-0800,43
455609,TW-2700,14
455803,DH-2000,5
455852,ET-0200,0
455997,WM-1000,12
456131,RB-0700,29
456172,BM-2000,39
456272,DM-1300,0
456320,JS-0300,0
456381,AS-0100,10
456465,AS-0100,14
456478,SB-1200,0
456519,AC-1000,28
456545,CB-0100,0
456727,DM-1300,23
456786,DM-1300,50
456821,WS-0800,4
456943,GS-0900,10
457017,JL-1200,2
457033,AC-2400,24
457076,RM-1600,11
457432,TP-1600,5
457547,CH-1600,39
457723,JB-2000,7
457729,CM-3400,37
457789,JH-0100,12
457875,TT-1000,5
458061,EH-0400,-4
458158,AT-0100,25
458299,GQ-0100,10
458387,GQ-0100,2
458413,GQ-0100,0
458488,KL-0800,22
458552,TD-0200,4
458625,RM-2000,10
458629,YB-0100,21
458699,CC-2500,0
458961,KB-2500,29
458969,SC-1400,2
459025,EW-0400,41
459082,AC-1000,0
459157,MA-0100,0
459195,TS-2900,0
459309,TL-0600,13
459339,JA-1000,0
459514,RN-0300,7
459864,NC-0700,7
459906,DC-4000,0
460004,WM-0700,2
460208,JH-0100,0
460228,AE-0600,18
460320,MA-0200,25
460328,DF-1200,0
460349,DF-1200,40
460380,AW-1800,41
460409,LM-1100,0
460435,DW-2600,37
460523,LF-0300,0
460591,TT-1000,22
460632,CW-1200,-4
460706,SJ-0700,31
460761,CL-1900,0
460797,BG-2100,33
460823,MH-3700,15
461021,CG-1400,18
461056,LT-0100,26
461075,CM-3400,-2
461190,CD-0200,23
461207,KR-0500,10
461235,BF-0600,1
461292,AB-0200,0
461310,OS-0200,40
461380,SL-0500,31
461449,SL-0500,13
461507,JW-5300,0
461712,BS-3200,5
461724,DM-1300,0
461739,JS-0300,28
462063,LM-1100,10
462191,GG-0700,13
462212,BM-2000,0
462239,TW-2700,0
462258,AS-3200,38
462273,CP-1000,0
462328,DL-1200,11
462433,TP-1600,45
462494,LW-1600,14
462522,TP-1600,12
462753,RM-0800,25
462818,MP-1000,17
462907,TB-2400,0
462978,DC-0400,7
463045,TS-2900,3
463079,RS-1600,20
463086,DG-1300,39
463097,NC-0200,0
463223,BF-0600,8
463233,MJ-0600,96
463289,MJ-0600,9
463292,CD-0200,0
463333,NC-0100,1
463521,MA-0100,36
463561,KR-0500,33
463675,DW-1300,40
463766,EB-0800,0
463886,QM-0200,-12
463890,GS-0900,-1
463916,BJ-0700,11
463950,DP-0600,0
463988,FW-0300,10
464015,AA-1000,0
464069,KB-2400,1
464220,CC-0700,1
464334,JW-5300,12
464453,SG-1400,41
464647,GS-0900,9
464796,TN-0400,-18
464877,AV-0300,19
464901,JA-1000,1
465092,AB-1500,31
465170,KD-1100,8
465311,KL-0800,1
465317,KL-0800,23
465352,GW-1400,9
465391,BS-0700,5
465694,SM-0700,34
465956,CR-0500,0
465969,CW-1200,13
466000,QM-0200,0
466195,JB-0300,17
466236,BG-2100,11
466250,WM-1000,27
466477,KV-0400,4
466520,RH-2200,36
466717,KA-1000,36
466811,JP-2000,1
466863,AA-1000,27
466925,CH-1600,25
466946,CT-1500,56
466992,BM-1300,-3
467112,DR-2800,32
467122,GT-0300,66
467345,PC-0300,19
467365,JP-0100,0
467424,DF-1000,0
467470,DL-2300,20
467595,CH-1600,0
467605,LW-0700,0
467644,ER-0100,20
467693,JH-0100,0
467722,ER-0100,0
467819,EB-0800,54
467872,WW-0800,9
467888,BC-0500,0
467998,OA-0200,19
468228,NV-0100,0
468236,DL-1200,30
468402,CR-1300,38
468462,DC-4000,0
468558,KB-0400,8
468653,MH-3700,0
468697,CJ-1600,0
468751,JA-1000,0
468891,ST-0600,2
468917,TW-2700,9
469028,SS-1300,0
469037,NC-0700,0
469052,AH-1800,-2
469164,RM-1600,47
469333,CD-0700,26
469341,JA-0100,6
469425,HA-0200,0
469645,DR-2600,0
469707,TP-1600,0
469763,RC-1300,23
469772,AM-0400,-1
469906,AS-3200,9
469959,JA-0900,36
470103,CT-1500,42
470107,CP-1000,0
470170,NC-0700,24
470480,MH-3700,17
470489,SR-1300,22
470524,DM-1300,0
470717,PB-0800,8
470781,KB-2400,6
470845,ER-0100,4
470912,RN-0300,56
470918,ER-0100,44
471151,TN-0600,1
471231,LA-0700,4
471346,MC-1900,35
471385,JB-8800,37
471424,CP-0100,1
471432,MC-1900,14
471444,DL-2300,41
471531,GS-0900,0
471539,TN-0400,4
471614,TN-0400,0
471722,AB-3100,32
471776,TB-2800,62
471812,EW-0400,23
471817,RH-2200,31
471885,QJ-0100,5
472113,WH-0700,0
472149,JG-3600,10
472399,JT-3700,23
472555,HN-0100,3
472582,DL-0300,9
472617,JW-5300,0
472775,TW-2700,9
472880,RC-1300,17
473000,TW-2700,0
473017,TW-2700,70
473220,AC-2900,23
473285,DH-1400,58
473509,LB-0900,4
473511,SS-1300,8
473527,BU-0200,39
473578,BR-0100,18
473602,SS-1300,32
473643,BT-0600,1
473702,BP-1000,9
473785,NC-0700,37
473813,JB-8100,1
474119,BU-0200,-1
474224,KB-1100,50
474262,MB-4900,15
474376,GB-0700,27
474534,DF-1200,30
474557,BF-0800,0
474725,DL-2300,-4
474901,MJ-1800,0
475155,RL-0600,4
475169,ER-0100,9
475197,ER-0100,16
475251,AT-0100,28
475282,CH-4200,0
475407,SP-1100,0
475479,AW-1800,3
475509,JA-0900,14
475637,RK-0500,9
475794,DW-1300,16
475945,TB-2700,0
476144,SL-0500,37
476190,DR-1100,20
476291,JO-0300,39
476390,KA-1000,5
476478,MG-0800,0
476725,TS-3500,0
476728,AV-0300,4
476833,JM-2800,30
476883,WM-0700,11
476922,RM-1300,1
476926,AC-2400,37
476938,ES-1100,2
476975,AC-2400,26
476980,JM-1600,11
477026,AW-1500,17
477038,RM-0800,33
477104,LF-0300,0
477223,SR-1300,2
477350,DS-1400,0
477445,HA-0200,32
477748,CW-3700,1
477771,CW-3700,5
477791,MB-5100,0
477962,UY-0100,28
478021,JM-3200,4
478079,CH-4200,26
478092,AS-3200,15
478155,EW-1700,4
478266,DW-2600,0
478269,AB-0200,15
478288,TB-2700,18
478548,JJ-5000,5
478745,VW-0200,36
478769,SB-1600,2
478908,NA-0200,6
478916,KH-1000,2
478927,AS-0100,14
479005,QM-0200,0
479252,SM-0700,15
479385,JM-2800,22
479483,WW-0800,7
479547,JJ-5000,4
479595,DM-0200,22
479621,JG-3600,2
479859,AR-1500,19
479974,AR-1500,0
479994,KP-0600,13
480012,KA-1000,27
480031,KA-1000,10
480074,BS-1500,0
480091,LM-1100,21
480133,GW-1400,16
480140,DF-1200,27
480182,JW-5100,5
480334,MA-0200,4
480476,CR-1300,0
480485,RS-1600,11
480522,TB-2400,0
480746,LW-0700,0
480865,KL-0800,50
480903,BF-0800,43
481000,EW-0400,0
481009,TD-0900,0
481086,RB-0700,0
481123,WM-1000,27
481197,MB-5100,0
481301,MB-5100,0
481309,BU-0200,0
481419,MT-1900,15
481420,PP-0400,1
481499,KC-0900,9
481579,JL-1100,25
481713,SL-0500,14
481766,KB-0400,0
481841,GS-0900,11
481940,BC-0400,34
481949,CH-4200,56
481998,ST-1200,0
482044,DM-2800,20
482132,CG-1400,9
482257,DS-2700,25
482283,PR-0400,6
482318,DL-0300,0
482466,JB-0300,97
482490,MA-0200,0
482594,BS-1500,43
482601,GW-1400,5
482739,BC-0500,14
482860,CR-1300,27
483136,JK-1300,51
483164,JL-0600,15
483327,JA-1000,0
483369,CL-1300,4
483439,TD-0900,7
483632,AR-1400,0
483711,CW-3700,30
483798,JW-3100,2
483799,SS-1300,60
483826,RM-4600,18
483829,CP-1000,2
483902,PC-0300,0
483960,VW-0200,19
484006,MG-0600,1
484140,EW-0400,20
484223,DH-1400,35
484262,LW-0700,73
484497,PR-0400,25
484609,SM-0700,1
484669,RC-2400,4
484685,GW-1400,1
484713,NB-0100,31
484737,JC-2200,10
484812,NB-0100,16
484894,ET-0200,8
484906,AR-1500,0
485004,BB-3400,94
485010,KC-0900,9
485047,DL-2300,30
485408,CF-0500,8
485443,LW-1600,1
485521,AA-1000,3
485655,JS-0500,17
485672,JS-0500,23
485699,LH-1900,15
485720,JA-1000,0
485863,MH-3700,0
485899,CR-1300,31
485908,CC-5300,23
486098,AC-2400,42
486203,DB-6300,2
486205,CV-0200,55
486473,CP-1000,8
486491,JB-8100,35
486568,DM-2800,0
486722,BG-2100,29
486781,CP-1300,1
486801,TD-0900,49
486938,AS-3200,30
487144,LH-0300,15
487159,KC-1800,-1
487209,NA-0100,13
487242,OA-0200,0
487251,DH-0700,5
487253,KC-1800,24
487264,KC-1800,1
487429,SS-1300,0
487459,CD-0200,-3
487736,CW-1200,25
487769,CW-1200,0
488039,JJ-5000,2
488191,TJ-0200,16
488201,EB-1100,0
488291,QB-0100,0
488305,KA-1000,6
488324,TN-0400,1
488436,SL-0500,6
488656,DR-1100,100
488771,DR-1100,0
488817,EW-0400,25
488920,DR-1100,64
488934,KW-2100,10
489048,DH-2000,0
489058,SB-1700,0
489126,EW-1700,22
489244,AS-3200,2
489445,CG-0200,19
489483,TJ-0200,43
489484,CC-4000,0
489554,LB-0900,35
489585,BU-0200,8
489587,CL-1900,14
489626,DM-2800,10
489856,DM-0200,0
489940,BM-0800,38
489964,RC-1300,10
490136,KL-0800,59
490152,BF-0800,-6
490203,BC-0500,2
490207,CN-0300,0
490247,DV-0100,2
490253,BF-0800,58
490265,JM-3200,0
490273,TD-0200,0
490394,CW-3700,1
490407,CW-3700,25
490522,MJ-0900,3
490740,LT-0700,42
490920,DC-2900,1
491005,JG-2500,0
491088,DS-4300,27
491260,CW-1200,24
491331,RM-0800,1
491397,JM-2400,8
491692,MG-1800,0
491757,BR-1600,4
491872,BC-3100,5
491921,JA-1000,0
492099,CH-4200,100
492201,LF-0300,0
492249,GW-1400,12
492262,JB-8800,22
492398,RS-1000,0
492415,KC-0900,8
492456,RN-0300,75
492560,DG-1300,0
492666,GG-0700,17
492814,NA-0200,0
492951,KL-0800,10
492961,DJ-1600,1
493034,EW-0400,11
493096,EW-0400,7
493361,RB-0700,0
493456,KH-1000,1
493500,JP-4100,6
493661,DJ-0500,24
493669,QD-0100,42
493756,JB-8800,29
493795,CP-0100,8
493802,DH-1400,0
493922,DG-1300,0
494158,JH-2800,16
494168,TN-0400,17
494202,GS-0900,0
494445,CB-0100,0
494514,CH-1500,15
494557,CB-0100,0
494595,MK-0900,9
494645,DG-2400,0
494683,KA-1000,0
494780,PP-0400,0
494941,CP-1000,40
494948,TW-2700,43
495083,CP-1000,76
495172,TS-3500,9
495295,MW-3600,36
495545,PO-0100,7
495570,MG-0800,26
495686,MW-3600,24
495692,CT-1500,44
495730,TJ-1000,1
495742,CG-1700,0
495767,DC-2900,8
495769,JP-4100,13
495880,PP-0800,0
496113,LH-0300,0
496198,LT-0400,0
496220,WG-0500,12
496333,TN-0400,19
496356,TN-0400,43
496368,FW-0300,5
496486,SS-1100,12
496610,SF-0800,3
496740,KB-0400,30
496768,VD-0200,28
496829,KD-0100,14
496963,BC-3100,0
496973,BM-0800,10
496997,QD-0100,5
497123,CG-0200,24
497159,CH-3800,7
497245,AS-0100,20
497302,CC-0200,0
497333,NA-0200,4
497359,AJ-0400,0
497460,DH-2000,34
497603,CR-1300,0
497607,CW-1200,6
497660,CR-1300,17
497807,RN-1100,18
497847,RN-1100,12
497925,TW-2700,21
498139,AG-1200,26
498202,JA-1700,0
498205,EW-1700,8
498215,CG-1400,21
498318,DL-1200,7
498359,CH-1600,19
498370,ST-1200,9
498447,TW-2700,0
498508,EM-0100,7
498521,TW-2700,28
498671,OS-0200,0
498753,NC-0100,0
498783,YB-0100,20
498971,DL-0300,28
499050,DR-2600,14
499234,MG-0800,42
499298,TK-0200,1
499333,SR-1300,0
499445,NC-0200,7
499450,ER-0100,0
499488,JS-4300,16
499495,LW-0700,4
499541,CC-1200,4
499551,QM-0200,11
499694,RB-4300,5
499730,PW-1200,10
499814,DW-2600,48
499825,DG-1300,2
499835,DW-1300,0
500005,AC-1000,64
