PID,FGXP,FKICKER,DIST,GOOD
385126,FG,NK-0200,28,Y
385139,XP,MP-2100,20,N
385149,XP,NK-0200,20,Y
385164,XP,NK-0200,20,Y
385183,XP,NK-0200,20,Y
385204,XP,MP-2100,20,Y
385211,XP,NK-0200,20,Y
385215,XP,NK-0200,20,Y
385252,XP,NK-0200,20,Y
385271,XP,NK-0200,20,Y
385289,XP,NR-0100,20,Y
385326,FG,JE-0200,30,Y
385331,XP,NR-0100,20,Y
385347,XP,JE-0200,20,Y
385359,XP,JE-0200,20,Y
385365,XP,NR-0100,20,Y
385376,FG,NR-0100,51,N
385395,XP,NR-0100,20,Y
385431,XP,JE-0200,20,Y
385472,XP,AV-0400,20,Y
385491,XP,NK-0200,20,Y
385500,FG,AV-0400,43,Y
385516,XP,NK-0200,20,Y
385543,XP,AV-0400,20,Y
385598,FG,NK-0200,26,Y
385631,FG,DC-0500,19,Y
385645,FG,MS-5200,23,Y
385679,XP,MS-5200,20,Y
385691,FG,MS-5200,31,Y
385712,XP,MS-5200,20,Y
385735,XP,DC-0500,20,N
385758,XP,MS-5200,20,Y
385787,FG,DA-0300,43,Y
385804,FG,DA-0300,51,Y
385816,XP,RL-1300,20,Y
385826,FG,DA-0300,31,Y
385831,XP,DA-0300,20,Y
385842,XP,RL-1300,20,Y
385906,XP,DA-0300,20,Y
385926,FG,DA-0300,45,Y
385960,XP,RB-2200,20,Y
385971,XP,MS-5200,20,Y
386028,FG,RB-2200,51,N
386056,FG,MS-5200,21,Y
386079,FG,RB-2200,27,Y
386091,FG,MS-5200,43,Y
386104,XP,JK-0200,20,Y
386123,XP,NR-0100,20,Y
386128,XP,NR-0100,20,Y
386145,FG,NR-0100,49,Y
386160,FG,NR-0100,30,Y
386166,XP,NR-0100,20,Y
386181,FG,NR-0100,53,N
386207,FG,NR-0100,33,Y
386247,FG,NR-0100,20,Y
386272,FG,JC-0900,22,Y
386285,XP,DA-0300,20,Y
386315,FG,JC-0900,46,N
386332,FG,JC-0900,34,Y
386345,FG,DA-0300,25,Y
386353,FG,JC-0900,36,Y
386368,FG,DA-0300,35,Y
386376,FG,JC-0900,47,N
386387,XP,DA-0300,20,Y
386410,FG,DA-0300,20,Y
386430,XP,NK-0200,20,Y
386444,XP,JR-1100,20,Y
386489,FG,NK-0200,42,Y
386499,XP,JR-1100,20,Y
386516,XP,JR-1100,20,Y
386542,XP,JR-1100,20,Y
386554,XP,NK-0200,20,Y
386565,XP,JR-1100,20,Y
386580,XP,NK-0200,20,Y
386594,FG,JR-1100,34,Y
386613,FG,JR-1100,42,Y
386631,XP,JR-1100,20,Y
386658,XP,MS-5200,20,Y
386701,FG,JR-1100,46,Y
386723,XP,MS-5200,20,Y
386735,XP,JR-1100,20,Y
386758,XP,NR-0100,20,Y
386768,FG,DA-0300,45,Y
386785,FG,DA-0300,47,N
386787,XP,NR-0100,20,Y
386797,FG,DA-0300,33,Y
386809,XP,NR-0100,20,Y
386825,FG,NR-0100,49,Y
386852,XP,DA-0300,20,Y
386864,XP,DA-0300,20,N
386917,FG,JR-1100,18,Y
386938,XP,JR-1100,20,Y
386950,XP,NR-0100,20,Y
386976,XP,JR-1100,20,Y
387003,FG,JR-1100,21,Y
387026,XP,NR-0100,20,Y
387046,XP,NR-0100,20,Y
387057,XP,JR-1100,20,Y
387083,FG,RB-2200,37,N
387127,FG,RB-2200,31,N
387133,XP,JR-1100,20,Y
387138,XP,RB-2200,20,Y
387187,FG,RB-2200,45,Y
387202,FG,JR-1100,32,Y
387227,FG,JR-1100,33,Y
387241,FG,JE-0200,42,N
387274,XP,JE-0200,20,Y
387297,FG,JE-0200,36,Y
387330,XP,JE-0200,20,N
387341,FG,JE-0200,38,N
387353,FG,JE-0200,50,Y
387369,XP,DC-0500,20,Y
387391,FG,SH-0400,44,Y
387410,XP,SH-0400,20,Y
387430,XP,RS-3400,20,Y
387445,FG,SH-0400,41,N
387470,XP,RS-3400,20,Y
387483,XP,SH-0400,20,Y
387501,FG,RS-3400,53,Y
387512,XP,SH-0400,20,Y
387521,XP,RS-3400,20,Y
387532,XP,SH-0400,20,Y
387542,XP,SH-0400,20,Y
387565,XP,JK-0200,20,Y
387581,FG,DA-0300,49,Y
387586,XP,DA-0300,20,Y
387595,XP,DA-0300,20,Y
387601,XP,DA-0300,20,Y
387618,XP,DA-0300,20,Y
387627,FG,JK-0200,22,Y
387653,XP,DA-0300,20,Y
387695,FG,DA-0300,51,N
387789,FG,MP-2100,48,Y
387825,FG,MP-2100,50,Y
387856,XP,SG-1100,20,Y
387871,FG,PD-0200,37,Y
387893,FG,RL-1300,21,Y
387903,XP,RL-1300,20,Y
387914,FG,PD-0200,20,Y
387929,XP,PD-0200,20,Y
387950,XP,RL-1300,20,Y
387968,XP,RL-1300,20,Y
387995,FG,RL-1300,37,Y
388003,XP,RL-1300,20,Y
388025,XP,PD-0200,20,Y
388061,FG,JF-0900,24,Y
388092,XP,JF-0900,20,Y
388118,XP,JF-0900,20,Y
388151,XP,KB-2300,20,Y
388158,XP,JF-0900,20,Y
388224,FG,JS-1100,24,Y
388237,XP,AV-0400,20,Y
388246,FG,JS-1100,46,Y
388252,FG,JS-1100,63,N
388272,XP,AV-0400,20,Y
388290,FG,AV-0400,52,N
388336,XP,JC-0900,20,Y
388345,XP,JC-0900,20,Y
388355,FG,JH-0900,47,Y
388374,XP,JH-0900,20,Y
388397,XP,JC-0900,20,Y
388409,XP,JC-0900,20,Y
388421,FG,JC-0900,34,N
388432,XP,JH-0900,20,Y
388444,FG,JC-0900,39,Y
388452,FG,JH-0900,24,Y
388455,XP,JC-0900,20,Y
388462,XP,JH-0900,20,Y
388478,XP,JC-0900,20,Y
388508,FG,NF-0300,51,Y
388519,FG,MN-0800,38,N
388526,FG,NF-0300,22,Y
388539,XP,MN-0800,20,Y
388570,XP,NF-0300,20,Y
388575,FG,MN-0800,46,N
388586,XP,NF-0300,20,Y
388619,XP,MN-0800,20,Y
388623,XP,NF-0300,20,Y
388642,XP,NF-0300,20,Y
388656,XP,MN-0800,20,Y
388682,FG,JN-0600,37,Y
388693,FG,JN-0600,50,Y
388701,FG,NR-0100,44,Y
388731,XP,JN-0600,20,Y
388745,FG,NR-0100,29,Y
388769,XP,NR-0100,20,Y
388784,FG,NR-0100,43,Y
388802,XP,JN-0600,20,Y
388841,FG,LT-1100,28,Y
388868,XP,LT-1100,20,Y
388886,XP,LT-1100,20,Y
388895,XP,SS-3100,20,Y
388926,FG,SS-3100,27,Y
388937,FG,LT-1100,45,Y
388955,FG,LT-1100,28,Y
388964,XP,SS-3100,20,Y
389016,FG,JB-7100,37,N
389030,XP,OM-0100,20,Y
389049,XP,OM-0100,20,Y
389074,XP,OM-0100,20,Y
389081,XP,OM-0100,20,Y
389136,FG,MC-3000,49,N
389183,FG,MC-3000,52,Y
389197,XP,MC-3000,20,Y
389225,XP,RG-1500,20,Y
389240,FG,RG-1500,47,Y
389260,FG,MC-3000,39,Y
389276,FG,RG-1500,21,Y
389310,FG,SG-0800,41,N
389319,XP,RL-0900,20,Y
389345,XP,SG-0800,20,Y
389355,XP,RL-0900,20,Y
389366,FG,SG-0800,20,Y
389395,FG,RL-0900,40,Y
389407,FG,SG-0800,28,Y
389424,XP,RL-0900,20,Y
389473,XP,SJ-0300,20,Y
389500,XP,NK-0200,20,Y
389520,FG,SJ-0300,37,Y
389526,FG,NK-0200,47,Y
389575,FG,SJ-0300,35,Y
389587,XP,NK-0200,20,Y
389602,XP,SJ-0300,20,Y
389613,XP,NK-0200,20,Y
389627,FG,JK-0200,38,Y
389655,XP,JE-0200,20,Y
389663,XP,JK-0200,20,Y
389680,XP,JE-0200,20,Y
389689,FG,JK-0200,50,Y
389696,XP,JE-0200,20,Y
389739,XP,JE-0200,20,Y
389753,XP,JK-0200,20,Y
389800,FG,JH-0900,30,Y
389833,XP,JH-0900,20,Y
389846,XP,RL-1300,20,Y
389867,FG,RL-1300,26,Y
389872,XP,RL-1300,20,Y
389899,FG,RL-1300,46,Y
389910,XP,RL-1300,20,Y
389926,FG,JH-0900,48,Y
389951,XP,SG-1100,20,Y
389964,XP,MC-3000,20,Y
389969,XP,MC-3000,20,Y
389990,XP,SG-1100,20,Y
390000,XP,MC-3000,20,Y
390015,XP,SG-1100,20,Y
390023,FG,MC-3000,55,N
390054,XP,SG-1100,20,Y
390090,FG,SG-1100,40,Y
390098,FG,MC-3000,45,Y
390118,XP,NR-0100,20,Y
390126,FG,JS-1100,30,Y
390136,FG,NR-0100,45,Y
390147,FG,JS-1100,46,N
390148,XP,NR-0100,20,Y
390179,XP,NR-0100,20,Y
390200,FG,NR-0100,48,N
390212,XP,NR-0100,20,Y
390223,XP,JS-1100,20,Y
390247,XP,JS-1100,20,Y
390304,FG,RS-3400,23,Y
390331,FG,SJ-0300,48,Y
390369,FG,SJ-0300,54,Y
390417,XP,RS-3400,20,Y
390431,XP,SJ-0300,20,Y
390464,FG,SG-0800,45,Y
390491,FG,SG-0800,25,Y
390502,FG,JF-0900,33,Y
390518,FG,SG-0800,29,Y
390526,XP,JF-0900,20,Y
390542,FG,JF-0900,24,Y
390570,FG,JF-0900,39,Y
390613,XP,JC-0900,20,Y
390619,XP,DA-0300,20,Y
390642,FG,JC-0900,23,Y
390673,FG,DA-0300,23,Y
390685,XP,JC-0900,20,Y
390693,FG,DA-0300,32,Y
390698,XP,JC-0900,20,Y
390706,XP,JC-0900,20,Y
390723,FG,JC-0900,25,Y
390733,XP,DA-0300,20,Y
390750,XP,JC-0900,20,Y
390778,XP,JC-0900,20,Y
390801,XP,RB-2200,20,Y
390817,XP,KB-2300,20,Y
390821,XP,RB-2200,20,Y
390836,XP,RB-2200,20,Y
390839,XP,KB-2300,20,Y
390845,XP,KB-2300,20,Y
390862,FG,KB-2300,38,Y
390874,FG,RB-2200,40,Y
390891,XP,RB-2200,20,Y
390913,XP,KB-2300,20,Y
390947,FG,KB-2300,23,Y
390979,FG,SS-3100,21,Y
391007,FG,SS-3100,28,Y
391019,XP,JB-7100,20,Y
391053,FG,SS-3100,23,Y
391111,XP,RL-0900,20,Y
391122,XP,RL-0900,20,Y
391136,FG,RL-0900,31,Y
391143,XP,MN-0800,20,Y
391153,FG,RL-0900,43,Y
391184,XP,MN-0800,20,Y
391235,FG,RL-0900,27,Y
391244,XP,RL-0900,20,Y
391268,FG,RL-0900,20,Y
391301,FG,JN-0600,37,Y
391311,XP,JN-0600,20,Y
391331,FG,OM-0100,36,Y
391349,FG,JN-0600,42,Y
391362,XP,OM-0100,20,Y
391367,XP,JN-0600,20,Y
391416,FG,JN-0600,39,Y
391465,XP,JR-1100,20,Y
391512,XP,RG-1500,20,Y
391544,XP,JR-1100,20,Y
391561,FG,JR-1100,38,N
391571,XP,RG-1500,20,Y
391583,FG,JR-1100,43,N
391591,FG,RG-1500,44,Y
391601,FG,PD-0200,22,Y
391618,XP,MP-2100,20,Y
391630,FG,PD-0200,47,Y
391644,FG,MP-2100,23,Y
391678,FG,MP-2100,39,N
391690,FG,MP-2100,38,Y
391705,FG,MP-2100,37,N
391719,XP,MP-2100,20,Y
391729,XP,MP-2100,20,Y
391769,XP,NK-0200,20,Y
391780,XP,SH-0400,20,Y
391788,FG,NK-0200,29,Y
391802,XP,SH-0400,20,Y
391821,FG,NK-0200,22,Y
391829,XP,SH-0400,20,Y
391840,FG,NK-0200,23,Y
391861,XP,SH-0400,20,Y
391876,XP,NK-0200,20,Y
391898,FG,NK-0200,25,Y
391911,FG,SH-0400,33,Y
391935,FG,LT-1100,30,Y
391946,XP,NF-0300,20,Y
391955,XP,LT-1100,20,Y
391963,FG,LT-1100,28,Y
391974,XP,NF-0300,20,Y
391998,XP,LT-1100,20,Y
392005,FG,NF-0300,47,Y
392015,FG,LT-1100,29,N
392036,XP,NF-0300,20,Y
392049,XP,LT-1100,20,Y
392061,FG,LT-1100,36,Y
392070,XP,NF-0300,20,Y
392083,FG,LT-1100,37,Y
392086,XP,AV-0400,20,Y
392098,XP,DC-0500,20,Y
392119,FG,DC-0500,45,Y
392131,FG,AV-0400,43,Y
392155,FG,DC-0500,44,Y
392163,FG,AV-0400,48,Y
392176,FG,DC-0500,49,N
392195,XP,DC-0500,20,Y
392203,XP,AV-0400,20,Y
392215,FG,DC-0500,45,Y
392221,XP,AV-0400,20,Y
392249,XP,SH-0400,20,Y
392268,FG,SH-0400,36,Y
392293,FG,SH-0400,33,Y
392307,XP,SH-0400,20,Y
392331,XP,SH-0400,20,Y
392346,FG,BC-3000,29,Y
392367,XP,SH-0400,20,Y
392404,FG,JR-1100,19,Y
392419,XP,JR-1100,20,Y
392429,FG,JR-1100,24,Y
392463,FG,SG-1100,34,Y
392468,XP,SG-1100,20,N
392473,FG,JR-1100,52,N
392490,XP,JR-1100,20,Y
392499,FG,SG-1100,52,N
392575,XP,JH-0900,20,Y
392594,FG,JH-0900,39,Y
392618,FG,JH-0900,26,Y
392624,XP,SS-3100,20,Y
392693,XP,SS-3100,20,Y
392724,FG,JS-1100,52,Y
392740,XP,KB-2300,20,Y
392752,XP,JS-1100,20,Y
392768,XP,KB-2300,20,Y
392774,XP,JS-1100,20,Y
392786,XP,KB-2300,20,Y
392802,XP,JS-1100,20,Y
392814,FG,KB-2300,27,Y
392826,XP,JS-1100,20,Y
392883,XP,RL-1300,20,Y
392909,FG,RL-1300,40,Y
392919,XP,JN-0600,20,Y
392935,FG,RL-1300,52,Y
392953,FG,RL-1300,44,N
392954,XP,JN-0600,20,Y
392975,FG,JN-0600,37,Y
392977,XP,RL-1300,20,Y
393002,XP,JN-0600,20,Y
393032,XP,RL-1300,20,Y
393047,FG,JE-0200,26,Y
393065,FG,SG-0800,21,Y
393077,XP,SG-0800,20,Y
393087,XP,JE-0200,20,Y
393112,FG,SG-0800,33,Y
393128,FG,SG-0800,22,Y
393153,FG,SG-0800,33,Y
393175,XP,SG-0800,20,Y
393203,XP,JF-0900,20,Y
393210,XP,JF-0900,20,Y
393242,XP,RB-2200,20,Y
393277,FG,RB-2200,38,Y
393288,XP,RB-2200,20,Y
393307,XP,JF-0900,20,Y
393327,FG,JF-0900,30,Y
393384,XP,DA-0300,20,Y
393395,XP,DA-0300,20,Y
393415,XP,RS-3400,20,Y
393418,XP,DA-0300,20,Y
393437,FG,DA-0300,29,Y
393456,FG,DA-0300,38,Y
393493,XP,DA-0300,20,Y
393506,XP,RS-3400,20,Y
393519,FG,JB-7100,48,N
393529,FG,MC-3000,48,Y
393539,FG,MC-3000,38,Y
393546,FG,MC-3000,25,Y
393561,XP,MC-3000,20,Y
393573,XP,JB-7100,20,Y
393580,XP,MC-3000,20,Y
393591,XP,JB-7100,20,Y
393610,FG,JB-7100,53,Y
393644,XP,MC-3000,20,N
393662,XP,MC-3000,20,Y
393693,XP,LT-1100,20,Y
393712,XP,LT-1100,20,Y
393746,FG,LT-1100,21,N
393765,FG,LT-1100,26,Y
393786,XP,LT-1100,20,Y
393832,XP,JC-0900,20,Y
393861,XP,RL-0900,20,Y
393886,FG,JC-0900,27,Y
393954,XP,JC-0900,20,Y
393971,FG,JC-0900,35,Y
393979,XP,JC-0900,20,Y
393992,FG,RG-1500,53,N
394000,XP,OM-0100,20,Y
394023,FG,OM-0100,46,Y
394035,FG,OM-0100,37,Y
394059,XP,RG-1500,20,Y
394068,FG,OM-0100,43,N
394078,XP,RG-1500,20,Y
394087,FG,OM-0100,34,N
394096,FG,RG-1500,37,Y
394111,FG,OM-0100,39,Y
394132,FG,OM-0100,46,Y
394181,XP,MP-2100,20,Y
394189,FG,MP-2100,48,Y
394203,FG,SJ-0300,48,Y
394216,FG,MP-2100,21,Y
394232,XP,MP-2100,20,Y
394264,FG,MP-2100,24,Y
394338,FG,NK-0200,25,Y
394351,FG,DC-0500,24,Y
394365,FG,NK-0200,41,N
394389,FG,DC-0500,23,Y
394396,XP,NK-0200,20,Y
394410,FG,NK-0200,23,Y
394427,FG,NK-0200,26,Y
394432,XP,NK-0200,20,Y
394445,XP,DC-0500,20,Y
394489,FG,NR-0100,38,Y
394511,XP,AV-0400,20,Y
394523,XP,AV-0400,20,Y
394533,XP,AV-0400,20,Y
394553,XP,NR-0100,20,Y
394564,FG,AV-0400,32,N
394577,XP,AV-0400,20,Y
394592,FG,AV-0400,26,Y
394637,FG,NF-0300,40,N
394692,XP,JK-0200,20,Y
394712,FG,NF-0300,24,Y
394723,XP,NF-0300,20,Y
394744,FG,NF-0300,19,Y
394791,XP,JH-0900,20,Y
394798,XP,RG-1500,20,Y
394811,XP,JH-0900,20,Y
394827,XP,RG-1500,20,Y
394837,XP,RG-1500,20,Y
394862,XP,JH-0900,20,Y
394870,XP,RG-1500,20,Y
394880,FG,RG-1500,52,Y
394898,FG,RG-1500,22,Y
394921,FG,JH-0900,35,Y
394927,XP,RG-1500,20,Y
394943,XP,RG-1500,20,Y
394962,FG,SG-1100,23,N
394981,XP,SG-1100,20,Y
394986,XP,SG-1100,20,Y
395020,XP,BC-3000,20,Y
395055,XP,BC-3000,20,Y
395060,FG,BC-3000,26,Y
395080,FG,BC-3000,31,Y
395092,XP,SG-1100,20,N
395150,FG,SG-1100,31,Y
395169,FG,KB-2300,26,Y
395184,FG,SJ-0300,46,Y
395191,FG,KB-2300,34,Y
395203,XP,KB-2300,20,Y
395213,XP,KB-2300,20,Y
395228,FG,SJ-0300,33,Y
395256,XP,KB-2300,20,Y
395296,FG,KB-2300,33,N
395333,XP,AV-0400,20,Y
395368,XP,AV-0400,20,Y
395382,FG,OM-0100,38,Y
395395,XP,AV-0400,20,Y
395413,XP,AV-0400,20,Y
395450,FG,AV-0400,37,Y
395458,FG,AV-0400,19,Y
395470,XP,OM-0100,20,Y
395481,XP,OM-0100,20,Y
395496,FG,JS-1100,22,Y
395505,XP,JS-1100,20,Y
395532,FG,RB-2200,29,Y
395537,XP,JS-1100,20,Y
395552,FG,JS-1100,50,Y
395565,XP,JS-1100,20,Y
395570,FG,JS-1100,55,N
395581,FG,JS-1100,33,Y
395641,XP,JS-1100,20,Y
395663,XP,LT-1100,20,Y
395679,FG,RS-3400,34,Y
395698,XP,LT-1100,20,Y
395739,FG,LT-1100,25,Y
395749,FG,LT-1100,40,Y
395765,FG,LT-1100,38,N
395778,XP,LT-1100,20,Y
395812,XP,RS-3400,20,Y
395835,FG,SG-0800,32,Y
395855,XP,SH-0400,20,Y
395873,XP,SG-0800,20,Y
395900,XP,SG-0800,20,Y
395937,XP,SH-0400,20,Y
395945,XP,SG-0800,20,Y
395955,XP,SH-0400,20,Y
395972,FG,SG-0800,33,Y
396002,XP,MN-0800,20,Y
396027,FG,MN-0800,49,N
396050,FG,MN-0800,48,N
396071,FG,MN-0800,37,Y
396082,FG,SS-3100,42,Y
396099,XP,SS-3100,20,N
396106,XP,SS-3100,20,Y
396128,FG,MN-0800,22,Y
396159,FG,RL-0900,49,N
396186,FG,DC-0500,33,Y
396189,XP,DC-0500,20,Y
396195,FG,RL-0900,35,Y
396206,XP,DC-0500,20,Y
396237,XP,DC-0500,20,Y
396250,XP,DC-0500,20,Y
396262,XP,RL-0900,20,Y
396287,XP,DC-0500,20,Y
396312,FG,JC-0900,34,Y
396332,XP,JC-0900,20,Y
396349,XP,JC-0900,20,Y
396364,FG,JF-0900,38,Y
396398,XP,JF-0900,20,Y
396434,XP,JC-0900,20,Y
396474,FG,NF-0300,49,Y
396489,XP,NF-0300,20,Y
396506,XP,MP-2100,20,Y
396590,FG,MP-2100,28,Y
396602,XP,MP-2100,20,Y
396637,FG,JB-7100,51,N
396658,FG,JN-0600,43,N
396669,XP,JN-0600,20,Y
396710,XP,JN-0600,20,Y
396715,XP,JN-0600,20,Y
396735,XP,JN-0600,20,Y
396739,XP,JN-0600,20,Y
396773,XP,JR-1100,20,Y
396791,XP,JR-1100,20,Y
396832,XP,JR-1100,20,Y
396854,XP,JR-1100,20,Y
396870,XP,NK-0200,20,Y
396885,XP,NK-0200,20,Y
396895,XP,JR-1100,20,Y
396901,XP,NK-0200,20,Y
396907,XP,NK-0200,20,Y
396919,FG,JR-1100,46,Y
396947,XP,RL-1300,20,Y
396952,XP,MC-3000,20,Y
396977,XP,RL-1300,20,Y
396984,XP,MC-3000,20,Y
396993,XP,RL-1300,20,Y
397009,XP,RL-1300,20,Y
397074,FG,MC-3000,31,Y
397092,FG,SG-1100,32,N
397114,XP,SH-0400,20,Y
397122,FG,SG-1100,32,Y
397181,XP,SG-1100,20,Y
397201,XP,SH-0400,20,Y
397228,XP,SG-1100,20,Y
397288,FG,BC-3000,24,Y
397324,FG,RL-0900,36,Y
397392,FG,BC-3000,18,Y
397401,XP,SS-3100,20,Y
397459,FG,SS-3100,38,Y
397481,XP,SS-3100,20,Y
397487,XP,JK-0200,20,Y
397508,FG,JK-0200,43,Y
397554,FG,JH-0900,46,Y
397562,XP,JR-1100,20,Y
397572,FG,JH-0900,46,Y
397588,XP,JR-1100,20,Y
397599,XP,JH-0900,20,Y
397607,XP,JR-1100,20,Y
397635,FG,JH-0900,49,N
397640,XP,JR-1100,20,Y
397681,XP,JH-0900,20,Y
397725,FG,NF-0300,40,N
397733,FG,RS-3400,47,Y
397742,XP,RS-3400,20,Y
397769,FG,NF-0300,22,Y
397801,FG,RS-3400,38,Y
397812,XP,NF-0300,20,Y
397828,FG,NF-0300,28,Y
397848,FG,RS-3400,53,N
397852,XP,NF-0300,20,Y
397864,XP,RS-3400,20,Y
397904,XP,LT-1100,20,Y
397914,XP,LT-1100,20,Y
397925,XP,LT-1100,20,Y
397933,XP,LT-1100,20,Y
397957,XP,SJ-0300,20,Y
397971,FG,LT-1100,25,Y
397986,XP,LT-1100,20,Y
397993,FG,LT-1100,33,Y
398012,FG,LT-1100,37,Y
398041,XP,DA-0300,20,Y
398092,XP,DA-0300,20,Y
398099,XP,SA-1100,20,Y
398103,XP,DA-0300,20,Y
398133,XP,DA-0300,20,Y
398158,FG,DA-0300,44,Y
398171,XP,SA-1100,20,Y
398202,XP,RL-1300,20,Y
398209,XP,RL-1300,20,Y
398245,FG,JB-7100,29,Y
398251,FG,RL-1300,47,Y
398280,XP,RL-1300,20,Y
398315,XP,RL-1300,20,Y
398324,XP,JB-7100,20,Y
398335,XP,RL-1300,20,Y
398355,XP,JE-0200,20,Y
398368,XP,JE-0200,20,Y
398377,XP,JN-0600,20,Y
398399,FG,JN-0600,39,Y
398411,XP,JE-0200,20,Y
398416,XP,JE-0200,20,Y
398430,XP,JE-0200,20,Y
398443,FG,JN-0600,48,N
398458,FG,JE-0200,40,Y
398487,XP,JE-0200,20,Y
398523,XP,NR-0100,20,Y
398549,FG,KB-2300,35,N
398578,XP,NR-0100,20,Y
398588,XP,NR-0100,20,Y
398618,XP,KB-2300,20,Y
398635,XP,KB-2300,20,Y
398650,XP,KB-2300,20,Y
398664,XP,NR-0100,20,Y
398685,FG,MP-2100,48,N
398693,XP,SG-0800,20,Y
398702,FG,SG-0800,53,Y
398737,XP,MP-2100,20,Y
398749,XP,SG-0800,20,Y
398771,FG,MP-2100,24,Y
398778,FG,SG-0800,40,N
398815,XP,MP-2100,20,Y
398845,FG,MP-2100,41,Y
398870,FG,OM-0100,47,Y
398911,FG,OM-0100,27,Y
398921,XP,OM-0100,20,Y
398930,XP,OM-0100,20,Y
398951,XP,OM-0100,20,Y
398965,XP,OM-0100,20,Y
398979,XP,OM-0100,20,Y
399022,XP,AV-0400,20,Y
399032,FG,RB-2200,49,Y
399042,FG,RB-2200,43,Y
399066,XP,AV-0400,20,Y
399079,FG,RB-2200,46,Y
399087,XP,AV-0400,20,Y
399103,XP,AV-0400,20,Y
399144,FG,AV-0400,23,Y
399178,XP,DC-0500,20,Y
399189,XP,JF-0900,20,Y
399196,FG,DC-0500,35,Y
399227,FG,JF-0900,40,Y
399239,FG,JF-0900,43,Y
399275,XP,DC-0500,20,Y
399282,XP,JF-0900,20,Y
399289,XP,DC-0500,20,Y
399304,XP,JF-0900,20,Y
399320,XP,DC-0500,20,Y
399337,FG,KB-2300,28,N
399356,XP,KB-2300,20,Y
399366,XP,SG-1100,20,Y
399375,XP,KB-2300,20,Y
399400,XP,SG-1100,20,Y
399407,FG,SG-1100,50,Y
399416,XP,KB-2300,20,Y
399440,XP,KB-2300,20,Y
399493,XP,MC-3000,20,Y
399504,XP,MC-3000,20,Y
399542,FG,MC-3000,46,Y
399555,FG,MC-3000,28,Y
399568,FG,MC-3000,31,Y
399590,FG,MC-3000,26,Y
399646,XP,JB-7100,20,Y
399653,XP,JS-1100,20,N
399701,FG,JB-7100,52,Y
399707,FG,JS-1100,58,N
399760,XP,JS-1100,20,Y
399771,XP,JB-7100,20,Y
399783,XP,JS-1100,20,Y
399793,FG,JB-7100,27,Y
399809,FG,JS-1100,36,Y
399817,XP,RL-1300,20,Y
399831,XP,RL-1300,20,Y
399888,FG,SH-0400,29,Y
399904,FG,RL-1300,40,Y
399914,XP,SH-0400,20,Y
399920,FG,RL-1300,22,Y
399937,XP,RL-1300,20,Y
399946,XP,SH-0400,20,Y
399952,FG,RL-1300,29,Y
399957,XP,SH-0400,20,Y
399964,XP,SH-0400,20,Y
399971,FG,RL-1300,31,Y
399982,FG,SH-0400,44,N
399999,XP,JC-0900,20,Y
400013,XP,JC-0900,20,Y
400020,FG,LT-1100,49,Y
400026,XP,JC-0900,20,N
400038,XP,LT-1100,20,Y
400048,XP,JC-0900,20,Y
400054,XP,LT-1100,20,Y
400067,XP,JC-0900,20,Y
400096,XP,JC-0900,20,Y
400120,FG,LT-1100,38,Y
400131,XP,JC-0900,20,Y
400144,XP,LT-1100,20,Y
400198,XP,JR-1100,20,Y
400216,XP,JR-1100,20,Y
400218,XP,BC-3000,20,Y
400231,FG,JR-1100,32,Y
400241,XP,BC-3000,20,Y
400249,XP,JR-1100,20,Y
400290,FG,JR-1100,39,Y
400320,XP,SA-1100,20,Y
400342,FG,SA-1100,43,N
400350,XP,JK-0200,20,Y
400364,FG,JK-0200,52,N
400391,XP,JK-0200,20,Y
400410,XP,JK-0200,20,Y
400412,XP,SA-1100,20,Y
400431,XP,SA-1100,20,Y
400449,XP,JK-0200,20,Y
400509,FG,RS-3400,39,Y
400538,FG,SS-3100,40,Y
400554,FG,SS-3100,28,Y
400564,FG,RS-3400,46,Y
400598,FG,RS-3400,46,Y
400609,FG,RS-3400,24,Y
400636,FG,DA-0300,43,N
400646,FG,DA-0300,45,Y
400649,XP,SJ-0300,20,Y
400670,FG,SJ-0300,29,Y
400694,FG,DA-0300,43,Y
400705,FG,DA-0300,47,N
400746,FG,SJ-0300,46,Y
400760,FG,DA-0300,45,Y
400799,XP,NR-0100,20,Y
400804,XP,NR-0100,20,Y
400816,FG,NR-0100,29,Y
400839,FG,OM-0100,28,Y
400886,XP,NR-0100,20,Y
400921,FG,NR-0100,31,Y
400946,FG,SG-0800,39,N
400959,XP,SG-0800,20,Y
400971,FG,SG-0800,33,Y
400987,XP,SG-0800,20,Y
400992,XP,SG-0800,20,Y
401001,XP,SG-0800,20,Y
401013,XP,SG-0800,20,Y
401029,XP,SG-0800,20,Y
401042,XP,SG-0800,20,Y
401063,XP,SG-0800,20,Y
401115,FG,RL-0900,33,Y
401131,FG,JF-0900,23,Y
401150,FG,JF-0900,41,Y
401158,XP,JF-0900,20,Y
401187,FG,JF-0900,44,N
401203,FG,RL-0900,25,Y
401217,XP,RL-0900,20,Y
401253,FG,RL-0900,46,N
401286,FG,RL-0900,47,Y
401321,XP,RG-1500,20,Y
401338,XP,JE-0200,20,Y
401361,XP,JE-0200,20,Y
401420,XP,RG-1500,20,Y
401429,XP,JE-0200,20,Y
401469,FG,NK-0200,20,Y
401471,XP,MP-2100,20,Y
401481,XP,NK-0200,20,Y
401497,FG,MP-2100,34,Y
