PID,FGXP,FKICKER,DIST,GOOD
175698,XP,SJ-0300,20,Y
175727,FG,RL-0900,32,Y
175748,FG,SJ-0300,21,Y
175800,FG,SJ-0300,33,Y
175808,XP,RL-0900,20,Y
175828,XP,DB-3900,20,Y
175838,XP,DB-3900,20,Y
175860,FG,DB-3900,28,Y
175862,XP,NK-0200,20,Y
175897,FG,DB-3900,23,Y
175914,XP,DB-3900,20,Y
175921,XP,NK-0200,20,Y
175943,XP,NK-0200,20,Y
175951,XP,DB-3900,20,Y
175973,XP,NK-0200,20,Y
176004,FG,JB-7100,44,Y
176012,XP,JB-7100,20,Y
176047,FG,MG-1200,24,Y
176116,FG,MG-1200,27,Y
176143,XP,GA-0300,20,Y
176157,FG,MV-0100,28,Y
176185,FG,GA-0300,39,Y
176217,XP,MV-0100,20,Y
176225,XP,GA-0300,20,Y
176246,XP,MV-0100,20,Y
176267,XP,MV-0100,20,Y
176281,XP,MV-0100,20,Y
176320,FG,SG-1100,38,N
176338,FG,OM-0100,43,Y
176381,XP,SG-1100,20,Y
176402,FG,SG-1100,48,Y
176414,FG,SG-1100,36,Y
176446,XP,OM-0100,20,Y
176456,FG,OM-0100,47,Y
176467,FG,SG-1100,39,Y
176477,FG,MA-0700,42,Y
176491,XP,DA-0300,20,Y
176509,FG,MA-0700,19,Y
176521,FG,DA-0300,37,Y
176552,XP,DA-0300,20,Y
176566,FG,MA-0700,39,Y
176590,FG,MA-0700,44,N
176595,XP,DA-0300,20,Y
176609,XP,MA-0700,20,Y
176615,FG,DA-0300,47,Y
176636,FG,JF-0900,25,Y
176665,FG,JF-0900,23,Y
176742,FG,NR-0100,30,Y
176782,FG,MS-5200,21,Y
176806,XP,MS-5200,20,Y
176841,XP,MS-5200,20,Y
176856,FG,SG-1100,29,Y
176875,FG,SG-1100,47,Y
176906,FG,SG-1100,26,Y
176956,XP,JE-0200,20,Y
176968,FG,NK-0200,23,Y
176980,FG,JE-0200,22,Y
176990,FG,JE-0200,23,Y
177030,XP,NK-0200,20,Y
177043,XP,JE-0200,20,Y
177054,FG,NK-0200,51,Y
177061,FG,JE-0200,43,Y
177123,XP,DA-0300,20,Y
177130,XP,DA-0300,20,Y
177151,XP,DA-0300,20,Y
177174,XP,JH-0900,20,Y
177189,FG,DA-0300,26,Y
177198,FG,DA-0300,47,Y
177229,FG,DA-0300,39,Y
177269,XP,MV-0100,20,Y
177280,XP,RL-1300,20,Y
177287,XP,MV-0100,20,Y
177290,XP,RL-1300,20,Y
177301,XP,MV-0100,20,Y
177319,XP,MV-0100,20,Y
177328,FG,RL-1300,38,Y
177344,FG,RL-1300,52,N
177353,XP,MV-0100,20,Y
177373,XP,RL-1300,20,Y
177403,FG,MV-0100,45,Y
177408,XP,RL-1300,20,Y
177438,XP,MV-0100,20,Y
177469,XP,LT-1100,20,Y
177503,FG,KB-2300,28,Y
177526,FG,KB-2300,49,Y
177538,XP,LT-1100,20,Y
177576,XP,LT-1100,20,Y
177589,XP,KB-2300,20,Y
177606,FG,KB-2300,49,Y
177624,FG,JR-1100,40,Y
177644,FG,JR-1100,44,N
177682,FG,JR-1100,45,N
177702,FG,JR-1100,51,Y
177725,FG,OM-0100,34,Y
177746,XP,JR-1100,20,Y
177778,FG,PE-0100,34,Y
177790,FG,MA-0700,46,N
177803,FG,PE-0100,23,Y
177814,XP,MA-0700,20,Y
177825,FG,MA-0700,42,Y
177854,XP,MA-0700,20,Y
177864,FG,PE-0100,39,N
177880,FG,PE-0100,32,Y
177890,FG,MA-0700,24,Y
177909,XP,MA-0700,20,Y
177919,XP,PE-0100,20,Y
177947,XP,SC-0700,20,Y
177986,FG,SC-0700,43,Y
178037,XP,SC-0700,20,Y
178049,FG,PD-0200,49,Y
178060,FG,SC-0700,25,Y
178071,XP,PD-0200,20,Y
178078,XP,SC-0700,20,Y
178101,FG,JB-7100,35,Y
178111,XP,JB-7100,20,Y
178119,XP,JB-7100,20,Y
178144,FG,TP-1200,46,N
178165,XP,JB-7100,20,Y
178182,XP,JB-7100,20,Y
178202,FG,JB-7100,28,Y
178257,XP,JW-3300,20,Y
178279,FG,JC-0900,52,Y
178290,FG,JW-3300,53,Y
178299,XP,JC-0900,20,Y
178315,FG,JC-0900,53,Y
178344,FG,JC-0900,39,Y
178359,XP,JW-3300,20,Y
178394,FG,JC-0900,51,N
178409,FG,JC-0900,38,Y
178429,FG,JC-0900,31,Y
178472,FG,GA-0300,26,Y
178487,FG,GA-0300,40,Y
178522,XP,JS-1100,20,Y
178578,FG,MG-1200,36,Y
178591,FG,SJ-0300,23,Y
178613,FG,SJ-0300,40,Y
178620,FG,MG-1200,30,Y
178630,FG,SJ-0300,46,N
178646,XP,SJ-0300,20,Y
178663,FG,SJ-0300,39,Y
178668,XP,SJ-0300,20,Y
178683,XP,SJ-0300,20,Y
178717,FG,MG-1200,44,N
178769,XP,BC-3000,20,Y
178818,FG,JH-0500,19,Y
178837,XP,BC-3000,20,Y
178854,XP,JH-0500,20,Y
178869,XP,BC-3000,20,Y
178928,XP,NR-0100,20,Y
178939,FG,JC-0900,20,Y
178972,XP,NR-0100,20,Y
179010,FG,NR-0100,26,Y
179027,FG,NR-0100,33,Y
179039,XP,NR-0100,20,Y
179054,XP,NR-0100,20,Y
179077,XP,AV-0400,20,Y
179086,FG,RL-0900,33,Y
179099,FG,AV-0400,42,Y
179101,XP,RL-0900,20,Y
179131,XP,RL-0900,20,Y
179139,XP,AV-0400,20,Y
179190,XP,AV-0400,20,Y
179211,XP,AV-0400,20,Y
179240,XP,JF-0900,20,Y
179246,XP,JK-0200,20,Y
179259,FG,JF-0900,47,Y
179273,FG,JF-0900,30,Y
179305,FG,JK-0200,26,Y
179350,XP,JF-0900,20,Y
179371,XP,JF-0900,20,Y
179409,FG,DA-0300,51,Y
179429,FG,DA-0300,42,Y
179443,XP,DA-0300,20,Y
179454,FG,DA-0300,42,Y
179468,FG,PE-0100,25,Y
179499,FG,DA-0300,40,Y
179525,FG,DA-0300,39,N
179545,FG,DA-0300,45,N
179583,FG,JH-0500,31,Y
179590,FG,PD-0200,30,Y
179615,XP,JH-0500,20,Y
179638,XP,PD-0200,20,Y
179669,FG,JH-0500,26,Y
179689,XP,PD-0200,20,Y
179742,FG,SC-0700,49,N
179785,XP,RL-1300,20,Y
179789,XP,SC-0700,20,Y
179825,XP,SC-0700,20,Y
179843,FG,SC-0700,30,N
179855,FG,SC-0700,33,N
179878,FG,SJ-0300,35,N
179887,FG,KB-2300,46,Y
179896,FG,SJ-0300,50,Y
179906,XP,KB-2300,20,Y
179919,XP,SJ-0300,20,Y
179927,XP,KB-2300,20,Y
179939,XP,SJ-0300,20,Y
179946,FG,KB-2300,57,N
179975,FG,KB-2300,21,Y
179986,XP,KB-2300,20,Y
180011,FG,KB-2300,44,Y
180045,XP,MV-0100,20,Y
180067,FG,JS-1100,35,N
180095,FG,MV-0100,46,Y
180102,FG,JS-1100,48,Y
180115,FG,JS-1100,42,Y
180128,XP,MV-0100,20,Y
180142,FG,JS-1100,22,Y
180165,XP,MV-0100,20,Y
180207,XP,DB-3900,20,Y
180219,FG,OM-0100,36,Y
180232,FG,OM-0100,37,Y
180242,FG,DB-3900,53,Y
180255,FG,OM-0100,23,Y
180265,XP,DB-3900,20,Y
180346,XP,SG-1100,20,Y
180353,XP,JR-1100,20,Y
180372,XP,JR-1100,20,Y
180390,FG,SG-1100,34,Y
180431,XP,SG-1100,20,Y
180466,XP,JR-1100,20,Y
180484,XP,JR-1100,20,Y
180517,XP,NK-0200,20,Y
180532,XP,GA-0300,20,Y
180553,XP,NK-0200,20,Y
180567,XP,NK-0200,20,Y
180593,FG,NK-0200,31,Y
180611,FG,GA-0300,24,Y
180624,XP,GA-0300,20,Y
180628,XP,NK-0200,20,Y
180644,XP,NK-0200,20,Y
180687,XP,JE-0200,20,Y
180701,FG,JE-0200,49,Y
180708,XP,MG-1200,20,Y
180720,FG,JE-0200,50,Y
180735,FG,MG-1200,28,Y
180750,FG,MG-1200,30,Y
180787,FG,JE-0200,23,Y
180836,XP,JW-3300,20,Y
180841,XP,JW-3300,20,Y
180861,FG,JW-3300,20,Y
180878,XP,JW-3300,20,Y
180937,FG,JW-3300,33,N
180975,FG,MS-5200,50,Y
180987,XP,LT-1100,20,Y
181003,FG,LT-1100,42,Y
181015,XP,MS-5200,20,Y
181033,XP,LT-1100,20,Y
181043,XP,MS-5200,20,Y
181062,FG,LT-1100,38,Y
181083,XP,LT-1100,20,Y
181097,XP,MS-5200,20,Y
181184,XP,JF-0900,20,Y
181192,XP,JH-0900,20,Y
181198,XP,JH-0900,20,Y
181228,FG,JH-0900,48,N
181245,FG,JH-0900,23,Y
181256,FG,JF-0900,27,Y
181318,FG,SC-0700,31,Y
181342,XP,BC-3000,20,Y
181358,FG,BC-3000,41,Y
181374,FG,SC-0700,51,Y
181398,XP,SC-0700,20,Y
181407,FG,BC-3000,52,N
181415,FG,SC-0700,47,Y
181429,FG,SC-0700,26,Y
181442,XP,SC-0700,20,Y
181461,FG,JE-0200,32,Y
181474,FG,JE-0200,33,Y
181508,XP,JK-0200,20,Y
181517,FG,JK-0200,53,Y
181526,XP,JE-0200,20,Y
181536,FG,JK-0200,52,N
181550,XP,JK-0200,20,Y
181574,XP,JE-0200,20,Y
181630,XP,MA-0700,20,Y
181667,XP,MA-0700,20,Y
181683,XP,MA-0700,20,Y
181694,XP,KB-2300,20,Y
181721,XP,KB-2300,20,Y
181736,XP,MA-0700,20,Y
181751,XP,KB-2300,20,Y
181762,XP,KB-2300,20,Y
181799,XP,MB-4600,20,Y
181827,XP,MB-4600,20,Y
181838,XP,SJ-0300,20,Y
181852,XP,MB-4600,20,Y
181900,XP,MB-4600,20,Y
181909,FG,MB-4600,44,N
181918,XP,SJ-0300,20,Y
181939,XP,MB-4600,20,Y
181974,XP,AV-0400,20,Y
181992,FG,AV-0400,40,Y
182004,FG,AV-0400,47,N
182013,XP,WW-0200,20,Y
182029,XP,AV-0400,20,Y
182048,XP,AV-0400,20,Y
182063,FG,WW-0200,29,Y
182136,FG,MG-1200,23,Y
182169,XP,JC-0900,20,Y
182177,FG,MG-1200,53,Y
182180,XP,MG-1200,20,Y
182203,XP,MG-1200,20,Y
182215,FG,MG-1200,41,N
182228,XP,JC-0900,20,Y
182256,FG,JC-0900,47,Y
182283,FG,DB-3900,29,N
182318,XP,DB-3900,20,Y
182346,FG,DB-3900,37,Y
182371,FG,DB-3900,36,Y
182397,XP,RL-0900,20,Y
182406,XP,RL-0900,20,Y
182418,FG,DB-3900,38,Y
182430,XP,JR-1100,20,Y
182439,XP,PD-0200,20,Y
182448,XP,JR-1100,20,Y
182457,FG,PD-0200,24,Y
182472,FG,JR-1100,47,Y
182488,XP,JR-1100,20,Y
182499,FG,PD-0200,34,Y
182511,FG,JR-1100,26,Y
182525,XP,JR-1100,20,Y
182536,FG,PD-0200,46,Y
182562,XP,PD-0200,20,Y
182601,XP,NK-0200,20,Y
182615,XP,NK-0200,20,Y
182641,XP,NK-0200,20,Y
182658,XP,JS-1100,20,Y
182688,FG,NK-0200,21,Y
182705,FG,NK-0200,28,Y
182724,XP,JS-1100,20,Y
182728,XP,NK-0200,20,Y
182737,XP,JS-1100,20,Y
182798,XP,NR-0100,20,Y
182812,FG,TP-1200,37,Y
182836,XP,NR-0100,20,Y
182848,FG,TP-1200,42,Y
182898,XP,NR-0100,20,Y
182908,XP,NR-0100,20,Y
182955,FG,TP-1200,32,Y
182967,XP,JB-7100,20,Y
182994,FG,JB-7100,48,Y
183002,XP,JW-3300,20,Y
183011,XP,JB-7100,20,Y
183022,FG,JB-7100,43,N
183037,XP,JB-7100,20,Y
183075,FG,JW-3300,39,Y
183090,FG,JB-7100,34,Y
183100,XP,JW-3300,20,Y
183107,XP,JW-3300,20,Y
183119,FG,JW-3300,36,Y
183182,FG,JH-0500,26,Y
183201,XP,JH-0500,20,Y
183219,XP,MS-5200,20,Y
183225,XP,MS-5200,20,Y
183245,FG,MS-5200,33,Y
183284,XP,GA-0300,20,Y
183294,XP,GA-0300,20,Y
183304,FG,GA-0300,36,Y
183320,FG,RL-1300,39,Y
183334,XP,GA-0300,20,Y
183341,XP,RL-1300,20,Y
183356,FG,GA-0300,38,Y
183362,FG,GA-0300,42,N
183372,FG,RL-1300,53,Y
183390,XP,GA-0300,20,Y
183412,XP,GA-0300,20,Y
183433,XP,RL-1300,20,Y
183443,XP,GA-0300,20,Y
183453,XP,RL-1300,20,Y
183504,XP,JF-0900,20,Y
183522,XP,NK-0200,20,Y
183532,XP,NK-0200,20,Y
183559,FG,NK-0200,53,Y
183576,XP,JF-0900,20,Y
183586,XP,JF-0900,20,Y
183595,FG,NK-0200,28,Y
183622,XP,RL-0900,20,Y
183646,FG,MB-4600,47,Y
183659,FG,RL-0900,43,N
183677,XP,MB-4600,20,Y
183690,FG,RL-0900,43,Y
183700,XP,RL-0900,20,Y
183717,FG,MB-4600,28,Y
183732,FG,RL-0900,20,Y
183773,FG,OK-0100,41,Y
183787,XP,OK-0100,20,Y
183813,XP,PE-0100,20,Y
183877,FG,OK-0100,26,Y
183889,FG,PE-0100,46,Y
183929,XP,PD-0200,20,Y
183946,XP,PD-0200,20,Y
183954,XP,SG-1100,20,Y
183964,XP,SG-1100,20,Y
183975,FG,SG-1100,32,Y
183990,XP,PD-0200,20,Y
184025,FG,PD-0200,23,Y
184032,FG,SG-1100,44,N
184044,XP,PD-0200,20,Y
184062,FG,PD-0200,33,Y
184090,XP,BC-3000,20,Y
184099,XP,JR-1100,20,Y
184130,FG,JR-1100,51,Y
184154,FG,BC-3000,47,Y
184176,FG,BC-3000,39,Y
184186,XP,BC-3000,20,Y
184199,XP,JR-1100,20,Y
184225,XP,JR-1100,20,Y
184248,XP,RL-1300,20,Y
184256,XP,JH-0900,20,Y
184285,XP,RL-1300,20,Y
184299,FG,JH-0900,48,Y
184318,FG,RL-1300,50,Y
184330,XP,RL-1300,20,Y
184348,XP,RL-1300,20,Y
184365,XP,RL-1300,20,Y
184399,XP,JS-1100,20,Y
184417,FG,LT-1100,31,Y
184424,XP,JS-1100,20,Y
184447,FG,JS-1100,51,N
184468,XP,LT-1100,20,Y
184515,XP,LT-1100,20,N
184524,FG,LT-1100,42,N
184556,XP,AV-0400,20,Y
184571,FG,AV-0400,40,Y
184585,XP,AV-0400,20,Y
184594,FG,JB-7100,33,Y
184607,FG,AV-0400,39,Y
184618,FG,JB-7100,40,Y
184636,FG,JB-7100,28,Y
184682,FG,AV-0400,30,Y
184694,FG,JB-7100,31,Y
184701,XP,AV-0400,20,Y
184752,XP,TP-1200,20,Y
184770,XP,TP-1200,20,Y
184782,FG,DB-3900,43,Y
184867,XP,DB-3900,20,Y
184892,FG,SJ-0300,35,Y
184906,XP,JE-0200,20,Y
184924,XP,JE-0200,20,Y
184936,XP,JE-0200,20,Y
184964,FG,JE-0200,33,Y
184982,XP,JE-0200,20,Y
185030,FG,DA-0300,48,Y
185050,XP,DA-0300,20,Y
185081,FG,DA-0300,34,Y
185118,FG,DA-0300,43,Y
185128,XP,DA-0300,20,Y
185171,XP,DA-0300,20,Y
185191,FG,KB-2300,21,Y
185223,XP,GA-0300,20,Y
185232,XP,KB-2300,20,Y
185241,FG,GA-0300,40,Y
185248,FG,KB-2300,50,Y
185322,XP,KB-2300,20,Y
185361,XP,MA-0700,20,Y
185381,XP,MA-0700,20,Y
185401,XP,JC-0900,20,Y
185417,XP,MA-0700,20,Y
185423,XP,JC-0900,20,Y
185438,XP,MA-0700,20,Y
185449,XP,JC-0900,20,Y
185458,FG,MA-0700,39,Y
185471,FG,JC-0900,45,Y
185486,XP,MA-0700,20,Y
185499,XP,JC-0900,20,Y
185515,XP,JW-3300,20,Y
185523,XP,MG-1200,20,Y
185550,XP,MG-1200,20,Y
185563,FG,MG-1200,35,N
185583,XP,JW-3300,20,Y
185593,FG,MG-1200,48,N
185597,FG,JW-3300,56,N
185617,XP,JW-3300,20,Y
185634,XP,MG-1200,20,Y
185644,XP,JW-3300,20,Y
185664,FG,JW-3300,44,N
185686,XP,NR-0100,20,Y
185729,FG,JB-7100,54,Y
185737,FG,NR-0100,55,Y
185745,FG,NR-0100,55,Y
185783,FG,NR-0100,50,Y
185793,XP,JB-7100,20,Y
185799,XP,JB-7100,20,Y
185834,XP,NR-0100,20,Y
185850,FG,RL-0900,24,Y
185864,FG,MS-5200,24,Y
185872,XP,MS-5200,20,Y
185887,XP,MS-5200,20,Y
185935,FG,RL-0900,21,Y
185952,FG,MS-5200,50,N
185977,FG,MS-5200,19,Y
186005,FG,JK-0200,28,Y
186018,FG,JK-0200,21,Y
186065,FG,NK-0200,29,N
186077,FG,JK-0200,46,N
186085,XP,NK-0200,20,Y
186100,FG,NK-0200,44,Y
186145,XP,NK-0200,20,Y
186158,XP,DA-0300,20,Y
186169,XP,PD-0200,20,Y
186175,XP,DA-0300,20,Y
186200,FG,PD-0200,38,Y
186208,XP,DA-0300,20,Y
186222,XP,PD-0200,20,Y
186256,XP,PD-0200,20,Y
186280,XP,DA-0300,20,Y
186287,FG,DA-0300,38,Y
186316,XP,PD-0200,20,Y
186341,FG,DA-0300,50,Y
186355,FG,BC-3000,46,Y
186363,FG,RL-1300,26,Y
186374,FG,BC-3000,24,Y
186382,XP,RL-1300,20,Y
186408,XP,RL-1300,20,Y
186421,FG,RL-1300,40,Y
186430,XP,RL-1300,20,Y
186438,XP,BC-3000,20,Y
186448,XP,RL-1300,20,Y
186456,XP,RL-1300,20,Y
186475,XP,BC-3000,20,Y
186530,XP,JS-1100,20,Y
186540,XP,MV-0100,20,Y
186555,FG,JS-1100,26,Y
186567,XP,MV-0100,20,Y
186598,FG,JS-1100,32,Y
186606,FG,JS-1100,26,Y
186620,FG,MV-0100,34,Y
186637,XP,MV-0100,20,Y
186647,FG,JS-1100,53,Y
186663,FG,JF-0900,19,Y
186677,XP,LT-1100,20,Y
186697,XP,LT-1100,20,Y
186715,XP,LT-1100,20,Y
186727,XP,LT-1100,20,Y
186745,XP,LT-1100,20,Y
186752,XP,JF-0900,20,Y
186765,XP,LT-1100,20,Y
186783,XP,LT-1100,20,Y
186811,XP,LT-1100,20,Y
186836,XP,MB-4600,20,Y
186869,XP,JW-3300,20,Y
186879,XP,MB-4600,20,Y
186915,XP,MB-4600,20,Y
186928,FG,MB-4600,43,Y
186941,XP,JW-3300,20,Y
186946,XP,MB-4600,20,Y
186980,FG,GA-0300,40,Y
186994,FG,MA-0700,29,Y
187007,XP,MA-0700,20,Y
187039,XP,MA-0700,20,Y
187083,FG,MA-0700,29,Y
187135,FG,AV-0400,41,Y
187164,FG,AV-0400,27,Y
187179,XP,DB-3900,20,Y
187190,XP,AV-0400,20,Y
187278,XP,JH-0900,20,Y
187299,XP,SC-0700,20,Y
187319,FG,SC-0700,19,Y
187354,XP,JH-0900,20,Y
187386,FG,SC-0700,25,Y
187398,XP,JH-0900,20,Y
187408,XP,JH-0900,20,Y
187435,FG,SJ-0300,28,Y
187453,FG,SJ-0300,42,Y
187478,FG,SJ-0300,44,Y
187499,XP,JC-0900,20,Y
187527,XP,JC-0900,20,Y
187542,XP,JC-0900,20,Y
187549,XP,SJ-0300,20,Y
187563,FG,SJ-0300,40,Y
187574,FG,JC-0900,41,Y
187584,XP,SJ-0300,20,Y
187631,FG,MG-1200,22,Y
187659,XP,MG-1200,20,Y
187672,FG,MG-1200,22,Y
187691,XP,PE-0100,20,Y
187762,XP,SG-1100,20,Y
187787,FG,JE-0200,49,N
187805,FG,SG-1100,53,Y
187815,XP,JE-0200,20,Y
187828,FG,SG-1100,34,Y
187850,FG,JE-0200,29,Y
187867,XP,SG-1100,20,Y
187888,FG,SG-1100,35,Y
187922,FG,RL-0900,25,Y
187935,XP,RL-0900,20,Y
187964,XP,NR-0100,20,Y
187966,XP,RL-0900,20,Y
187994,FG,NR-0100,64,N
188032,XP,RL-0900,20,Y
188041,XP,RL-0900,20,Y
188055,XP,RL-0900,20,Y
188067,XP,NR-0100,20,Y
188083,XP,JH-0900,20,Y
188100,XP,BC-3000,20,Y
188124,XP,JH-0900,20,Y
188137,XP,BC-3000,20,Y
188152,XP,BC-3000,20,Y
188206,FG,BC-3000,40,Y
188211,XP,JH-0900,20,Y
188219,XP,BC-3000,20,Y
188237,XP,JE-0200,20,Y
188249,FG,JF-0900,24,Y
188252,XP,JE-0200,20,Y
188271,XP,JF-0900,20,Y
188288,XP,JF-0900,20,Y
188303,FG,JF-0900,43,Y
188307,FG,JF-0900,49,N
188317,XP,JF-0900,20,Y
188349,XP,JF-0900,20,Y
188362,XP,JE-0200,20,Y
188391,XP,JF-0900,20,Y
188399,XP,JE-0200,20,Y
188428,XP,KB-2300,20,Y
188456,FG,JS-1100,44,Y
188479,FG,JS-1100,49,N
188483,FG,KB-2300,38,Y
188534,FG,KB-2300,21,Y
188547,FG,JS-1100,36,Y
188558,XP,KB-2300,20,Y
188589,XP,MV-0100,20,Y
188597,XP,LT-1100,20,Y
188606,XP,LT-1100,20,Y
188621,XP,LT-1100,20,Y
188628,XP,MV-0100,20,Y
188632,XP,LT-1100,20,Y
188648,FG,LT-1100,32,Y
188658,FG,MV-0100,54,N
188669,XP,MV-0100,20,Y
188686,XP,MV-0100,20,Y
188700,XP,LT-1100,20,Y
188721,XP,MV-0100,20,Y
188731,XP,LT-1100,20,Y
188747,FG,SC-0700,50,Y
188758,XP,SC-0700,20,Y
188784,XP,SC-0700,20,Y
188793,FG,MA-0700,38,N
188823,FG,SC-0700,30,Y
188849,XP,SC-0700,20,Y
188868,XP,SC-0700,20,Y
188878,XP,MA-0700,20,Y
188916,FG,DA-0300,20,Y
188938,FG,MS-5200,44,Y
188966,FG,DA-0300,41,Y
189019,FG,DA-0300,43,Y
189043,XP,MS-5200,20,Y
189080,FG,AV-0400,43,Y
189097,XP,JR-1100,20,Y
189105,XP,JR-1100,20,Y
189108,XP,JR-1100,20,Y
189139,FG,JR-1100,19,Y
189148,XP,AV-0400,20,Y
189162,XP,JR-1100,20,Y
189174,FG,AV-0400,25,Y
189189,FG,JR-1100,29,Y
189218,XP,AV-0400,20,Y
189242,XP,NK-0200,20,Y
189271,XP,NK-0200,20,Y
189284,XP,SJ-0300,20,Y
189297,XP,NK-0200,20,Y
189310,XP,NK-0200,20,Y
189319,XP,NK-0200,20,Y
189337,XP,NK-0200,20,Y
189347,XP,SJ-0300,20,Y
189397,XP,JB-7100,20,Y
189434,XP,JB-7100,20,Y
189445,XP,JK-0200,20,Y
189473,FG,JK-0200,30,Y
189487,FG,JB-7100,27,Y
189510,FG,JB-7100,45,Y
189527,FG,JB-7100,22,Y
189546,XP,JK-0200,20,Y
189565,FG,SG-1100,28,Y
189584,FG,GA-0300,23,Y
189601,FG,GA-0300,45,Y
189627,XP,GA-0300,20,Y
189634,XP,SG-1100,20,Y
189654,FG,SG-1100,50,Y
189661,XP,GA-0300,20,Y
189668,XP,GA-0300,20,Y
189674,XP,SG-1100,20,Y
189741,FG,RL-1300,37,Y
189760,XP,RL-1300,20,Y
189776,XP,RL-1300,20,Y
189791,XP,OK-0100,20,Y
189806,FG,RL-1300,39,Y
189846,FG,OK-0100,35,N
189867,XP,OK-0100,20,Y
189896,XP,PE-0100,20,Y
189914,XP,TP-1200,20,Y
189924,FG,TP-1200,48,Y
189930,FG,PE-0100,52,Y
189949,FG,TP-1200,51,Y
189955,FG,PE-0100,45,Y
189976,FG,PE-0100,53,N
190017,FG,PE-0100,27,Y
190027,FG,TP-1200,50,N
190043,XP,PE-0100,20,Y
190079,XP,DB-3900,20,Y
190126,XP,MB-4600,20,Y
190134,XP,DB-3900,20,Y
190143,FG,DB-3900,49,Y
190154,XP,DB-3900,20,Y
190171,XP,DB-3900,20,Y
190182,FG,DB-3900,43,Y
190189,XP,DB-3900,20,Y
190219,XP,MB-4600,20,Y
190232,FG,DB-3900,36,N
190245,XP,RL-0900,20,Y
190268,FG,DB-3900,41,Y
190283,XP,DB-3900,20,Y
190298,FG,RL-0900,20,Y
190313,XP,RL-0900,20,Y
190343,FG,RL-0900,30,Y
190368,XP,DB-3900,20,Y
190393,FG,SJ-0300,26,Y
190414,XP,SJ-0300,20,Y
190434,XP,JK-0200,20,Y
190449,XP,SJ-0300,20,Y
190473,XP,JK-0200,20,Y
190505,XP,SJ-0300,20,Y
190528,FG,JK-0200,38,Y
190539,XP,JK-0200,20,Y
190546,FG,SJ-0300,19,Y
190570,FG,SG-1100,35,Y
190584,FG,SG-1100,47,Y
190593,FG,SG-1100,45,Y
190624,FG,BC-3000,24,Y
190642,XP,SG-1100,20,Y
190672,FG,SG-1100,30,Y
190697,XP,SG-1100,20,Y
190718,FG,KB-2300,37,N
190735,XP,JE-0200,20,Y
190751,FG,JE-0200,52,Y
190764,XP,KB-2300,20,Y
190773,XP,JE-0200,20,Y
190785,XP,JE-0200,20,Y
190800,XP,JE-0200,20,Y
190936,FG,OK-0100,24,Y
190961,FG,JH-0900,40,Y
190972,XP,OK-0100,20,Y
190997,FG,OK-0100,51,N
191030,XP,JH-0900,20,Y
191053,FG,BG-1300,30,Y
191061,FG,NR-0100,29,Y
191079,XP,BG-1300,20,N
191098,FG,BG-1300,29,Y
191160,XP,NR-0100,20,Y
191182,XP,NR-0100,20,Y
191190,FG,BG-1300,28,Y
191221,XP,NR-0100,20,Y
191245,XP,SC-0700,20,Y
191257,XP,SC-0700,20,Y
191300,XP,PE-0100,20,Y
191308,XP,PE-0100,20,Y
191314,FG,PE-0100,22,Y
191322,FG,PE-0100,21,Y
191396,XP,SC-0700,20,Y
191416,XP,JR-1100,20,Y
191431,XP,JR-1100,20,Y
191449,XP,JR-1100,20,Y
191460,FG,DA-0300,33,Y
191488,FG,JR-1100,33,N
191501,FG,JR-1100,42,Y
191523,FG,JR-1100,31,Y
191556,XP,NK-0200,20,Y
191567,XP,NK-0200,20,Y
191586,FG,NK-0200,40,Y
191599,XP,JC-0900,20,Y
191611,FG,NK-0200,27,Y
191631,FG,JC-0900,46,N
191656,XP,NK-0200,20,Y
191662,XP,NK-0200,20,Y
191674,FG,JC-0900,37,Y
191686,XP,NK-0200,20,Y
191697,XP,JC-0900,20,Y
191713,XP,TP-1200,20,Y
191730,XP,JB-7100,20,Y
191740,XP,TP-1200,20,Y
191766,XP,JB-7100,20,Y
191779,XP,JB-7100,20,Y
191790,FG,TP-1200,27,Y
191798,XP,TP-1200,20,Y
191803,XP,JB-7100,20,Y
191830,XP,JB-7100,20,Y
191842,FG,TP-1200,30,Y
191851,XP,JB-7100,20,Y
191878,FG,AV-0400,43,Y
191893,FG,AV-0400,31,Y
191908,XP,JW-3300,20,Y
191920,XP,AV-0400,20,Y
191928,XP,JW-3300,20,Y
191935,FG,AV-0400,45,Y
191953,FG,AV-0400,36,Y
191970,XP,AV-0400,20,Y
191980,XP,AV-0400,20,Y
192016,XP,AV-0400,20,Y
192048,XP,LT-1100,20,Y
192054,XP,MG-1200,20,Y
192077,XP,MG-1200,20,Y
192089,XP,LT-1100,20,Y
192099,FG,LT-1100,31,Y
192111,XP,MG-1200,20,Y
192119,XP,LT-1100,20,Y
192123,FG,MG-1200,46,N
192128,XP,MG-1200,20,Y
192161,XP,LT-1100,20,Y
192173,XP,MG-1200,20,N
192206,XP,PD-0200,20,Y
192223,FG,MS-5200,44,Y
192248,FG,PD-0200,50,Y
192262,FG,MS-5200,39,Y
192279,FG,MS-5200,43,Y
192293,FG,MS-5200,36,Y
192326,FG,PD-0200,29,Y
192358,XP,MS-5200,20,Y
192374,XP,MV-0100,20,Y
192396,XP,MV-0100,20,Y
192401,FG,MA-0700,42,Y
192430,FG,MA-0700,23,Y
192460,XP,MV-0100,20,Y
192472,XP,MA-0700,20,Y
